# w_1 w_2 DS VF c_1 c_2 u_1 u_2 fut_util_1_1 fut_util_1_2 fut_util_2_1 fut_util_2_2 pen_1 pen_2 pen_u_1 pen_u_2 
1.192874714075082387e+00 4.709425996448795559e-01 0.000000000000000000e+00 6.337404628715546107e-01 8.751492021027835327e-03 1.413402874882783085e-16 1.869019123667432225e-01 1.413403803969702957e-12 1.404917819046529104e+01 3.099842649732536426e+00 2.800879257531291522e+00 4.230012059344351094e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.450673393522051269e+00 1.517015669132676603e+00 1.000000000000000000e+00 1.585707626404670778e+00 6.646877338513561551e-01 4.551340504583671343e-01 1.630367685012181322e+00 1.349072486138314098e+00 1.421493156188342333e+01 1.482277594947921351e+01 1.278823337633482460e+01 1.544890227744590483e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.421631166264528900e+00 1.812446251721357982e+00 0.000000000000000000e+00 1.569343844032409008e+00 3.466824551330784376e-01 9.999999999999740208e-01 1.177395433203300534e+00 1.999800009999973982e+00 1.394488596958078297e+01 1.622557208015209085e+01 1.649500826196430125e+01 1.845909040448243132e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.989635266456901475e+00 9.146251632080895089e-01 1.000000000000000000e+00 0.000000000000000000e+00 9.999999999637041448e-01 3.666360963857633326e-01 1.999800009963704106e+00 1.210809757157939037e+00 1.999800010000000228e+01 6.338482017636485999e+00 4.764832733615707916e+00 7.477435605730859969e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.104102393238210134e+00 0.000000000000000000e+00
1.130568682923430268e+00 1.683369631347099160e+00 0.000000000000000000e+00 1.755252934239178275e+00 2.670643384862999015e-01 9.147990140006010407e-01 1.033365418625922905e+00 1.912702679268458272e+00 1.064591136119195447e+01 1.295969101712682914e+01 1.573556646774800782e+01 1.734666091081407302e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.483920547530811485e+00 1.752063501616129226e+00 1.000000000000000000e+00 1.402926448573686091e+00 4.085086230209173386e-01 9.999999999999171774e-01 1.278093635093991098e+00 1.999800009999917139e+00 1.469548127512093494e+01 1.775004511661720485e+01 1.590970038850654866e+01 1.761779299863093229e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.048339339954091010e-01 6.609576000201830004e-01 0.000000000000000000e+00 1.811286806184339904e+00 1.097753450863905023e-01 1.007070271898816566e-01 6.624479285969531173e-01 6.344874588830828888e-01 4.656374254257451106e+00 6.228116600174690376e+00 4.077590425030455989e+00 6.855825693165579438e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.040724761019530042e-01 6.034400000592002877e-01 1.000000000000000000e+00 1.958441059504294479e+00 2.691112300386133346e-02 9.859997325851882488e-03 3.278924127543407230e-01 1.983951646626105902e-01 7.598469937023612175e+00 5.395958305513048003e+00 3.855843794926845369e+00 6.344682489861804164e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.526406804644517390e-01 1.161522571330471765e+00 0.000000000000000000e+00 1.890737737414033059e+00 1.383741430451494725e-01 2.884940258980653871e-01 7.437735487615796393e-01 1.074032816656570466e+00 8.218367658111359830e+00 1.111462461751740349e+01 1.032888872023124804e+01 1.214143917803418482e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.070281119195714670e+00 1.302953382600601229e+00 1.000000000000000000e+00 1.732876786514244483e+00 2.963404041996329230e-01 4.087954998994404732e-01 1.088543200244080245e+00 1.278542366825253573e+00 1.035936406939970489e+01 1.223579653929347977e+01 1.149915997352713148e+01 1.337981309826285781e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.069364057480515884e-01 4.532074451124524228e-01 0.000000000000000000e+00 1.423138257010309049e+00 3.288604051764532077e-02 2.669197315096076645e-17 3.624910428623150382e-01 2.669197315096076706e-13 2.804482461569170137e+00 4.057080614538453034e+00 3.143508107518403705e+00 5.238792500366499461e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.631166150777282331e-01 8.813966791116208954e-01 1.000000000000000000e+00 1.946293238026333139e+00 1.545500068977339603e-01 1.674449313642079606e-01 7.860570134288521471e-01 8.182007409305565027e-01 6.191398952562344071e+00 8.683257709138462843e+00 6.664899608661925434e+00 9.187351255808767547e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.388274895777123374e+00 1.649731542307103282e+00 0.000000000000000000e+00 1.608580648574424288e+00 4.216645632775606889e-01 6.316908553815803185e-01 1.298514092155591104e+00 1.589379649376295722e+00 1.361934895272295698e+01 1.577415123009050824e+01 1.381194115998536454e+01 1.692750731317497781e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.468686323289414730e-01 6.102865963795774951e-01 1.000000000000000000e+00 1.938233320487937172e+00 1.149286299897147104e-02 2.508092826752485877e-03 2.142099315758066169e-01 9.996228444346509645e-02 1.075022659628076127e+01 5.177345488034860388e+00 3.751234031689028470e+00 6.202417927128204944e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.043152124388861290e-01 1.553949332780941273e+00 0.000000000000000000e+00 1.859765620486348636e+00 1.537155949495339624e-01 5.667636525492700805e-01 7.839316342287202533e-01 1.505474151625466162e+00 8.274642044146141018e+00 1.674376809315170078e+01 1.484260966829807948e+01 1.649562425179068015e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.249532702813451968e+00 1.460590434179719344e+00 1.000000000000000000e+00 1.629616448435091902e+00 3.978583373066731932e-01 4.539430805632794219e-01 1.261320269149000639e+00 1.347305979127400688e+00 1.218909399419598572e+01 1.378142419324469614e+01 1.318091464173176242e+01 1.502491169653070990e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.990022223060841533e-01 1.418061645735044562e+00 0.000000000000000000e+00 1.822225275593297722e+00 1.956469836944540186e-01 4.657418252461540953e-01 8.844401166287403360e-01 1.364705642190262358e+00 9.535286474604724560e+00 1.196120269905462230e+01 1.290865050336361897e+01 1.482192788271842154e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.503789795804329144e-01 1.036298376967330848e+00 1.000000000000000000e+00 1.873102670128004910e+00 5.216764879067650046e-02 2.553393241065217700e-01 4.566048114562586968e-01 1.010422252160570356e+00 4.933095264012587577e+00 7.793023364789051222e+00 8.670196018912744051e+00 1.106662307138486590e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.975633832003907298e-01 1.703575882426681121e+00 0.000000000000000000e+00 1.820795927567588013e+00 1.037829107350354274e-01 1.000000000000000000e+00 6.441071393700695813e-01 1.999800009999999961e+00 9.387790076222589875e+00 1.806503701448913546e+01 1.600461283449562799e+01 1.768719382033291154e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.483906577969270391e+00 1.803070337632189046e+00 1.000000000000000000e+00 1.297823888964994676e+00 3.782533335349739789e-01 1.000000000000000000e+00 1.229846595795305308e+00 1.999800009999999961e+00 1.467807164924043839e+01 1.775552008562827666e+01 1.661073492948707298e+01 1.825539785100050594e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.893080564665332810e-01 1.034863634092512141e+00 0.000000000000000000e+00 1.982272173012346261e+00 7.467133785393210987e-02 2.586118099673515025e-01 5.463211955592081059e-01 1.016878672268958006e+00 5.322016552297237801e+00 8.466672940745295861e+00 8.501618812287345506e+00 1.098744682298799802e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.073562022757603485e-01 9.823740637058052672e-01 1.000000000000000000e+00 1.903225350729198073e+00 9.375058908273325997e-02 2.062045969283947122e-01 6.121744117618831416e-01 9.079951556956311620e-01 6.797350315782185959e+00 9.994564443689570865e+00 7.964247331873722580e+00 1.028835312016702375e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.792733366914256332e-01 9.124994625555845618e-01 0.000000000000000000e+00 2.007479444981858485e+00 3.161845328483406381e-02 2.208494408580429225e-01 3.554318122769073440e-01 9.396931420256766643e-01 4.328632108119813360e+00 7.259412059716701116e+00 7.090513092940280870e+00 9.696482378733561447e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.596775874614101309e-01 7.357042280715485605e-01 1.000000000000000000e+00 2.004449513499847679e+00 3.167611142000210933e-02 1.568465615942644109e-01 3.557557622934811037e-01 7.918772708280777950e-01 4.328874235061849873e+00 7.259420384531052761e+00 4.908183655695171232e+00 7.677998122944607928e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.123176468428201735e-01 1.330976108676671377e+00 0.000000000000000000e+00 1.935416820588079512e+00 8.713391169891263055e-02 5.239420521653067597e-01 5.901691370039383600e-01 1.447476910545391071e+00 6.399649171258295688e+00 9.480079031403930045e+00 1.259254796220291794e+01 1.403956361501507821e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.111990877218886231e-01 1.178702965577850259e+00 1.000000000000000000e+00 1.804520077325700633e+00 1.786375735154891731e-01 3.496333442789650303e-01 8.451124711530120237e-01 1.182396606262773320e+00 8.813887287498413770e+00 1.171717783146206315e+01 1.032021789949614465e+01 1.215445877426151000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.038380649334454731e+00 1.305427952144919246e+00 0.000000000000000000e+00 1.811075022290178582e+00 2.015876834635203507e-01 3.372743169930234597e-01 8.977703635723773834e-01 1.161306482150850528e+00 1.016914111250803643e+01 1.196800128606972002e+01 1.246171387888895943e+01 1.358531351979062407e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.817181319907460013e-01 4.689210216936250397e-01 1.000000000000000000e+00 1.960027280500401314e+00 5.179515733869129862e-02 0.000000000000000000e+00 4.549717816322605413e-01 0.000000000000000000e+00 3.614673251276187660e+00 4.110773374414062431e+00 3.297197044035637070e+00 5.331348698960852062e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.158004756324323647e+00 1.589270199993110477e+00 0.000000000000000000e+00 1.745594393956788393e+00 2.516469932351548255e-01 4.565216013162305408e-01 1.003088611517776618e+00 1.351128065237564568e+00 1.115319683015341390e+01 1.646421816230091295e+01 1.379827244025262267e+01 1.675628415475499366e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.495288729717284104e-01 1.109460244170385357e+00 1.000000000000000000e+00 1.841505862572234697e+00 1.457332018189405887e-01 2.692994231337708655e-01 7.633004034263339843e-01 1.037682339691731404e+00 8.230082346990034381e+00 1.110675966883638566e+01 9.490018563536342100e+00 1.153537146223392362e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.246664927425342739e+00 1.483076102996403689e+00 0.000000000000000000e+00 1.701919365375488713e+00 3.678979334001085122e-01 4.637550922923900365e-01 1.212891824219992865e+00 1.361791974177709807e+00 1.217582608952234402e+01 1.377876545843610323e+01 1.361176012286077786e+01 1.529387002805552775e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.369352410271707399e-01 6.437013789124131913e-01 1.000000000000000000e+00 2.024999485385689191e+00 7.599099443783091656e-02 8.418426668552085601e-02 5.511298901433897557e-01 5.800906964521848064e-01 3.955294275298071316e+00 6.170843286999383892e+00 4.060480995184928332e+00 6.794867516698466225e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.109716757622151384e-01 7.756603805065871438e-01 0.000000000000000000e+00 2.007597044526014507e+00 3.681733337522405392e-02 1.650885762529239187e-01 3.835578129729925179e-01 8.124219483356089899e-01 4.883664515244194426e+00 7.778310047339193289e+00 5.177826608083284654e+00 8.083380819622943747e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.356781470496004394e-01 1.077046195523041705e+00 1.000000000000000000e+00 1.856422683286693687e+00 1.352252638802615703e-01 2.736128736336433387e-01 7.352598654692985569e-01 1.045960800366889876e+00 6.883123938267496023e+00 1.004299299327484363e+01 9.010221156550658250e+00 1.127912357272722232e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.114209220043656412e-01 1.233741556615059132e+00 0.000000000000000000e+00 1.864948125985165239e+00 2.030292822180798651e-01 3.563892946059952771e-01 9.009754993017111691e-01 1.193767554152377786e+00 8.678147697194800614e+00 1.148425893684948029e+01 1.089737589803394613e+01 1.282949867251308795e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.098229827818104409e+00 1.365184806319589716e+00 1.000000000000000000e+00 1.692974561481745299e+00 2.754281223713879179e-01 5.038582943414824378e-01 1.049424951100229819e+00 1.419459542815941777e+00 1.066575511549642385e+01 1.296386049745494340e+01 1.257327530531472348e+01 1.396231360389681697e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.106704787999725381e-01 5.999941191533006979e-01 0.000000000000000000e+00 1.812832864689885914e+00 5.663522755927929975e-02 3.332319630066389593e-02 4.757632361905705376e-01 3.648933902073766000e-01 3.771430001517004804e+00 5.699225161180845767e+00 3.974409871661698457e+00 6.524113724184039675e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.149418461155578441e-01 1.304126617179228731e+00 1.000000000000000000e+00 1.729305918833400790e+00 1.901276197999591799e-01 3.852895308982860478e-01 8.718727834550659139e-01 1.241234531549661568e+00 8.656738570968295576e+00 1.147662088112871892e+01 1.247747570465260125e+01 1.365168067119101281e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.052016831468324698e-01 4.729069890906844043e-01 0.000000000000000000e+00 1.278892503490895116e+00 5.349319611406663094e-02 0.000000000000000000e+00 4.623727477328298807e-01 0.000000000000000000e+00 3.894458279225793795e+00 4.124552351421213459e+00 3.329985943976822238e+00 5.348557248153090526e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.074616795273261260e+00 1.247120782418009277e+00 1.000000000000000000e+00 1.766694780696135725e+00 3.522483052023545613e-01 3.555310759580784796e-01 1.186810222412312044e+00 1.192328846189600888e+00 1.038191971820924486e+01 1.222152083542172285e+01 1.085506751288559535e+01 1.277167662435683937e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.631629650886226912e-01 1.121696449181143196e+00 0.000000000000000000e+00 1.923731797196266635e+00 1.360304776230411850e-01 2.941211151803960755e-01 7.374462258038456675e-01 1.084458763326286768e+00 7.162240633294364223e+00 1.030824745497457862e+01 9.825379669873282040e+00 1.175630287066764801e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.852038825358121477e-01 9.994629977408576726e-01 1.000000000000000000e+00 1.889249059728588698e+00 2.728850236215878480e-02 2.451311609231824062e-01 3.301846992129209846e-01 9.900144635409564575e-01 4.310033591265975517e+00 7.247962615577852041e+00 8.214157286795218837e+00 1.071937711985977693e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.948589786540691260e-02 8.046347261948417762e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.190598897893071234e-13 1.834289529846960531e-01 1.190598897893071165e-09 8.563722936586675161e-01 1.577590681689929844e-11 8.154808470193776415e+00 5.366270753012909012e+00 8.982237280905490451e+00 9.917960756423636892e-02 5.036024055453738879e-10 4.866272620124036639e-10 5.052937531281956329e-10
1.966170844432403308e+00 5.227399961193812672e-01 1.000000000000000000e+00 0.000000000000000000e+00 9.999999999998211431e-01 1.103406439217008218e-18 1.999800009999820993e+00 1.103406439217008384e-14 1.999800010000000228e+01 1.500393535056034233e+00 3.263952878331323415e+00 3.984691297770226015e+00 1.798587789792818004e-11 1.799472117513085585e-11 1.304886137542721647e+00 1.791683336405739856e-11
1.379883124788843674e+00 7.738833473366398819e-01 0.000000000000000000e+00 8.744272398461128137e-01 1.119679220143275505e-01 1.128471424440954246e-01 6.690321929713365368e-01 6.716546046486204791e-01 1.543033197414868063e+01 6.420287038889274100e+00 4.169892700006741393e+00 7.010754607669266392e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.338554316054918036e+00 1.731047208534570725e+00 1.000000000000000000e+00 1.418962065337806333e+00 4.028179590097127893e-01 9.999999999999268363e-01 1.269158844759131988e+00 1.999800009999926909e+00 1.291752022243550790e+01 1.556314938649887480e+01 1.583815293392463452e+01 1.755698687882797415e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.978891462553681202e-01 2.400152339175553595e-01 0.000000000000000000e+00 4.359669551752631822e-01 4.916395892140885594e-15 0.000000000000000000e+00 4.916395892140885823e-11 0.000000000000000000e+00 5.890259836591427600e+00 1.197788809801273002e+00 1.707996422265483316e+00 2.308677720867362115e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.460492250082383370e+00 1.885465647661265010e+00 1.000000000000000000e+00 8.995207092855912467e-01 2.213608398272800815e-01 1.000000000000000000e+00 9.407803981328958232e-01 1.999800009999999961e+00 1.459213928412554395e+01 1.777959936476589675e+01 1.601078115755981202e+01 1.931785912620821222e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.413276435471775505e+00 1.302494884576965717e+00 0.000000000000000000e+00 1.280601808258334362e+00 5.933640979851291242e-01 3.642831474941879977e-01 1.540402931648770180e+00 1.206917528037596554e+00 1.414537595743133380e+01 1.227774952220013560e+01 1.111016169071862514e+01 1.297728264345925631e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.063934054676220597e-01 5.249326756268511973e-01 1.000000000000000000e+00 2.016241644777783115e+00 4.200244680383802796e-03 0.000000000000000000e+00 1.294192409480368067e-01 0.000000000000000000e+00 2.957045251145214770e+00 5.015928138327937269e+00 3.727586790675938566e+00 6.136112048852785605e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.273242479774318481e+00 5.506400527349647467e-01 0.000000000000000000e+00 6.996103681427838783e-01 3.717838834802651010e-02 0.000000000000000000e+00 3.854368818262449148e-01 0.000000000000000000e+00 1.472248994413116030e+01 3.923963097367512365e+00 3.166962998035960375e+00 5.114608326168379016e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.395346338160422084e+00 1.793694338179395498e+00 1.000000000000000000e+00 1.302184652266912046e+00 4.639575162233574579e-01 9.999999999998978595e-01 1.362088999751048357e+00 1.999800009999897821e+00 1.343715486870054754e+01 1.544677388588072375e+01 1.661920615601422924e+01 1.826119819090818197e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.245209793411779287e-01 2.607686052415494338e-01 0.000000000000000000e+00 8.376195658257272747e-01 2.815428798200583348e-03 0.000000000000000000e+00 1.059214189157667851e-01 0.000000000000000000e+00 2.326643157911883808e+00 1.830644968821038665e+00 1.537799435396790537e+00 2.947772871989943422e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.485674374375401063e+00 1.682224095408468845e+00 1.000000000000000000e+00 1.472661347989160596e+00 3.089372576583408470e-01 7.723789566854112332e-01 1.111442823808619140e+00 1.757501940307461874e+00 1.499957085405746327e+01 1.682452078691169461e+01 1.388932832591416755e+01 1.701158462785353365e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.154957047401122927e-01 1.937101816079490058e-01 0.000000000000000000e+00 5.394986167377977537e-01 2.410572339496581257e-02 1.695953559040483856e-16 3.103207107396931397e-01 1.695953680216839866e-12 3.329853600637121325e+00 8.199641607251747510e-01 1.718708379617014836e+00 1.983188791292416209e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.300803170903729378e-01 2.798662423912375852e-01 1.000000000000000000e+00 1.772668075112983521e+00 8.512700562715771330e-03 0.000000000000000000e+00 1.843289151922843372e-01 0.000000000000000000e+00 2.282490943426718655e+00 2.049124360431403336e+00 1.947380850486804871e+00 3.178772033933788599e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.445118712103212300e+00 1.410150499411644942e+00 0.000000000000000000e+00 1.351630892055883049e+00 6.899860640613970642e-01 5.191965406631676716e-01 1.661108216138331706e+00 1.440906210954961963e+00 1.425976574528266561e+01 1.346548557521326295e+01 1.258832292161604371e+01 1.401876501921953455e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.419442018831372831e-01 3.810668306879777534e-01 1.000000000000000000e+00 1.913403710855495987e+00 8.407166753427171985e-03 0.000000000000000000e+00 1.831820879492571663e-01 0.000000000000000000e+00 2.291507383199038017e+00 3.297884742253483825e+00 2.769427284477437912e+00 4.427301769877182380e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.952532327746704377e-01 9.963441437151743241e-01 0.000000000000000000e+00 1.950138112304298232e+00 1.384525280544694203e-01 2.546923429882998469e-01 7.439842196688580822e-01 1.009141162183431639e+00 6.480204965999204703e+00 9.492931796543340184e+00 7.993209379204563092e+00 1.036740434849346038e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.202716077067445211e-01 7.930534166919016581e-01 1.000000000000000000e+00 1.983537569991103089e+00 4.771918461770375403e-02 1.607373561996699729e-01 4.366947399835614529e-01 8.016412967457550165e-01 4.916715639838887597e+00 7.788425824118163199e+00 5.294240823067760005e+00 8.299855701560277410e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.240290649243234844e-01 1.333155877482967488e+00 0.000000000000000000e+00 1.896791347130877936e+00 7.886764344665006532e-02 5.001001606072970063e-01 5.614677400050114287e-01 1.414155937934020280e+00 7.824904881706883586e+00 1.052136684669294731e+01 1.256990263586804879e+01 1.394867928066023843e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.508572770217542436e+00 1.561678662234084580e+00 1.000000000000000000e+00 1.552145175175682734e+00 9.999999999984208188e-01 4.863353696038023033e-01 1.999800009998420780e+00 1.394555918036880726e+00 1.446616147462196800e+01 1.494144555657572404e+01 1.428172291672962757e+01 1.587623674369358362e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.012053498306311639e-01 1.633123339915884431e+00 0.000000000000000000e+00 1.857113449460742416e+00 1.219479733567114949e-01 8.837207071107568979e-01 6.982210287690852057e-01 1.879928418084865660e+00 8.221038868810653710e+00 1.676167440537952658e+01 1.396928732633406867e+01 1.707355829853401019e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.318186925019824818e+00 1.502452183560090138e+00 1.000000000000000000e+00 1.601328070100106249e+00 4.341893287698671555e-01 4.551347273355887402e-01 1.317661077361439892e+00 1.349074133849649471e+00 1.292652955518298441e+01 1.500901454526916190e+01 1.279279852951558105e+01 1.545086586102964077e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.492527604737132974e-01 8.643572869009907844e-01 0.000000000000000000e+00 1.996795521308013299e+00 8.521980620104817328e-02 1.959197032863790044e-01 5.836486663879538739e-01 8.850563770730081048e-01 5.016664755904120199e+00 7.808721921988118986e+00 6.317073109776920603e+00 9.058219055523405672e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.388116225665447789e+00 1.599270384083378627e+00 1.000000000000000000e+00 1.534053854052781496e+00 4.075412295630814752e-01 5.466353450224659127e-01 1.276579150513324601e+00 1.478496148349794481e+00 1.371182267568497437e+01 1.582486416407823882e+01 1.480297456807705103e+01 1.642016710056281426e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.425834285116294176e+00 1.582354372800371056e+00 0.000000000000000000e+00 1.585548732110023673e+00 4.108583501298965768e-01 4.835668891542007630e-01 1.281764679903641957e+00 1.390579492449284249e+00 1.420103117961276595e+01 1.599281103523012959e+01 1.472916733122117705e+01 1.625401593906633835e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.194706536214679149e+00 1.421464310632706285e+00 1.000000000000000000e+00 1.655327970671849336e+00 1.791548485761129406e-01 4.265837499878345485e-01 8.463337770377128422e-01 1.306067599556283598e+00 1.201920485231778279e+01 1.374172215552522935e+01 1.293028073486705587e+01 1.465780302754811970e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.136824440590013419e-01 1.466617018671471540e+00 0.000000000000000000e+00 1.857844096823289881e+00 1.660593238178804665e-01 4.778829940971988099e-01 8.148075684094263638e-01 1.382381658170573902e+00 8.478720726571738808e+00 1.139507187914394315e+01 1.374340836568408442e+01 1.552772971867750584e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.310311564423325192e+00 1.706854902247008754e+00 1.000000000000000000e+00 1.443888324575996807e+00 3.781227516315355253e-01 9.422322252743340343e-01 1.229633747517029363e+00 1.941172952603136492e+00 1.264200302715049595e+01 1.443009733215619050e+01 1.573714248514272285e+01 1.735895026905078353e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.024284542290830879e+00 1.625078775294226840e+00 0.000000000000000000e+00 1.812057591816102819e+00 1.972922552775894789e-01 7.337306818708398959e-01 8.881518801991713508e-01 1.712962156788560009e+00 9.559667501612810980e+00 1.675255068120110380e+01 1.384856640575701014e+01 1.698757598600913710e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.466472252337635007e-01 9.649617928731810679e-01 1.000000000000000000e+00 1.910447205822013661e+00 9.980263602733503714e-02 2.285598357876022224e-01 6.316320650380895518e-01 9.559586600469042184e-01 6.041052197500452081e+00 9.124509120219768121e+00 7.616994187765964597e+00 1.010172497581565665e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
