# w_1 w_2 DS VF CB_L CB_U R_DIFF c_1 c_2 u_1 u_2 fut_util_1_1 fut_util_1_2 fut_util_2_1 fut_util_2_2 pen_1 pen_2 pen_u_1 pen_u_2 
1.227935124993991138e+02 1.335826220310510166e+02 1.000000000000000000e+00 7.465199222404024226e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.742976492788903461e-06 1.315706237719508065e-01 1.837508506517533391e-01 7.208963862514004006e-01 8.563353840135228268e-01 1.208714686402172163e+02 1.335487781581427669e+02 1.279506404294301376e+02 1.352702412526860201e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.279506404294301376e+02 1.352702412526860201e+02 1.000000000000000000e+00 7.391314906495383141e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.045143817344226195e-06 3.930856178267325141e-02 2.189146947020379486e-01 3.721231477412121347e-01 9.288449571119024029e-01 1.272532736985415198e+02 1.357396988355953908e+02 1.301375403267805382e+02 1.365212521380072985e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.301375403267805382e+02 1.365212521380072985e+02 1.000000000000000000e+00 7.337594302904686394e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.294457030417448655e-06 7.797372209880423788e-02 2.734903837054307729e-01 5.136267197594468481e-01 1.041497789575270616e+00 1.295741818442852207e+02 1.368797937795159214e+02 1.303212978149003050e+02 1.375802113265561104e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.303212978149003050e+02 1.375802113265561104e+02 1.000000000000000000e+00 7.283013367686983486e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.558186571539010611e-06 6.313128841464829555e-02 3.022287996684998035e-01 4.768286708882109037e-01 1.097590497949255450e+00 1.295645458610647438e+02 1.380219662112274079e+02 1.295551761744660269e+02 1.386789427170481588e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.295551761744660269e+02 1.386789427170481588e+02 1.000000000000000000e+00 7.225868298484021679e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.828487487223934808e-06 3.063482972566586304e-02 3.140192087910751439e-01 3.457025614115118994e-01 1.120298903139559599e+00 1.284283094291400005e+02 1.394355013684321989e+02 1.286606048481576465e+02 1.399703971233308550e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.286606048481576465e+02 1.399703971233308550e+02 1.000000000000000000e+00 7.152192457410984083e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.146127455401175044e-06 3.049921689862231111e-02 3.293107863071345065e-01 4.031533652154380976e-01 1.145084714181631824e+00 1.269986575770318495e+02 1.407108538395800679e+02 1.281502291369566535e+02 1.414946170322022567e+02 9.079508143131562181e-04 7.104993724209897332e-04 2.467669663783034206e-03 1.566376525978539769e-03
1.281502291369566535e+02 1.414946170322022567e+02 1.000000000000000000e+00 7.072457402108418556e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.494030511162262366e-06 1.965057698362202010e-02 3.854498323869570697e-01 4.373354247019269891e-01 1.234714238530482788e+00 1.259652960359973974e+02 1.407288759693047666e+02 1.298012798836666661e+02 1.431796191374645559e+02 6.741316941318145628e-03 5.275421093655169313e-03 1.832185079320101939e-02 1.163005490282152665e-02
1.298012798836666661e+02 1.431796191374645559e+02 1.000000000000000000e+00 6.962249461766512049e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.856751810858854859e-06 4.829470961528001260e-02 4.304935114603303248e-01 5.475020842507254404e-01 1.304590752777230023e+00 1.273907227447817547e+02 1.400541854332701064e+02 1.325756460812500563e+02 1.448225790801770074e+02 8.898290631353146518e-03 6.963405147125463490e-03 2.418416840614978636e-02 1.535125944384456431e-02
1.325756460812500563e+02 1.448225790801770074e+02 1.000000000000000000e+00 6.819283457647502544e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.185713814087498766e-06 2.852456986230736402e-01 4.649866254608241434e-01 1.026742436238109457e+00 1.359786328383510323e+00 1.301005467152924098e+02 1.395066078623125918e+02 1.362991692495280915e+02 1.462953246660555067e+02 8.791193955938608751e-04 6.879569545943653441e-04 2.389306294128187846e-03 1.516796389455898897e-03
1.362991692495280915e+02 1.462953246660555067e+02 1.000000000000000000e+00 6.713356127184884059e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.570525418346736864e-06 8.526428218085843058e-01 5.151896427002746748e-01 1.690696814391082992e+00 1.429044864111308044e+00 1.338608183797557842e+02 1.413216652660980230e+02 1.378541352365608361e+02 1.475167846046375928e+02 5.932663606112373311e-04 4.643867186983757778e-04 1.612364439285682294e-03 1.024532084229159978e-03
1.378541352365608361e+02 1.475167846046375928e+02 1.000000000000000000e+00 6.629685680779879853e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.940682159921086993e-06 7.799417009901562503e-01 5.495905609270597125e-01 1.639780006234148990e+00 1.476754839472810943e+00 1.354576364485457987e+02 1.428051512793664699e+02 1.391115310927424389e+02 1.486725346872264026e+02 2.172889164378521976e-04 1.702438521797508542e-04 5.905091578146809406e-04 3.759759483203950481e-04
1.391115310927424389e+02 1.486725346872264026e+02 1.000000000000000000e+00 6.544061023340796979e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.310494133750686689e-06 7.180112994121806702e-01 5.703963091886325998e-01 1.599305995421795634e+00 1.506072032925146686e+00 1.367432616520740964e+02 1.443125460363451396e+02 1.403331829163486475e+02 1.497813070448731878e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.403331829163486475e+02 1.497813070448731878e+02 1.000000000000000000e+00 6.456077868260172714e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.685460436173803954e-06 6.770290344263537596e-01 5.764605759820877751e-01 1.573138036040480747e+00 1.515273248921367610e+00 1.380048068042963223e+02 1.458955461307022858e+02 1.415557719146751765e+02 1.508475129163715280e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.415557719146751765e+02 1.508475129163715280e+02 1.000000000000000000e+00 6.367967178695388419e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.052266837695756940e-06 6.567037297815286889e-01 5.694387367651163601e-01 1.568361580301390390e+00 1.506159399513201436e+00 1.392845424722949588e+02 1.474680604506388590e+02 1.428275616066461566e+02 1.518917424450371527e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.428275616066461566e+02 1.518917424450371527e+02 1.000000000000000000e+00 6.281527547552023805e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.409770340930132723e-06 6.661108434868622252e-01 5.536422641111737875e-01 1.593388526493300095e+00 1.484478678046478706e+00 1.406336751324148793e+02 1.489758331772444251e+02 1.441522638088970041e+02 1.529412191183797347e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
