# w_1 w_2 VF 
1.288722679291749662e+00 8.609498919417859497e+00 -7.725947260288372753e-01
5.789933622463028229e+00 8.459423147940229981e+00 5.152677863026489113e-02
5.843708931983313093e+00 7.590305621434468186e+00 4.586869399028747907e-02
8.475076168789897224e+00 8.721974638057888640e+00 -2.302402695798339005e-02
4.412860555749822389e+00 8.343214873907275120e+00 3.764055383665665389e-02
4.472132353553246453e+00 4.921092499585927982e+00 -3.342823477837963964e-02
3.764223371609871638e-01 7.637071381762988054e+00 -9.452322013975305026e-01
3.809491733148275827e+00 9.752838483915073908e-01 -8.655467091227830867e-01
6.976796381384850143e+00 4.339336840739412615e+00 -4.874799263779541203e-01
2.434427554894169621e-01 4.116887103262051539e+00 -9.449038298801988311e-01
6.613514248446973554e+00 9.791096915008422386e+00 -2.656557094600002777e-01
8.394531159835223022e+00 2.066851242018035162e+00 -7.965415739028856024e-01
1.527933720653147365e+00 5.518742498175902789e+00 -2.090554168438298888e-01
2.986317458761914345e+00 1.153571569309108646e+00 -8.263332607144677766e-01
4.387459135691104350e+00 2.948820301138012079e-01 -9.606178404294641870e-01
8.479171145292490053e+00 2.660886871682582866e-01 -9.997510843296673055e-01
4.433956381833310090e+00 3.300669595220087071e+00 -4.380532578846030312e-01
3.914558026198134755e+00 3.940955669791498917e+00 -1.794515620111534204e-01
6.780175467356945873e-01 8.929494917977347512e-01 -7.651834826240018206e-01
7.032731794864147901e+00 5.945069890947704216e+00 -2.918586988176741226e-01
6.501186526202986649e-01 8.215233435237019322e+00 -9.543071001129033171e-01
9.626564070053950317e+00 1.576467860599147786e+00 -1.002348101444753059e+00
8.643017092676745783e-01 8.953310113917696711e+00 -9.723983344727846756e-01
9.250906501989973663e+00 9.098274966859301927e+00 -3.564068877290618165e-01
3.132540999818990146e-01 7.965699253140077651e+00 -9.839084155569524093e-01
1.002104566520750639e+00 9.552544881178333114e+00 -1.026261048511289964e+00
1.581964349306834272e+00 9.071956659519768706e+00 -8.087705891948757664e-01
1.661134967824623443e+00 7.247240062056357068e+00 -2.197248633502564275e-01
8.617471503194314764e+00 8.443814762825475384e+00 -1.634505441109000978e-01
8.390808925195260670e+00 5.240425653711343834e+00 -5.764544279432646245e-01
1.507409625702366585e+00 7.956651279631052454e+00 -4.646270177853213390e-01
7.232657809311074715e+00 4.469699947072183654e+00 -4.960229008402401440e-01
1.394489121792596098e+00 5.010218147334231986e+00 -2.380851638179128926e-01
7.288731830894815467e+00 7.185202618421862475e+00 -1.044220658706584981e-01
4.678477017724203435e+00 9.069869662228859042e+00 8.851303010561917262e-04
7.691262184561975523e+00 4.697479384866927177e+00 -5.225720050833626562e-01
9.768873509121839049e+00 3.000223398639620398e-01 -9.740048960816405366e-01
4.675135630231951112e+00 8.765861670382550930e-01 -9.010100323438120506e-01
8.156925040774083868e+00 9.872230615524069108e+00 -1.708169454198658066e-01
7.846075133627214981e+00 8.679846114787485689e+00 5.528383437909994980e-02
2.954796333952676157e+00 1.043723341062431365e+00 -8.475272433704013064e-01
8.742843664518783697e+00 2.720779018079864109e-01 -1.002751323213369794e+00
5.384457648051447443e+00 9.200032641695106150e+00 3.005545271243637018e-02
7.152112404848834259e+00 4.761682503585404902e+00 -4.552051378817765226e-01
8.037744679962999683e+00 2.683468132288680419e+00 -7.486630124277254827e-01
5.662961925781345940e+00 6.300090151824062623e+00 1.422139171430369942e-02
2.621009886051602678e+00 5.351814875431575302e+00 3.915935677420545602e-02
2.307490941770716564e+00 3.274240659638505857e+00 -2.991079454008671590e-02
6.968588292657757144e+00 5.989509661321854139e+00 -2.764518788752967637e-01
2.611770056803730533e+00 5.742542749521476253e+00 3.727782337576002192e-02
4.098797894871061054e+00 2.706493119134889991e+00 -5.366164164988123098e-01
7.494996750679956854e+00 4.975172831016943381e-02 -9.989546091547885087e-01
5.745476473073997781e+00 6.653499753400516248e+00 3.343813745288048977e-02
8.247391680425542049e-01 1.585939503653791771e+00 -5.759125373707152384e-01
5.388393274398789679e+00 2.470306850765887852e+00 -6.566099315599367436e-01
3.018735313269474974e-01 2.812784310535997090e+00 -8.090830779374029724e-01
4.273028150031493944e+00 7.253389091878617911e+00 4.056117743993992164e-02
5.403261773166821769e+00 3.481022213939473531e+00 -4.849128046886705956e-01
5.067456900329700531e+00 2.920076989563497705e+00 -5.555517576588926421e-01
3.115893968361465483e+00 9.684496263446023434e+00 -6.960217204966371307e-01
7.599393747403493826e+00 9.171726447402297921e+00 5.985612968052123062e-02
7.549579009625406734e+00 9.012532891796192658e+00 5.687748132670761292e-02
6.313252141539286377e+00 4.747590203227094463e+00 -3.764001712071318728e-01
8.026783965990958336e+00 2.163074477807659157e+00 -7.825716463565931535e-01
1.888552725889786621e-01 6.787968710892706703e+00 -1.012183176375581972e+00
3.536932711476499680e+00 3.143257836448343223e+00 -3.389555105592507722e-01
9.593888502630914417e+00 2.058729633407727189e+00 -9.789768889385798145e-01
4.829189340850083667e+00 7.239665534365602895e+00 4.228996274420726564e-02
8.091347477380937292e+00 1.161519683910323675e+00 -9.090861317531417907e-01
6.729666736470401034e+00 3.717694778859283566e+00 -5.488579047094550578e-01
4.355984680574360723e+00 6.591100264469491599e+00 3.876539644388365957e-02
9.296746830086758395e-01 3.946899151712634168e+00 -4.745722491223012263e-01
4.050893990788109633e+00 9.476435833301540157e+00 -5.326857865336905862e-01
3.753537542650010383e+00 5.452792583105346758e+00 3.772430546547544949e-02
3.053049253082635861e+00 4.901579333180134057e+00 4.353861916623014139e-02
8.750057212729075218e+00 9.861052397235205547e+00 -2.222290303912246578e-01
2.633970775906462336e+00 5.095202091720031135e+00 3.936464197920486185e-02
5.430149009963297857e+00 9.384746372141940185e+00 -1.256648030440157271e-01
5.009594532154839186e+00 7.061943889333677227e-01 -9.390346446443110784e-01
4.176296452319792962e+00 3.884820514052527152e+00 -2.625887747419062279e-01
3.343519348992848306e-01 5.843446792456803429e+00 -9.374622441186595267e-01
3.017945892032297017e+00 1.590312375119789845e+00 -7.236227518132338776e-01
1.403623600449283471e+00 7.435000096590230534e+00 -3.816463095563329411e-01
7.984610933268466049e+00 4.318718059224219807e+00 -5.957108013969645288e-01
8.148317277732747499e+00 4.971277590278069702e+00 -5.585069306681551549e-01
6.525618036386175713e-02 7.479584553371337208e+00 -1.024173301309775130e+00
5.205795800797842432e+00 3.776191366211924638e+00 -4.263118195021229351e-01
9.014029802003824088e+00 8.510130684719765526e+00 -3.595168974543745399e-01
8.620427710055169612e+00 3.439801522534335021e+00 -7.592424080583224377e-01
4.423538997138590112e+00 5.264302567624836726e+00 3.044990888798881912e-02
1.559223522186740984e+00 5.284732113009700250e-01 -8.735253430004301656e-01
1.528774173091981714e+00 8.856891234817647174e+00 -7.333108766246487775e-01
1.808935048959720904e+00 3.083086105427785384e+00 -2.031184265268537459e-02
9.044423011893343300e+00 8.721594718625336640e+00 -3.202186751789213304e-01
7.949820444305199629e+00 2.021648603964381063e+00 -7.955279515421865844e-01
4.537083648346743381e+00 8.415257880207965613e+00 3.524751189163533027e-02
2.729611097344357140e-01 4.454580772790766474e+00 -9.124798253548620508e-01
1.150860282223288733e+00 4.107686760071902476e+00 -3.375190251064958957e-01
8.669747681787702831e+00 1.379278261493735780e+00 -9.190855526840162604e-01
4.085508383551873735e+00 6.277996430141458362e+00 3.696940938656911868e-02
6.543513978796251518e-01 9.613747137144429189e+00 -1.019735446362566744e+00
3.481239653764431452e+00 6.140354422070969598e+00 4.052505872533807008e-02
1.499760423405014365e+00 7.344013589213736815e+00 -3.163956550789843725e-01
9.384378099705640963e+00 5.043998735327578586e+00 -8.011167575853415102e-01
3.487697683627446033e+00 2.975908266804988322e+00 -3.770131383662853608e-01
6.982762359704918431e+00 5.738205041157272923e+00 -3.168699296821901878e-01
1.792197071000223296e-01 9.386821358380943892e+00 -1.000507322581727365e+00
2.311365018744616862e+00 3.914077579999544199e+00 4.180318666590165932e-02
4.092304159607562219e+00 8.652888242163463417e+00 3.706451240038388661e-02
7.579919845013825430e+00 5.004345879117872542e+00 -4.760945523635189414e-01
8.476498003446188534e+00 2.131246760250091743e+00 -7.897899352292732100e-01
5.538709258551582693e+00 8.705814047133094036e+00 5.519249090398292701e-02
2.945167525344090542e+00 5.064872124311926349e+00 4.013458815319337347e-02
6.695877379217075820e+00 1.339598612347669304e+00 -9.139529410769198225e-01
5.874860159915071378e+00 9.468802495746443171e+00 -1.059399174006729893e-01
3.678147312332826768e+00 7.484760808327529880e+00 4.110757533998210533e-02
6.432377956906363714e+00 3.979234815816667048e+00 -4.910238940442326339e-01
7.177372982792818767e+00 2.569137584343232472e+00 -7.303622648982397436e-01
7.193135773966377045e-01 3.025081245084640269e+00 -5.265238563501011271e-01
2.210619626168353058e+00 7.057021890711427936e+00 5.565791081029836107e-03
3.293507306548843161e+00 4.015845695697076501e+00 -1.190443133372776074e-02
8.201389070484800925e+00 7.353660534242843383e+00 -2.733160461256630702e-01
8.851036496327504111e+00 4.740736628684347309e+00 -7.025083293515991256e-01
1.969115028527400613e+00 2.296477052035157396e+00 -3.676196679747034679e-01
7.445578135986922419e+00 9.710381104507460392e+00 -9.932920683299184539e-02
9.750658711127412559e+00 4.212367571166964808e+00 -9.204991962241213521e-01
6.844657394343345302e+00 4.739422719841820175e+00 -4.276157195817591461e-01
4.153751994762011179e+00 7.719216538593265398e+00 4.117954803004053588e-02
3.122491271868001572e+00 2.718790863545528236e-01 -1.001256576368291906e+00
5.930286468591725146e+00 3.702552228869372630e+00 -4.913755064246341231e-01
8.774914091813776906e+00 2.479876336499491352e+00 -7.983507777259309934e-01
9.430598598560187895e+00 4.579734776194312573e+00 -8.360333033276134973e-01
6.331239016416904342e+00 7.188868023760402792e+00 4.132812016637155139e-02
2.669094766479085834e+00 9.712548997456686095e+00 -7.655127462690576312e-01
2.332914424339505022e+00 5.660985230387928446e+00 3.360676874365164934e-02
2.847635991682697210e+00 7.832424903418674589e+00 3.255643694939580612e-02
5.670310568930325701e-01 3.952306763770944364e+00 -7.317995536678982837e-01
1.114506368259700064e+00 2.486681405269221212e+00 -3.288694998488241872e-01
1.945892519123606501e+00 6.065792701561824707e+00 -3.958246180540037074e-02
5.128040257477050723e+00 1.504975599599440717e-01 -9.913070616094949994e-01
9.495822391814064289e+00 4.839636595867709445e+00 -8.380312236338878229e-01
9.069762947397448372e+00 7.126408689162926358e+00 -6.209768322312244626e-01
1.423649400369321638e+00 1.345262700414267210e+00 -6.359734769047109548e-01
4.182683956338631326e+00 9.893379847411058137e+00 -9.742286771083750185e-01
6.967425616976752778e+00 8.042783578591977900e+00 5.077765523667254755e-02
1.123567727509431485e-01 3.726554353284569743e+00 -9.946190553755003272e-01
8.882914413086252736e+00 7.016906504048376902e+00 -5.536722190788416764e-01
4.363918294351279314e+00 3.868442764166766246e+00 -3.066301641295510194e-01
1.272751340556786293e+00 7.330654662852132297e+00 -4.457568523397363869e-01
8.461815373614484770e+00 2.702133880646705233e+00 -7.715576730966228203e-01
8.009852009733462452e+00 3.650902978945613220e-01 -9.874368142054320563e-01
5.865967620398747862e+00 9.172790353380010586e+00 6.360286600229203557e-02
3.761197368361018700e+00 1.734899014243190818e+00 -7.104517536781151943e-01
3.120301777395031007e+00 2.779786081441809387e+00 -3.681305472436808834e-01
8.945304027649136458e+00 8.076022545932600494e+00 -4.157341764473658774e-01
9.510800158456316211e+00 3.969859289203254260e+00 -9.034615372019175750e-01
6.724264958582998553e+00 9.698205764817181773e+00 -1.709186467923765607e-01
1.331640893894404432e+00 8.409450880857489707e+00 -7.025264661852945736e-01
9.457209343217138908e+00 7.718337339492266302e+00 -7.334397141787534213e-01
2.199100509146675542e+00 5.206527835599477960e+00 2.224815072975516728e-02
8.981111035092746775e+00 1.894859375206157659e-01 -9.988389889952782319e-01
8.315695081578027725e+00 4.046532842876927383e+00 -6.613028405164137480e-01
5.623866187663294269e+00 5.124837373310670685e+00 -2.417311394819832149e-01
1.662893574996627599e+00 4.989038629776614719e+00 -1.071018500273943630e-01
5.487131746253496978e+00 2.339652259182956495e+00 -6.855776656837671013e-01
9.673200310463258234e+00 9.459225540524002440e+00 -5.071293683912265760e-01
6.157882306890309465e+00 2.752667453489289873e+00 -6.456340854678985774e-01
8.657168231238378198e+00 5.486186516653705603e+00 -6.163926587287773540e-01
2.490691467094528377e+00 9.395665850750988923e+00 -6.030376391130114477e-01
8.246544081752222866e+00 4.958298804633412438e+00 -5.754507585540621362e-01
2.856330053620659282e+00 5.492109474905861433e+00 3.942407882502374505e-02
5.524174039894241828e-01 5.437727339053409992e+00 -8.321162041166658696e-01
4.233673854176455364e+00 3.550297501146693069e+00 -3.611625483072646858e-01
8.023326052585117552e+00 5.172676040468026315e+00 -5.189160975456501568e-01
8.329720001714963074e-01 2.734902330345422072e+00 -4.419288941615073796e-01
1.526283087186700582e+00 1.220767083225653415e+00 -6.855963734077656913e-01
3.321600223999981338e+00 2.322137726052335704e+00 -5.452107283311327102e-01
2.977267600714919027e-01 6.898389807525399320e+00 -9.711856976315975665e-01
7.910902125271410235e+00 8.690226419077426101e+00 5.300133125494942837e-02
2.843144182263890318e+00 9.527553962110072661e+00 -6.066772257232035948e-01
8.513055631054774253e+00 4.972509401680110130e+00 -6.194786168766682755e-01
5.986676958439062446e+00 7.579028445379069723e+00 4.443623164267207493e-02
1.030293427590176059e+00 5.805488050368898811e-01 -8.521315647223954848e-01
5.283072234163059377e+00 9.822138599863119879e+00 -6.694813148276742565e-01
1.137018081466963038e+00 7.581528960250357052e+00 -5.714535248178815863e-01
6.891969023658027993e+00 5.664835817078286428e-01 -9.915761083760153971e-01
2.213213154273872441e+00 4.861645097200491428e+00 3.080837571564654098e-02
5.860076064712147037e+00 7.823824457729749327e+00 4.704168004708231265e-02
7.843992471975378855e+00 9.188554421380068504e+00 5.976056537630264343e-02
4.869361025904603402e+00 3.452142285642587627e+00 -4.486777190787836211e-01
7.321066955690652689e-01 6.344509020002946365e+00 -6.984165525449741452e-01
7.627316375513747637e+00 1.643392338109613382e+00 -8.383286131317975176e-01
4.419457534920121056e+00 7.806658720056607770e+00 3.905269349973350401e-02
6.738554379098981272e-04 1.668434779412190760e+00 -7.830364320357134922e-01
9.044314807854050287e+00 7.060536262076730019e+00 -6.174999707762420798e-01
8.415146829083866464e+00 5.098712522104881240e-02 -9.967899484357027884e-01
5.602675800527189942e+00 1.062601268284221745e-01 -1.006251452956169690e+00
2.372288094566057416e-03 4.122790408737799339e+00 -1.040740917106778962e+00
8.010022404651024885e+00 8.525690057775481279e+00 3.668295793060655230e-02
3.054748036556870883e+00 3.460396960205513461e-01 -1.000812171764628999e+00
8.209858922116227475e+00 5.767551862153874609e+00 -4.967054591088778670e-01
7.680248233672036129e+00 3.982059307951956395e+00 -5.920143582692387607e-01
4.967259584413453055e+00 3.219197444071452807e+00 -4.958729677165396588e-01
2.323444796952826241e+00 5.842916601221571860e+00 3.060051921992634760e-02
9.633259521002001335e+00 6.881590117531713346e+00 -8.765733649681565209e-01
3.143198434192645774e+00 7.749311594943353310e-01 -9.541982770082013676e-01
2.435708662292077165e+00 8.134764053925895411e+00 5.208628375924728715e-03
8.095907290831288350e+00 7.829925680210622296e+00 -1.397585718524734233e-01
8.203954390988497991e+00 4.024628733678483172e+00 -6.465576759723972167e-01
6.104005939312807882e+00 6.870521329979507819e+00 3.101857546839292823e-02
7.501443928038819209e+00 4.082020744622514741e+00 -5.678562599102786601e-01
3.577047785349891651e+00 1.873153926554636861e+00 -6.752968150454710106e-01
1.496972939924829715e+00 5.961741068916125208e+00 -2.703603026903973472e-01
8.175967115823899789e+00 1.771748086922230181e+00 -8.283848571926515358e-01
6.330129071469213997e+00 6.131810657785097263e+00 -1.404035203250555419e-01
1.662888840593053308e+00 3.987616896721738247e+00 -5.344894185618764837e-02
2.832317734640366069e+00 3.016911770540133819e+00 -2.254201303526262024e-01
8.522301375550449976e+00 1.426639131113010273e-01 -9.997024744773895799e-01
5.592203271580098445e+00 7.053626073774313276e+00 4.486375516077290015e-02
7.709439412631510891e+00 6.766809922705175895e-01 -9.607802028698104735e-01
1.138649267882922977e+00 6.811399711747544439e-01 -8.248053489905893265e-01
3.084425889518056962e+00 7.564108446554473453e+00 3.795672251743509307e-02
2.519500095861968880e+00 2.365038281956634236e+00 -4.355231806042665355e-01
7.167664841201367709e-01 9.636477828016197122e+00 -1.022487165351658511e+00
4.242954234848369310e+00 4.501937922071704179e+00 -1.003900014914442806e-01
9.534691777428037085e+00 7.985031394394392024e+00 -7.471167907907512173e-01
5.518845999735110475e+00 9.255313700924638454e+00 4.199690588823790094e-02
8.560122278730226242e+00 5.627441251479098350e-01 -9.925218966750760652e-01
3.501804573394298181e+00 5.297055707779960265e+00 4.044757088160277902e-02
8.412148894438976399e+00 3.999314671435310942e+00 -6.790670299948549093e-01
6.205781727947088378e+00 9.422699041276286214e-02 -1.006257112884937133e+00
9.693677176889870850e+00 6.247754807227307028e-01 -9.909218978391607369e-01
4.034305795900306357e+00 1.680629375978217599e+00 -7.307465347858219662e-01
8.627903710497962564e+00 2.492110759684935672e+00 -7.786815288492507925e-01
6.353266082875060228e+00 9.691500893864120059e+00 -2.204494257994180639e-01
5.593291265470225149e+00 4.965778682551791334e+00 -2.654964330143256834e-01
6.932401617946111649e+00 1.951028069458362879e-01 -9.999961066589420078e-01
1.973427202975717609e+00 5.669720136169633662e+00 -2.203888870379877574e-02
3.712561326796876671e+00 4.173073005494894794e+00 -5.629836219725925517e-02
9.459141355324524270e+00 3.424296584664591414e+00 -9.632694666875813994e-01
3.410621494902488671e+00 3.786903845926660184e-01 -9.873402149313456055e-01
2.819609663403093602e+00 1.407427827241926277e+00 -7.580001137625538288e-01
7.416213437871239655e+00 6.925922920935482452e+00 -1.846526332724722774e-01
5.668108347768778366e+00 6.546049485139536550e+00 3.087024522243630997e-02
7.338473779144667475e+00 6.966709747600151381e+00 -1.605448549282462167e-01
3.171929535244883080e+00 2.421937929494503816e+00 -4.993627996325904483e-01
2.117499280138112727e+00 1.205651620068030505e+00 -7.540770791025697140e-01
5.303528089742695073e+00 1.297562695986713699e+00 -8.634949624193534179e-01
2.828191432093544844e+00 6.622854774612270568e+00 3.990861455221184073e-02
1.065152815497284911e+00 6.912335459776093316e+00 -5.253664541973339652e-01
4.047772672958658724e+00 7.498361728196295539e-01 -8.993687260711410447e-01
2.304906588104408183e+00 4.034466551318481642e+00 3.987646894736185388e-02
9.792551379959903102e+00 9.651254322396084717e+00 -4.266666713211462181e-01
8.102623518522197088e+00 7.133705490113370296e+00 -2.896334767250162701e-01
1.784159243971273678e+00 4.860574128714986841e+00 -5.062700600203484669e-02
4.736521369961053551e+00 2.263744804942914080e+00 -6.662611445310751002e-01
1.958778313402792515e+00 6.127761626329761846e+00 -4.116627333929745447e-02
9.039423410697150274e+00 9.573659546600657322e+00 -1.823431611595300872e-01
5.285829831888401387e+00 9.423400942516714451e+00 -2.079479723162531712e-01
7.735792884250389356e+00 3.080477412657910419e-01 -9.892350940334857512e-01
3.830806526983435156e-02 8.975434866550029867e+00 -1.003494087077664076e+00
4.118482097955644128e-01 3.978702503271793756e+00 -8.419952752040735788e-01
7.291805805568556842e+00 3.407094814598838894e+00 -6.102246761192161584e-01
4.780879530662495824e+00 3.530578499946875226e+00 -4.274834579813369118e-01
8.804387155174946855e+00 7.623664319880019136e+00 -4.268514243468150005e-01
6.146013658160404347e+00 6.559321507298879084e+00 -1.682123368217247616e-02
4.726087449776823490e+00 8.702324918863586944e+00 3.339914700831725369e-02
4.760760400768807798e+00 2.280852454235633431e+00 -6.642567871538209712e-01
1.437414045014487218e+00 1.090800166754234413e+00 -7.174243377936109223e-01
8.944552542779623749e+00 3.782507333656303761e+00 -7.891259039998483882e-01
1.113038637163417555e+00 7.695765050627902504e+00 -6.269149539268346061e-01
1.236537021065644698e-01 1.289699133611752480e+00 -7.613919710273502339e-01
2.323312503343130775e+00 7.287265172781674849e+00 1.086197627267271315e-02
3.308452305285764172e+00 9.258699921900704899e-01 -9.072932142793801447e-01
6.792984299556953154e+00 5.278649092603308057e-01 -9.958038100254489322e-01
7.423105124260501064e+00 3.158638272583808693e+00 -6.543680285211563863e-01
9.319295849329524373e+00 9.625003696551534205e+00 -3.360327652954111510e-01
6.610048263666896684e-01 1.036335320059167814e-01 -9.804811246474469666e-01
7.388171427630825683e+00 2.924229759745339940e+00 -6.895035476094101279e-01
4.193371163272307633e+00 8.989216788724149865e+00 -1.455720964811546558e-02
7.982485596470660028e+00 7.944813049970744778e-01 -9.514039190473679852e-01
6.813616108434080054e+00 8.707333590805435009e+00 4.947178271808616579e-02
3.892755814541891457e+00 2.625415849266203416e+00 -5.368591716770061417e-01
8.190255405459707205e+00 3.198301333816030656e+00 -7.204282590313539902e-01
5.068670158411077153e+00 7.888714618962396230e+00 4.560001332712193545e-02
6.471435871194307632e-01 1.897116265556153980e+00 -5.533186834992620540e-01
7.774353253003909003e+00 6.177105331177873415e-01 -9.667349472533725008e-01
8.560465004904534325e+00 6.773001815059820352e+00 -4.622528580329837711e-01
4.599752649679636818e+00 3.456334561556770324e-02 -9.776918989225852341e-01
5.963216617222780513e+00 9.687479638154767869e+00 -3.330654144160500874e-01
8.232507910497830039e+00 5.688280077652462019e+00 -5.091363303467562051e-01
7.345444549395121925e+00 6.340284286409111125e+00 -2.723229003508422785e-01
9.794346948529287999e+00 5.205346864933166451e+00 -9.319069002106059596e-01
4.647737701790906506e+00 7.758643125524071316e+00 3.910215025262209210e-02
5.284598497418278029e+00 3.829354287463927253e+00 -4.250065261429414321e-01
2.349605986863542717e-01 1.356921454351778245e-01 -9.983928509395454398e-01
2.772158349339282069e+00 6.000008793682932939e+00 3.970146719898082210e-02
5.278450368291431882e-01 4.713016496156497759e+00 -7.763810076131605342e-01
1.128807151050810864e+00 8.138272753601833998e+00 -7.809572870673586742e-01
6.032244827343290261e+00 2.392802071633433947e+00 -6.931360529696236616e-01
4.841850036536353485e+00 9.566786339765510405e+00 -4.622877682753996353e-01
8.084974853348708024e+00 8.202548325984695410e+00 -4.301184950711686716e-02
7.215533434252180633e+00 7.911124682581188727e-01 -9.600652028336560395e-01
7.652812692338247125e+00 8.415298059348861770e+00 5.198574104643927107e-02
9.834485716581029990e+00 7.965173390802902931e-02 -9.530472566447329985e-01
6.423357173729388414e+00 4.620270560085926626e+00 -4.037679014458805948e-01
2.292574927514150041e+00 3.008432079008614313e+00 -1.180940621644874788e-01
1.642621298080110481e+00 6.355594025369112110e+00 -1.911794626838094757e-01
4.881338853550071910e+00 9.161570345150082062e+00 -2.691920487769605685e-02
9.498421246104772564e+00 5.371796934626462239e+00 -8.592805902646679650e-01
6.348655409886470480e+00 7.369639269863345277e+00 4.724490308176831910e-02
9.861460887664762254e+00 1.647627671689078976e+00 -1.007462781361686988e+00
7.653115614387280274e+00 7.071408081917744948e-01 -9.577221638355336575e-01
1.999153280139265965e+00 5.905263453363263082e+00 -1.785266350966807636e-02
6.605547270990369313e+00 1.073639925745935475e+00 -9.655921003917276035e-01
3.143672813225375062e+00 3.301204107456904846e-01 -9.998321557831373330e-01
7.746576818638659212e+00 9.035403358917164507e-01 -9.341569092193668933e-01
4.257818510314338667e+00 2.127285045752238979e+00 -6.678985973569946388e-01
1.069334007146518717e+00 9.293201642742300095e+00 -9.986850613320059633e-01
7.529931246402230549e+00 9.574217828377308948e+00 -6.495144147672632373e-03
7.143331010175145046e+00 7.148798737408307069e+00 -8.007986524135213280e-02
3.815776625244435838e+00 8.635750577975477071e+00 3.148361933887278141e-02
4.517760554537487039e+00 1.083408505443324232e+00 -8.636146194408089727e-01
9.714854822347930963e+00 1.921523434106521266e+00 -9.967841634966829734e-01
7.276695716349673937e+00 2.725786515283210587e+00 -7.127315432419101260e-01
3.847492835164870950e+00 2.632630411037830687e+00 -5.307455184246867574e-01
6.345484319679473906e+00 3.796323251232295082e+00 -5.093782074210539967e-01
2.323449416761807829e+00 3.579068567517746491e+00 3.182278702021701378e-02
7.120455339955350738e+00 6.567709850667963423e+00 -1.898888913013794255e-01
7.899263859850844227e+00 4.773833380916290281e+00 -5.415870595710329249e-01
4.232690615067810747e+00 3.566673477672925419e+00 -3.567293648823754992e-01
6.197308268274163368e+00 2.942461269743144925e+00 -6.194255395068295478e-01
3.340848242090776132e+00 6.884969169076847528e+00 3.987489838040403356e-02
8.646078461129947712e+00 5.064128338728447254e+00 -6.367239120104208894e-01
8.390559084249677113e+00 2.267320038843410490e+00 -7.731166131086828486e-01
6.866312229146007695e+00 5.855190596262369596e+00 -2.844283873366419968e-01
3.860594119671362456e+00 6.294758315413662153e+00 3.841943001583203454e-02
5.493137592463041230e+00 8.178600294109013902e+00 5.100737693362122904e-02
7.021881738819653052e+00 5.698398788777310209e+00 -3.273843084965355477e-01
9.303564028443853218e+00 4.568541036954111512e+00 -8.099874196513388025e-01
1.318387167052790243e+00 2.699113698389981497e+00 -2.255213924500645284e-01
2.458912594476677871e+00 2.145494015005408706e+00 -5.142081542431169439e-01
1.819570915683524692e+00 8.667329231188700689e+00 -4.837391642073323172e-01
9.761602774965551177e+00 5.800385439295498990e+00 -1.006856290353570715e+00
4.329819545942306114e+00 5.772020522128662456e+00 3.649369475776298444e-02
5.740978406999137640e+00 5.561208799589311802e+00 -1.475914009867334009e-01
3.083982958099500848e+00 5.562030938803270708e+00 3.875764023512084933e-02
8.084292676516474430e+00 6.992067339760779099e+00 -3.101117134555433363e-01
9.439341496083001104e+00 4.534070202901081537e+00 -8.406919056488366682e-01
9.309776477982461884e+00 9.607272843371715609e+00 -3.293825922384117089e-01
1.209174822979468100e+00 1.234149638739238108e+00 -6.585968534287376386e-01
4.467821531529707180e+00 3.172331875784919930e+00 -4.677950386596467780e-01
8.366171592276238300e+00 2.861316131754894077e-01 -9.970226160409196847e-01
1.444970279298283256e+00 1.317693568211116606e+00 -6.468136283947141241e-01
8.846332321823812350e+00 4.154288602624621518e+00 -7.492854705714091512e-01
7.780951473061494816e-01 8.320711328814946128e+00 -9.419121168710660186e-01
4.880723958282768393e+00 8.616632167480251070e+00 3.383803564990994772e-02
6.274683369535711819e+00 2.097729771569044832e+00 -7.333271154461188379e-01
3.603821001150169234e+00 2.597210529332458773e+00 -5.051182916020096059e-01
2.012033525763049724e+00 7.469520288424669197e+00 -6.745490357176953111e-02
4.865265470711250373e+00 5.575314538916297913e+00 1.999053644554349418e-02
9.239613081193695621e+00 6.917383305519919645e+00 -7.193293401322866654e-01
7.692379708148646245e+00 4.989493479120263864e+00 -4.916643781286849091e-01
5.895627077102494340e-01 5.724212164187659768e-01 -8.628787987211250510e-01
9.059452187948663360e-01 8.161672356540991657e+00 -8.782732070039154237e-01
2.390193565068556847e-01 9.478827740164097904e+00 -1.000204414149514331e+00
7.581652404225077690e-01 1.361495960901220270e+00 -6.466611145371270464e-01
9.591361781358545002e+00 7.604598257547169560e+00 -8.317008639310408125e-01
9.760824173762269851e+00 3.798517986399636559e+00 -9.685768250070904140e-01
9.822005497128703411e+00 2.036848705869021003e+00 -9.998063065007432026e-01
1.226818731774830917e+00 5.888071581259621823e+00 -4.443522272948383645e-01
6.663835771135089736e+00 5.516442070618797544e+00 -3.109429303683637347e-01
4.289441365217554925e+00 9.648626741391350237e+00 -7.024288060100346565e-01
8.473842140002014744e+00 5.503727591435003674e+00 -5.747074881489149245e-01
2.442281429182010299e+00 2.465716003665856970e+00 -3.760385349931727461e-01
9.285341216704008360e+00 7.666409216996938447e+00 -6.389117790667873109e-01
3.150172847990124314e+00 7.762064882947411704e+00 3.763752751374660477e-02
7.333354416806647791e+00 6.970221704989319811e+00 -1.587455323023625464e-01
5.409586525230007048e+00 3.097646738776060449e+00 -5.431075598262740112e-01
