# w_1 w_2 VF 
8.803957215516003743e+00 2.844650571609902978e-01 -1.002733286147747815e+00
4.550036799062374016e+00 4.387517604383863734e+00 -2.158139689233076197e-01
8.372198587715400098e-02 8.015755629718640307e+00 -1.017894225705363365e+00
4.963365030654244059e+00 4.805245138901241830e+00 -1.767012877848230801e-01
4.649693185307262056e+00 7.987021551088719917e+00 3.951680731791151757e-02
5.293317215906685469e+00 1.496035853652172509e+00 -8.445521689588681991e-01
5.355586695253559126e-01 7.053772505894169598e+00 -8.577915360733086025e-01
6.159608769521903504e+00 2.581623646399854977e+00 -6.722407693401415418e-01
7.495724567256852211e+00 6.694643780208109796e+00 -2.394894589087042114e-01
6.818675474032848349e+00 9.679233497364053918e+00 -1.348319094617614344e-01
5.555248438428388447e+00 1.565717375634216424e+00 -8.240171832914334749e-01
5.278073245752339382e+00 6.926821135213630853e+00 4.454162156764596148e-02
1.600865880730639734e+00 5.523947411117521078e+00 -1.698870781509560501e-01
7.446143011116935995e+00 4.915473217880581558e+00 -4.701244124284453818e-01
3.544011382463168047e+00 9.356151279693529332e+00 -3.892283138794375708e-01
8.822007596919402062e+00 2.154272248214005536e+00 -8.208371491551954557e-01
9.438814959418856176e+00 5.678320218083912074e-01 -9.966232261035617990e-01
9.566207233774720597e-01 4.124473494106999816e+00 -4.669921733931423624e-01
5.737738063022144175e-01 7.240893261240207046e+00 -8.467152302316347523e-01
4.984833831336786147e+00 3.248689615849951196e+00 -4.919432347629695279e-01
8.685514784335751415e+00 6.424645168923138527e+00 -5.356958860136785683e-01
5.144622973666341359e+00 6.734641514232933446e+00 4.249658716025805916e-02
7.837468124284492355e+00 6.941305733800203770e-01 -9.596210393985913356e-01
7.184850521238435483e+00 6.634295853990972880e+00 -1.891046042195834165e-01
8.769221420751266649e+00 2.214125373684020737e+00 -7.998326236076641615e-01
7.191408879577623203e+00 8.120325241641237923e+00 5.060445932759338739e-02
8.549248369020390204e-01 9.269319852258172787e+00 -1.004504591160736648e+00
8.319381572217139365e-01 1.929272307495380590e+00 -4.629629742400713788e-01
2.892641733203242249e-01 7.887967377870126029e+00 -9.826851210324742958e-01
5.677305914667787334e+00 8.459254668929487408e+00 5.218943917672369537e-02
4.345823747004962989e+00 6.873157960712794612e+00 3.914190049334731469e-02
8.126635671450857856e+00 7.736701281747389025e+00 -1.701103235668765534e-01
8.452501451548046774e+00 2.656837797467010542e+00 -7.701830567219167811e-01
1.694658792906646116e+00 8.846631747139719337e+00 -6.415984275669917025e-01
5.565119900973370726e+00 4.611005026624411585e+00 -3.248276430105647705e-01
8.410583031004968291e+00 8.623050130648683975e+00 -3.179336110922903469e-02
7.384186656942351767e+00 3.284833264142782983e-01 -9.918173964929353215e-01
5.383319117156812439e+00 1.091853637449618164e+00 -8.884113291757280706e-01
9.525840659115296649e-01 5.232267348718575128e+00 -5.470720004041860207e-01
1.912866646448253105e+00 3.533969277360205385e+00 2.109764768860955542e-02
6.921254864848938482e+00 5.897856746580624865e+00 -2.849464155217753536e-01
6.129866052676739230e+00 9.856792410958814532e-01 -9.556238498803162340e-01
1.813181831136555067e+00 5.475305489404808768e+00 -6.723043380719140316e-02
9.663434608697466288e+00 3.578437693398144770e+00 -9.961105066839597288e-01
1.602166510028339097e+00 6.143312620924016088e+00 -2.123990272943423463e-01
2.576773259779961300e+00 6.938256818454275887e+00 3.830982729929033326e-02
1.462635239676498999e+00 4.537834809464006192e+00 -1.748373179771505193e-01
9.080669692078448207e+00 5.635884407008227015e+00 -7.340773404743228259e-01
9.365865324442225415e+00 1.815879538692633632e+00 -9.675364104717145697e-01
8.574968370432396014e+00 5.452271078289536277e+00 -5.996212356044322567e-01
3.958930363123402074e+00 4.884684785628812698e+00 3.372265044840672132e-02
7.238410465015156170e+00 6.771143767716866435e+00 -1.740448476085378893e-01
4.767689861178332045e+00 6.456337769470245291e+00 4.000398288698736593e-02
2.616924223063355814e+00 9.314171334386822210e+00 -5.002993467617045109e-01
4.832838076195358212e+00 7.415112852410377542e+00 4.285406872473584983e-02
8.297000319849130445e-01 6.762349075158125444e+00 -6.422100536437849172e-01
1.500365941135030079e+00 5.412138065999076098e+00 -2.108638221222545184e-01
1.785048903857601177e-01 7.147531671647091578e+00 -1.022508871706063527e+00
4.823116566825012441e+00 3.444979522165347308e-01 -9.691900769900856361e-01
6.233528945391346276e+00 7.386556841579133170e+00 4.675177465502922125e-02
5.867879613478615752e+00 2.828913884469423490e+00 -6.157050870981699564e-01
9.219836545830059293e+00 2.912977323375605110e+00 -9.246267110216092044e-01
8.476246070636042518e+00 1.202612264505963147e+00 -9.260501723847469613e-01
1.730188610389895798e+00 4.568446548598663171e+00 -5.515168165323736105e-02
3.061683608330250106e+00 1.630620063554161447e+00 -7.151956623937527624e-01
4.042672384463943835e+00 3.636301859908075418e+00 -3.022016760950685388e-01
6.625977844564901353e+00 4.931343451411203671e-01 -9.995373042285804477e-01
5.159652240206117568e+00 1.795264705405483996e+00 -7.814157035417998998e-01
7.205932031583936137e+00 7.003411425378643251e+00 -1.233965106331575967e-01
9.334197409206520746e+00 9.813416541727045583e+00 -4.202993209416288067e-01
6.395332259155014576e+00 1.299041865931069628e+00 -9.085782079281381485e-01
5.474655113419870212e+00 6.407880581919663143e+00 3.601717715382291018e-02
4.525102457194686956e+00 4.710524858589566932e+00 -1.029558150604570343e-01
3.420816660779357199e-01 5.954665981534271957e+00 -9.479736653057786455e-01
2.053454425693108654e+00 4.399837363394955680e+00 2.572000597548473877e-02
4.345246603971622434e+00 4.172910758851796409e+00 -2.367819971887916708e-01
7.446314633678197126e+00 6.441540237253376766e+00 -2.729723523654670192e-01
6.992501534052249390e+00 8.347484237159328302e+00 5.169043461157452057e-02
3.227496217783034194e+00 5.161683479854903389e+00 4.201914434351206040e-02
7.445128681900930800e+00 9.869100545233949973e+00 -1.893132170377795631e-01
2.985816741180281064e-01 1.125466573064970444e+00 -7.494998144154578767e-01
5.287445075423545582e+00 8.914046384824530378e+00 5.646761953008394563e-02
5.355684832328452494e+00 7.661216197393833305e+00 4.735448052741286773e-02
8.740001537805552445e+00 3.883554028422280258e+00 -7.432226263485179896e-01
8.960891422286719532e+00 1.125257172945637318e+00 -9.710191006045908457e-01
1.092312070821614078e+00 4.880796845663915029e+00 -4.007956291153780271e-01
3.556176250039384978e+00 8.153590332163563659e+00 4.269774519178248795e-02
4.822969327142505591e+00 8.698835082902888871e+00 3.201269212746549186e-02
8.024560564755011782e+00 6.357894369487721242e+00 -3.865330728097714497e-01
5.860674735275369862e+00 6.829198741763100600e+00 3.890142718662548127e-02
6.363743866844969732e-01 8.889916091278271537e+00 -9.959500652273296506e-01
2.550496523410747951e+00 7.521418883909126718e-01 -9.041979270003968061e-01
5.754031069529330189e+00 5.442354441564042133e+00 -1.797397454337765765e-01
8.366397961211179179e+00 4.118249516620625883e+00 -6.646111352617121160e-01
2.443348611203481013e+00 1.146433757744788506e+00 -7.991898472784177976e-01
1.240551937385139247e+00 8.829064969814000019e-01 -7.697524213853745856e-01
4.790119538829104684e+00 1.653049325312404561e+00 -7.792634212477420608e-01
3.093988924996018852e+00 1.662430156732654929e+00 -7.084181903662261082e-01
5.051175200480630068e+00 1.004009348012210312e+00 -8.971341096217942956e-01
4.929345289861823076e+00 8.283737854894965835e-01 -9.183720538420341306e-01
6.657329966147315092e-01 1.329855291297449282e+00 -6.662571670039993954e-01
4.411628849156010723e+00 6.492223252978626569e+00 3.861260552663070555e-02
1.883456090549194828e-01 4.120440321188863386e+00 -9.727647587268717366e-01
6.823406191912234853e+00 1.572908112209316034e+00 -8.758412430365362100e-01
6.352323245909867744e+00 3.532565583952400612e+00 -5.476666082094665544e-01
4.172786469381873253e+00 5.549891742711890785e+00 3.799941539169227056e-02
6.567270367174557144e+00 4.187745770347633290e+00 -4.738447527850142560e-01
4.856500366956415071e+00 9.656503764262174272e+00 -5.590421063139410229e-01
1.583717670108328868e+00 1.402288737274074881e+00 -6.353437074971970411e-01
7.351006118239524767e+00 7.962109559137140469e-01 -9.535122112349347923e-01
7.666304195410542199e+00 3.822906850345693108e+00 -6.041624826138300985e-01
2.982189595697149809e+00 2.559586731392864856e+00 -4.260934537102527564e-01
9.350408456609109464e+00 4.932789306377835525e-01 -9.972663030579274057e-01
3.078055952043099897e+00 2.131744240214953567e+00 -5.827154085385926052e-01
2.452894840554522560e+00 2.545181153055857237e+00 -3.423385036507800017e-01
5.701234503781962282e-01 3.578280279051861079e+00 -6.878708116452001420e-01
7.728434718403576209e-02 3.385897971957271935e+00 -9.394510916970313374e-01
8.398926850882224571e+00 3.778142843273739171e+00 -6.895899682903723349e-01
6.071568585193297451e+00 6.509192631623196057e+00 -1.370582136153442043e-02
9.430048854587779417e+00 5.912948320075660291e+00 -8.800820655702635831e-01
7.039710773966577406e+00 2.105060805402460655e+00 -7.935942207862504150e-01
9.240675176956205661e+00 1.663430430908782842e+00 -9.592088048424511904e-01
3.965489249675266947e+00 2.773556548306421732e+00 -5.085498829564252254e-01
2.321949354153554079e+00 8.716459150399874289e+00 -1.847479264942579746e-01
9.223700434824147365e+00 6.720205808269760217e-01 -1.001671409895630971e+00
6.096943094552119469e+00 9.249121500890222336e+00 7.382556748351420950e-02
1.753533427299126091e+00 6.607237283591508081e+00 -1.379221770345582243e-01
9.324964914413762074e+00 7.335623901983241435e-01 -1.000429351561721525e+00
7.452039523044779123e+00 1.216007954926282331e+00 -8.893992736544775735e-01
7.066307256840710593e+00 7.501643738194763600e+00 5.332214709247828921e-03
1.150492382295146720e+00 9.065673623213465149e+00 -9.392954590661168890e-01
6.198218953977866263e+00 5.527002214533878188e+00 -2.363681694108599185e-01
9.364919688835270373e-01 8.281841349895705306e+00 -8.841500414631116023e-01
6.124943598918037857e+00 3.503725161612779804e+00 -5.346078765971697955e-01
6.616316798219376238e+00 1.144287832896411228e+00 -9.529791621854561967e-01
2.800483766088715853e+00 6.959397655351267087e-01 -9.348192204594487631e-01
9.385829774754915533e+00 9.272494616569778358e+00 -4.047608194324443520e-01
6.464803871116762579e+00 5.537853305827064254e+00 -2.782696057155480407e-01
7.644234902953772171e+00 7.418377557500904551e+00 -1.250301522403712839e-01
6.302128055694645070e+00 9.092878083727901739e+00 7.091548400241221017e-02
8.602577318606501322e+00 2.801846172578887462e+00 -7.892326820180012303e-01
9.412750832596378459e+00 2.676107945304837532e+00 -9.511932365238315867e-01
4.241249807382608594e+00 1.132434237552958356e+00 -8.469695706025754944e-01
9.033340654280197057e+00 1.095178798449765400e+00 -9.783247542620822079e-01
3.926549065278472472e+00 8.082006540118085169e+00 4.222320369196008727e-02
2.118225766544034272e+00 2.163023793062439637e+00 -4.547021299489237833e-01
6.469288190392928684e+00 7.353569843753766655e+00 4.527492199607396905e-02
9.512689636759775524e+00 7.345574694094650248e+00 -8.209662961376827939e-01
6.763858128389024671e+00 1.175730315111231938e+00 -9.493283361482408589e-01
1.168902455773077165e+00 2.078000746085812978e+00 -3.598725530524276017e-01
7.577172260084815036e+00 5.063959853126445143e-01 -9.772671415161001685e-01
2.798110141614172708e+00 6.389290319609311375e+00 3.501189517781311267e-02
3.450054496153124456e-02 5.782402525189955789e-01 -8.787728238188707852e-01
3.132859056413794363e+00 5.221322234785906957e+00 4.157235293459393688e-02
5.577291386545086382e+00 1.327025384281933285e+00 -8.576981119492346206e-01
1.373469595586358727e+00 5.907829623848947165e+00 -3.471323066172926630e-01
6.557417482520624952e-02 9.713658302878071638e+00 -9.987386234374256988e-01
4.452090207340158479e+00 8.829876804593760342e-01 -8.913659934894608838e-01
9.207161157674937257e+00 4.277276529682361605e+00 -8.121660265285957081e-01
7.816767996247103945e+00 9.003551417064917795e-01 -9.353885400959356389e-01
6.770305556016141146e+00 9.595481342146992887e+00 -7.980694057467929703e-02
6.045395769752897941e+00 8.242029949964468472e+00 4.864858427341878233e-02
8.692231577920940921e+00 7.117739477837909945e+00 -4.680803775231168751e-01
2.607530212954364046e+00 3.729906738789631859e+00 1.951245139023827235e-02
6.769402362733538681e+00 1.439242166208038354e+00 -8.948737221317343282e-01
7.090574229833357833e+00 4.456896460926679238e-01 -9.906863759065009933e-01
1.338903376453202565e+00 9.501276130260741581e+00 -1.020885985081794178e+00
8.442146344581930251e+00 1.769939703940333064e+00 -8.426847067524212420e-01
8.842875200269810776e+00 2.735374421443604653e+00 -8.279835862931762547e-01
5.694677083252356331e-01 8.893984298955817991e+00 -9.995076294736513489e-01
2.433151620241972513e+00 5.301558439953494961e+00 3.421376886765603587e-02
7.889222485724111777e+00 8.447595669015436570e+00 3.997631050724637092e-02
4.839298191568612850e-01 9.321631879100250373e+00 -1.007479503527474840e+00
8.050415974269196084e-01 5.306658404441754406e+00 -6.687261928884762341e-01
1.023508889342381600e+00 5.103734859566065651e+00 -4.702014032777244168e-01
3.927095964740163758e+00 7.646232950921991289e+00 4.153004912763424983e-02
1.604961088804353730e+00 2.450414286412213372e+00 -2.624967317255344490e-01
8.742563978189313856e-01 7.631132897192898668e+00 -7.424898861152331442e-01
6.765808862163159354e+00 5.565031395275998882e+00 -3.167764611530641261e-01
5.751557379656867752e+00 3.543919848385114424e+00 -5.013726169771071106e-01
5.550763094439409295e-01 5.380717192958260675e+00 -8.235569605949395466e-01
9.071274248787100092e+00 3.082248603532029119e+00 -8.816041976991026985e-01
1.975589733822841199e+00 6.767698214941253454e+00 -4.919854952164559592e-02
6.052052942166593619e-01 7.953752369919411258e+00 -9.208740961813313142e-01
6.991802117860957289e+00 7.457939608501838791e+00 7.539329799580718472e-03
8.187647723794825083e+00 6.940425852560641040e+00 -3.422308847384709640e-01
4.168172469907197808e+00 2.382402158686327986e+00 -6.096440948983408159e-01
8.738052804147457664e+00 7.423772345127050087e+00 -4.353085479758662113e-01
1.059311425705857478e-02 5.316246357212098594e+00 -1.024590749877597240e+00
1.894675189087181577e+00 1.747689063716526325e+00 -5.698802326348100245e-01
5.803966540570550059e+00 2.819509897275669807e+00 -6.131182283920419973e-01
1.205681705015509003e-01 1.898974013060551469e+00 -7.691730027129954905e-01
3.218218847473641731e+00 6.962494057253224788e+00 3.977203656247585428e-02
9.249920027583295123e+00 9.207370451541896372e+00 -3.260449990871088222e-01
4.702957620924934190e+00 7.861606268759977034e+00 3.975815467293353223e-02
7.607982255078755252e+00 2.205530102856974928e+00 -7.838470511078630132e-01
7.710502067947979654e+00 9.513056994120711707e+00 2.067906301722355344e-02
9.309001413127916180e+00 7.259987190813466995e+00 -7.180555211700823115e-01
9.701124102286016182e+00 9.798140408332786322e+00 -3.092481105774980144e-01
1.109124233232297474e+00 6.991973581446185193e+00 -5.080485968257502094e-01
1.316225353711114376e+00 4.224007523049612800e+00 -2.420212284246314738e-01
2.416735389171079440e+00 7.144395158037513127e+00 2.473889472537438294e-02
5.851960971194567485e+00 3.903092091623400428e+00 -4.569198804563621152e-01
9.182886686208664884e+00 7.112103205415066576e+00 -6.741575851395817942e-01
7.344867469079803257e-01 8.512479925594416130e+00 -9.892439512517039457e-01
5.879411867628764554e+00 2.668455910743785964e+00 -6.429583867058934477e-01
5.706903904180428810e+00 5.929968602961435131e+00 -5.452747217683784342e-02
8.531288025142810483e+00 8.997828600715275016e+00 2.658325502650826788e-02
7.035503272362912064e+00 6.569749070732172846e+00 -1.736866469339783947e-01
4.495619600923602022e+00 1.701603423167465490e+00 -7.509673789470308058e-01
7.735647456260434929e+00 3.981227972380878555e+00 -5.968258695918571277e-01
1.011735689666760640e+00 7.603643798067927229e+00 -6.576838299270342247e-01
4.569633099000375509e+00 3.384281406836382899e+00 -4.339222906798587687e-01
1.900119820241857438e+00 7.958535387218155677e+00 -1.952660157177130706e-01
5.035942711438599895e-02 6.472047164306314215e+00 -1.040884919338168402e+00
2.321277243219213915e+00 5.260286959543129193e+00 3.047382662580577772e-02
2.408737184670756815e+00 2.484372580186624546e+00 -3.613071281372612908e-01
5.638267610308393074e+00 9.116089369404502207e+00 7.372055233489316350e-02
5.598507169151588414e+00 7.523780074966406772e+00 4.657048112573436427e-02
2.415830207289642484e+00 5.107145454375141114e+00 3.490929873479942103e-02
7.904339809501176539e+00 5.476622374333912191e+00 -4.701541123280497114e-01
1.141130216051498669e+00 1.450103118302958904e+00 -5.904250634397874009e-01
7.341870149474150509e+00 3.900485577055829545e+00 -5.767696009821768888e-01
6.697542149489993157e+00 2.132892972779070639e+00 -7.656049434804065301e-01
5.918072825123716463e+00 4.060732190201777669e+00 -4.394527607717106932e-01
2.720306221220068377e+00 1.747107145897559333e+00 -6.639587217479663295e-01
5.223831143844988922e+00 6.214577090873022236e+00 3.945019471093980101e-02
8.747613563394340375e+00 4.186538354577425403e-01 -1.001891457473177871e+00
8.821133354212049582e+00 7.648196281790428763e+00 -4.297458899045307756e-01
4.890532912230113993e+00 9.431998480272648422e+00 -2.923067682429059122e-01
7.782085161357697345e+00 8.470336636418267062e+00 4.940127908895830533e-02
1.858263326624183920e+00 1.900772093687993047e+00 -5.118866992232842250e-01
2.012240665495189873e+00 5.584262440794375948e+00 -4.687117202173851638e-03
1.415325847361261546e+00 8.476754706822925201e+00 -6.682588796372894713e-01
8.369421184812058101e+00 5.704173896188013515e+00 -5.366602516451987048e-01
9.184040665965493844e+00 1.966135083745782941e+00 -9.196519801033404828e-01
6.461029488459494097e+00 8.069906776835599871e+00 4.756965067673779579e-02
2.067121477812412955e+00 7.195859823995335525e+00 -3.433301217649153969e-02
6.839137002817895272e+00 1.724586721787608967e+00 -8.571071293638075073e-01
6.939723805672405099e+00 6.281643625416523102e-01 -9.870322921793615034e-01
7.119334038858929681e+00 6.535409336383057877e+00 -1.961262452389265221e-01
1.808903036598652481e+00 9.212134910856065062e+00 -7.799045959016841500e-01
9.033277381780161264e+00 5.240641373901406830e+00 -7.027978988387296733e-01
3.007078150339405065e-01 7.100540110577645336e+00 -9.897510493679266830e-01
4.063075754154198194e+00 7.549309915250435488e+00 4.124731639677037265e-02
1.147473130091114957e+00 2.312859767314664250e+00 -3.342842372293635123e-01
8.567937718737290709e+00 1.707031777560929608e+00 -8.632475509751039722e-01
6.454274612523662746e+00 5.711198819687494321e+00 -2.451531008495242414e-01
2.358259366667036172e+00 5.289789904846153412e+00 3.214411665378236194e-02
1.479935293587580247e+00 8.609749475349479653e+00 -6.686398161849231858e-01
6.650860253074238893e-01 9.411606515937481987e+00 -1.013854360212329553e+00
3.632041203424815290e+00 6.932318100157442764e+00 3.868367449809495540e-02
4.463869188732882520e+00 1.082329531081882706e-01 -9.730601632156177239e-01
8.949146864671362778e+00 2.415638975768765295e+00 -8.342136737734286989e-01
9.427490801074620563e+00 2.665822017858225479e+00 -9.531768477565440989e-01
9.120010349206344458e+00 4.225019037607229966e-01 -1.000872983424053952e+00
8.730408771045111038e+00 6.312472760993371068e+00 -5.598808542226433316e-01
3.369310975639240535e+00 7.436963432333308255e+00 4.147207622869686361e-02
5.890986200071592904e+00 2.709645773844909122e+00 -6.367771576802772060e-01
3.668584736552570558e+00 9.005302335543163395e+00 -5.008142544981519784e-02
7.077868842541166217e+00 9.260813293819667891e+00 5.842328973002353099e-02
4.180347418480780064e+00 1.280573280916426082e-01 -9.717693315180033764e-01
9.446188964497736151e+00 7.545538297356774393e+00 -7.508724459562702291e-01
7.283328292873702203e+00 1.568236859410458428e-01 -9.990955882222498641e-01
1.522649473748905136e+00 5.635975864021146364e+00 -2.286475943403658562e-01
7.150111165003316671e+00 1.189770767569381826e+00 -8.997263021882871969e-01
1.300235803242800969e+00 2.694022962946629463e+00 -2.323303984202951256e-01
8.171727743586796322e+00 6.091995407453475231e+00 -4.508657056309889333e-01
7.796306882441658814e+00 2.810097678726829251e+00 -7.299833157043082998e-01
8.406513583715399918e+00 3.154889881056996970e+00 -7.504733053305960855e-01
6.469954016692129883e+00 5.630069310637253466e+00 -2.625145106459068067e-01
5.995554767102087013e+00 4.795976521606985621e+00 -3.379839193529001751e-01
7.429436407346313942e+00 3.551313099975403453e+00 -6.052900063660262564e-01
6.680361784309742923e+00 2.399742292381341624e+00 -7.248089715288973389e-01
7.817354382240861987e+00 6.233237821110356514e+00 -3.660103623177675125e-01
4.007461408011363524e+00 9.156851194120093851e+00 -1.532733804617489870e-01
9.681083909344847527e+00 6.882587167242109061e+00 -8.936884751863010123e-01
3.777107973278959197e+00 5.374854850029293196e+00 3.794153833441038515e-02
6.353842843454998501e+00 4.084597121603088077e+00 -4.702348638300690720e-01
5.538335186444962588e+00 1.621719668615345666e+00 -8.158403093188347777e-01
3.765165164669265208e-02 1.665789669617436242e-01 -9.681164317826802534e-01
6.483273671121173726e-03 1.123048932583155857e+00 -7.921348698147565592e-01
4.876207871332000288e+00 7.600730276071811176e+00 4.302696921210547032e-02
1.918049883788859322e+00 4.205523518479816758e+00 8.925432868942095865e-03
6.048664786204710708e+00 9.369327292424056708e+00 4.698202919311822434e-02
3.956665707632234241e+00 7.535571341160185455e+00 4.124456167966794595e-02
6.573493365218347151e+00 6.453644678696526249e+00 -1.189117988978827256e-01
2.001207301421100926e+00 3.695419268787609179e-01 -9.287597262595357339e-01
1.979891077352935236e+00 3.547809252094981325e+00 2.779294981334645698e-02
6.797083649935025562e+00 9.885676848881949086e-01 -9.711111490272752444e-01
8.915253771737697619e+00 2.461267165335384366e+00 -8.275954728302326036e-01
9.253172597611557748e+00 5.949681294906610241e+00 -7.989018619382866060e-01
7.004810648303744003e+00 6.838741130762175935e+00 -1.125424372918883975e-01
5.953626160258539635e+00 9.407842948522413096e+00 -4.222618713278336600e-03
3.398646240937498453e-01 2.412718591937696999e+00 -7.732168081156749473e-01
5.714458192932961644e+00 1.496959907939167111e+00 -8.291708474422440078e-01
4.526232720845501767e+00 7.194295898400036471e+00 3.968498615193416512e-02
7.617745015558061716e+00 6.361844906171962855e+00 -3.163464431082518846e-01
3.515196121158869591e+00 5.318457094083859360e+00 4.029041685662182459e-02
7.861320620848655238e+00 5.032300627338721632e+00 -5.095309937185591442e-01
2.293392850120255844e+00 4.794447419727602688e-01 -9.392936800117690499e-01
1.808124443101846834e+00 3.411165333572039639e-03 -9.553884198933054739e-01
2.124477680976823102e+00 1.792185942259194809e+00 -5.894038281110263178e-01
1.785188205783768911e+00 2.464876059619597548e+00 -2.692167021239675329e-01
2.026269478771907551e+00 3.995512057033519859e+00 2.657111417900015482e-02
6.675517642809503549e+00 2.366491879127343712e+00 -7.291105923833200997e-01
7.809658942595841147e+00 2.960065284861494561e+00 -7.170965872485979276e-01
8.821827031909009520e+00 1.562226971433813283e+00 -9.118070674688508737e-01
4.705565324610954114e+00 6.617512934458513740e+00 3.977538818312842395e-02
2.473500742446744116e+00 7.423146581861076676e+00 1.977616239730872749e-02
7.156773191787540789e+00 3.706215749174985419e+00 -5.797877087299042609e-01
8.487159951703999283e+00 1.673363532611389592e+00 -8.607263314424011824e-01
1.731618286320651734e+00 8.852799752873737660e+00 -6.239296266230354160e-01
9.604306010510166303e+00 7.045279141552442947e-01 -9.952801013281754594e-01
3.355404473028213097e+00 5.482037924965411868e+00 3.963358261513327818e-02
4.486397561750197660e+00 3.189765407990210910e+00 -4.655071087473161562e-01
4.548572331741325137e+00 1.994860910663822651e+00 -7.053691097579959379e-01
7.378599725030269063e+00 9.116676188872716580e+00 4.889164514025265418e-02
2.889921712457570901e+00 1.171753512687114362e+00 -8.156852651037420632e-01
6.241848902501208940e+00 6.186309117748928915e-02 -1.005782242232781121e+00
6.961788540420831062e+00 8.891548210212514292e+00 5.318319845081453945e-02
2.425839094455300771e+00 1.274791806582056708e+00 -7.638676482364084031e-01
3.396786614525574510e+00 1.191786147674052776e+00 -8.328710839630002472e-01
5.309948038703921291e+00 8.348050600883368588e+00 5.112912653663936879e-02
1.799291850557174222e+00 5.328176838635034329e+00 -6.811290802843039671e-02
5.856443384305781708e-01 4.319872889560127049e+00 -7.258680727788551224e-01
2.490691000927537591e+00 4.119179585144872036e+00 4.420197648183465944e-02
4.829018734040544381e+00 6.302197893490752989e+00 4.053926526093354354e-02
8.161626439227545049e+00 5.439681190816877177e+00 -5.178283909161300880e-01
6.722178280049456944e+00 3.976099861309143613e+00 -5.152983466494476250e-01
3.621337275292041635e+00 1.069459197885871848e+00 -8.576873106975635430e-01
3.007283077813578953e-01 7.337023115023871611e+00 -9.692240873585760141e-01
9.192055455238289596e+00 8.400418587379643753e+00 -4.972026761548641316e-01
9.325870367463524602e+00 4.101301625086335889e+00 -8.512558664530932573e-01
2.899543427852135480e+00 4.683520581203652888e+00 4.411694485315642567e-02
6.282819024248012418e+00 8.708600830260300185e+00 5.113634115121556967e-02
7.131461127149008039e-01 4.165239358494428501e+00 -6.371367932317686389e-01
3.135833577820770657e+00 6.555358746222386124e+00 3.793705166595318090e-02
1.652214048260985668e-01 6.390385674693058959e+00 -1.005883518650203534e+00
3.194739723628534644e+00 3.595084943743128036e+00 -1.126283699220618217e-01
5.398022236018290343e+00 5.557808536695172386e+00 -8.156667454743882217e-02
4.287885337609168568e-01 3.440914187961766846e+00 -7.612987145502794206e-01
6.021068986349373819e-01 6.724579817174785035e-01 -8.285794778823052376e-01
7.744823375727342807e+00 2.025770971071565452e+00 -7.953583040658831482e-01
8.035525496551443325e+00 7.200599097190447662e-01 -9.606868038917102393e-01
8.341987007553926858e+00 7.009551839395820494e+00 -3.715403231539386453e-01
3.875461883666388996e+00 7.129925505284504972e+00 4.017460251716631348e-02
5.958459001346240846e+00 3.346627317559732973e+00 -5.447561580319506547e-01
5.609989653180869063e+00 9.425300830014975872e+00 -1.417129336771789649e-01
4.383480368872721300e+00 9.136672106701123397e+00 -5.974513669217285106e-02
7.085428565177935845e+00 2.421423082998542586e+00 -7.470742315960468005e-01
4.370550677538243001e+00 4.260865617337543654e+00 -2.132579366004119237e-01
4.380112403981091695e+00 9.574129364469769143e+00 -5.786071380834657552e-01
1.168215590964509776e+00 1.344782492421368936e+00 -6.234654478428662827e-01
5.380769414584532839e+00 1.592907317247147070e+00 -8.248855330015469889e-01
6.383562483756851869e+00 4.787774413999440704e+00 -3.778118246732291574e-01
8.637294340910608992e-02 4.476768787369866387e-01 -9.128354046652551457e-01
4.149164197592827147e-02 3.903566841552517985e+00 -1.033642748471797379e+00
9.083183592143445395e+00 6.088785370468971676e-03 -9.868633359460166066e-01
5.730368462180116751e+00 3.538804969046028148e+00 -5.005711526793557020e-01
6.609312666392884950e+00 5.651380029251557247e+00 -2.810510127689034299e-01
1.156383852656723832e+00 7.772194262642340146e-01 -7.981446990940468389e-01
5.599092842330644082e+00 1.086355407493627689e+00 -8.927208605545541298e-01
7.090776769805254176e+00 9.840512351943864644e+00 -1.950372143168092043e-01
3.254494065743868791e+00 2.295627903926565683e+00 -5.466383923441648918e-01
7.470546034920472422e+00 1.026721943764949962e+00 -9.179558319520557674e-01
4.691496858567004047e+00 3.697219569965374486e+00 -3.888757108195353140e-01
8.467984017416844367e+00 3.950894503351653153e+00 -6.908128461793010544e-01
8.613538860627204530e-01 8.691876773574934489e+00 -9.577394154128213710e-01
2.814694647660608062e+00 2.917474484421107128e+00 -2.580893664327295056e-01
6.792581055404428803e+00 4.244272903422855236e+00 -4.850580292554618200e-01
5.313618334998082560e+00 4.926080859307830018e+00 -2.215140466040259604e-01
7.773672499036297090e+00 1.999464780609297776e+00 -7.970677739821301344e-01
6.528482158143646075e+00 3.465804650826018740e+00 -5.696872391860698936e-01
5.974579935573474110e+00 6.647305971365036648e+00 1.636468133924107171e-02
9.817376961707182659e+00 4.836414712837006746e+00 -9.106895870749593946e-01
3.530202972729484134e+00 7.567581549144644093e+00 4.105962080366554190e-02
2.626021072712825699e+00 3.441197164925090757e+00 -4.405957881279043420e-02
7.112992291109770271e+00 7.264506340932146422e+00 -4.959261092716804598e-02
1.407529331630829272e+00 2.650329170338219242e+00 -2.160700834577218288e-01
