# w_1 w_2 w_3 w_4 DS VF CB_L CB_U R_DIFF c_1 c_2 c_3 c_4 u_1 u_2 u_3 u_4 fut_util_1_1 fut_util_1_2 fut_util_1_3 fut_util_1_4 fut_util_2_1 fut_util_2_2 fut_util_2_3 fut_util_2_4 fut_util_3_1 fut_util_3_2 fut_util_3_3 fut_util_3_4 fut_util_4_1 fut_util_4_2 fut_util_4_3 fut_util_4_4 mu_2_2 mu_3_2 mu_4_2 mu_3_3 mu_4_3 mu_4_4 pen_1 pen_2 pen_3 pen_4 pen_u_1 pen_u_2 pen_u_3 pen_u_4 
1.299057298745111666e+02 1.149486406947672492e+02 1.194901527280070042e+02 1.168133047617746598e+02 3.000000000000000000e+00 2.542091065593057309e-01 6.231382400504094088e-01 2.585279973068202342e+00 7.505223700062714390e-05 1.691141217826062915e-01 4.630915818551590291e-01 3.960132603001776386e-01 4.009278156939043991e-01 7.619270284320920350e-01 1.049261690541252179e+00 9.615502260997528250e-01 1.022674951960676148e+00 1.423662140892260197e+02 9.643651008764915389e+01 1.190231994409229799e+02 1.091538620384003622e+02 1.390906884733304310e+02 1.154644295531681308e+02 1.024029969000137328e+02 1.029665973611020462e+02 1.393447390886834398e+02 1.285776759216832943e+02 1.269274138645930208e+02 1.052692893784674908e+02 1.252378346202418697e+02 1.264743276594111876e+02 1.281287543372177424e+02 1.236548631811782855e+02 1.292754509502694882e+00 6.762712890255451192e-01 5.391880653832035186e-01 1.020514601832900103e+00 4.473798977588282488e-01 1.461700634220500339e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.252378346202418697e+02 1.264743276594111734e+02 1.281287543372177424e+02 1.236548631811782855e+02 3.000000000000000000e+00 4.812125687940933538e-01 1.017623756941665958e+00 2.644801380646520705e+00 6.450345976608856571e-05 1.108400951818278996e-01 4.544206646122196380e-01 4.905874695623241855e-01 4.114116129609878825e-01 7.406623100242871738e-01 9.876418597609806227e-01 9.481199851685189195e-01 1.028539810351729811e+00 1.193600782740449233e+02 1.221180912021004303e+02 1.251883041371744554e+02 1.177653119334869842e+02 1.240580757015932249e+02 1.284356009911523131e+02 1.233572971666531544e+02 1.159720284351905377e+02 1.307691031243502948e+02 1.247582856868710905e+02 1.276876556119519677e+02 1.171953827411934839e+02 1.181940535530820142e+02 1.183638091406593702e+02 1.215320521895035313e+02 1.198237549749650981e+02 1.325814946210064571e+00 2.899247438044333380e-01 5.978475543230861167e-01 1.139903285657033916e+00 4.559103803918747033e-01 1.128204234044815069e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.181940535530820142e+02 1.183638091406593702e+02 1.215320521895035455e+02 1.198237549749650981e+02 3.000000000000000000e+00 5.387826518442813128e-01 1.164500380337165630e+00 2.613064923351397173e+00 3.753849593913960079e-05 2.688308513067644984e-02 4.256261514112922861e-01 5.162960628687091047e-01 5.757927716066479906e-01 3.437073874877664692e-01 1.137247040914586949e+00 1.228096953966600013e+00 1.272395365802342138e+00 1.138319620381399773e+02 1.146562409306111050e+02 1.195721278126587208e+02 1.163202188173464009e+02 1.174772014245433525e+02 1.182823403173534302e+02 1.162818556146663980e+02 1.149771122101425647e+02 1.200797825638167069e+02 1.180731786452976309e+02 1.199145480385575837e+02 1.158503632744150593e+02 1.161726106550566584e+02 1.171776301248621053e+02 1.200318383511444011e+02 1.181143384154077154e+02 1.026689013178926357e+00 6.047262932784053246e-01 2.136722887594176001e-01 6.289616461029051697e-01 3.961023770036342651e-01 1.523180006164011946e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200797825638167069e+02 1.180731786452976309e+02 1.199145480385575979e+02 1.158503632744150593e+02 2.000000000000000000e+00 3.796601018213925371e-01 9.982849900635074603e-01 2.461035213579277681e+00 3.074441922228735296e-05 1.481714627401466700e-01 3.769663110351496593e-01 3.525444873305389470e-01 5.093528540024350182e-01 4.538698117620429962e-01 1.127828531414978075e+00 1.055343000651067120e+00 1.155651964180096636e+00 1.208822537233320986e+02 1.059600221645203248e+02 1.018604219544534430e+02 1.044764839092220967e+02 1.162085448923746185e+02 1.175522794819551820e+02 1.194703436226357240e+02 1.000712678429778890e+02 1.410136400766598399e+02 1.255081061498964630e+02 1.224157746234469215e+02 1.069247774333932881e+02 1.241195252990050193e+02 1.110366716597288530e+02 1.152908183850842079e+02 1.146295460534758064e+02 1.311653846090001130e+00 5.180485002926958904e-01 7.372789194003077640e-01 5.017241344942613424e+00 1.567413860258892455e-01 1.146191934301208359e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.410136400766598399e+02 1.255081061498964630e+02 1.224157746234469357e+02 1.069247774333933023e+02 2.000000000000000000e+00 -8.489765664535253720e-02 2.385361281145912393e-01 2.291668558594703864e+00 5.066317821907517798e-05 2.850002867006988794e-01 5.397990999786250743e-01 2.136793082882059991e-01 3.131201185999371028e-01 7.765138609969486350e-01 1.062534307645990550e+00 7.928557001082491285e-01 9.538494453350205848e-01 1.519975287246803362e+02 1.108224556305330282e+02 1.182072322444040822e+02 1.006156286357712162e+02 1.523982010407728183e+02 1.324381174461908017e+02 1.259759198022932907e+02 9.668376183186479977e+01 1.490039857187189227e+02 1.288618541895498311e+02 1.449110149311304951e+02 1.027240770425599550e+02 1.431272921433172201e+02 1.217781351079457579e+02 1.253524964392535423e+02 1.137595021894940857e+02 2.523125989876500164e+00 9.836908937641281048e-01 4.135105312215686668e-01 1.837646634706076476e+00 4.714262058676192968e-01 2.521880931342883159e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.490039857187189227e+02 1.288618541895498311e+02 1.449110149311304951e+02 1.027240770425599408e+02 2.000000000000000000e+00 -3.341592037400746840e-01 -6.570926995709136520e-02 2.097390862476942175e+00 8.935307091267505095e-06 2.603273540364844374e-01 5.655304459466370393e-01 3.927470611776648357e-01 3.516006302235484271e-01 7.740876328243275761e-01 1.112141090150254863e+00 8.027284161063820145e-01 9.454237235281397478e-01 1.520164607650130222e+02 1.179194926063952806e+02 1.449380430558143189e+02 9.935221593388000372e+01 1.796632648518607596e+02 1.448724707684374664e+02 1.176847684039290272e+02 8.789650076786192301e+01 1.622834959100056267e+02 1.187251324585653549e+02 1.722965528822461181e+02 9.705182977466198224e+01 1.557059872540472441e+02 1.196842514789468908e+02 1.259905418368549164e+02 1.102534851810784318e+02 2.605618515118645284e+00 9.314449053363168529e-01 4.713899763256851339e-01 1.427096142268724943e+00 4.852167438884751327e-01 2.640178936414758759e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.622834959100056267e+02 1.187251324585653549e+02 1.722965528822461181e+02 9.705182977466198224e+01 2.000000000000000000e+00 -4.549299591928080977e-01 -2.512177809639214443e-01 2.041357862578305316e+00 7.268898221233135005e-06 3.538340004007456407e-01 5.658200741349752594e-01 3.574366460185586791e-01 4.752422778594434516e-01 7.781407312916652774e-01 1.128681733154497602e+00 8.070648561559355949e-01 9.601274168475824045e-01 1.504715444786495198e+02 1.188356089466534229e+02 1.430532887346265909e+02 1.058883544773229488e+02 1.679704093088404591e+02 1.536402807658429595e+02 1.362999053957924502e+02 1.064207189806442244e+02 1.586183212214252194e+02 1.395924569072406882e+02 1.799138593862655284e+02 1.030881643887763772e+02 1.572024076655398517e+02 1.369037754424481363e+02 1.413022718069123584e+02 1.200418229900420357e+02 2.660736522329851361e+00 9.087479913697070755e-01 4.690014773696097317e-01 1.441541674998232825e+00 4.682417120691209078e-01 2.686500182205867837e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.586183212214252194e+02 1.395924569072406882e+02 1.799138593862655284e+02 1.030881643887763630e+02 2.000000000000000000e+00 -4.603322033705706806e-01 -2.486046897197736749e-01 2.027940282978632602e+00 1.239449084785276908e-05 3.192494680185954392e-01 5.658200741349752594e-01 3.318903905567120449e-01 4.628047894453837796e-01 7.781407312916652774e-01 1.128681733154497602e+00 8.070648561559355949e-01 9.601274168475824045e-01 1.503079562449016464e+02 1.175792095851391821e+02 1.438478376765005180e+02 1.052796323840227188e+02 1.690846401268510419e+02 1.526214705269851777e+02 1.353583463608673014e+02 1.048919154948854526e+02 1.599470699855984890e+02 1.363282669000237490e+02 1.819327988200811319e+02 9.813698910853294421e+01 1.563318276957864441e+02 1.364509209552091988e+02 1.392790104505899080e+02 1.183098673359964579e+02 2.660736522329851361e+00 9.087479913697070755e-01 4.690014773696097317e-01 1.441541674998232825e+00 4.682417120691209078e-01 2.686500182205867837e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.599470699855984890e+02 1.363282669000237490e+02 1.819327988200811319e+02 9.813698910853294421e+01 2.000000000000000000e+00 -4.631105853886742230e-01 -2.583902751977148471e-01 2.032169104420366690e+00 9.832850497022997596e-06 3.403866379042161938e-01 5.658200741349752594e-01 3.502797335451345861e-01 4.747863577491491793e-01 7.781407312916652774e-01 1.128681733154497602e+00 8.070648561559355949e-01 9.601274168475824045e-01 1.505257798387050059e+02 1.181925049684710700e+02 1.429991967138144275e+02 1.056719733166223278e+02 1.680929679049130812e+02 1.535630405037482262e+02 1.365105163858855235e+02 1.064273816451535737e+02 1.587283753579997096e+02 1.392178475949739038e+02 1.808099440611645718e+02 1.014205814444527647e+02 1.568284748349038296e+02 1.376191736934250684e+02 1.411328197792806805e+02 1.194711177457093783e+02 2.660736522329851361e+00 9.087479913697070755e-01 4.690014773696097317e-01 1.441541674998232825e+00 4.682417120691209078e-01 2.686500182205867837e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.568284748349038296e+02 1.376191736934250684e+02 1.411328197792806805e+02 1.194711177457093783e+02 3.000000000000000000e+00 1.169016325916729659e-01 4.954789483270422012e-01 2.438324316856304019e+00 1.004490355504410496e-04 6.582855203465203253e-01 4.180327589220925733e-01 3.623247418365010963e-01 1.532146474940813408e-01 1.015787771808072115e+00 9.551037510909980988e-01 8.216716869983833327e-01 6.944617989932063695e-01 1.670550920619981525e+02 1.238801066945743230e+02 1.307401665564713937e+02 1.181474281262632360e+02 1.485666238491466231e+02 1.382553613429024892e+02 1.331879032399675964e+02 1.201749959475907445e+02 1.415283261658500180e+02 1.372537661538849818e+02 1.500460844841156245e+02 1.209285631849437834e+02 1.310839089300592093e+02 1.244339509362854699e+02 1.278848411043171183e+02 1.277351555241644832e+02 1.237808725816963440e+00 5.593143857167126587e-01 1.155870555568101476e+00 1.279976079728498695e+00 4.570868985283567665e-01 1.464546579322143272e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.310839089300592093e+02 1.244339509362854699e+02 1.278848411043171183e+02 1.277351555241644832e+02 3.000000000000000000e+00 5.293951535836614042e-01 1.093568655874640472e+00 2.665221651292682736e+00 1.060643923531812957e-04 1.790896017100228055e-01 2.584937819253650959e-01 4.238420995704647032e-01 3.711361779959567175e-01 8.779555567802533877e-01 7.664827183880976724e-01 7.575778237249333191e-01 1.068802547982816709e+00 1.337601595685114546e+02 1.152398698974244979e+02 1.226883757376937467e+02 1.225821993018649323e+02 1.289784650326016333e+02 1.194841887306997279e+02 1.207129225240874888e+02 1.202522578813744474e+02 1.338148832797709815e+02 1.257604259143507761e+02 1.253993964760109208e+02 1.219036553602491182e+02 1.244789810581407608e+02 1.245365120161901729e+02 1.274216537271165777e+02 1.270526433274302320e+02 1.422290837828322552e+00 2.887419750898541637e-01 5.459414186735673802e-01 1.159534805155127968e+00 2.473952781547226476e-01 1.099130223254855432e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.244789810581407750e+02 1.245365120161901871e+02 1.274216537271165777e+02 1.270526433274302178e+02 3.000000000000000000e+00 5.463320137212326344e-01 1.091357811882208040e+00 2.701306215560257407e+00 8.748650608079380374e-05 1.238631415717042633e-01 5.042340626126131653e-01 5.962398827736521412e-01 3.822706969121937304e-01 7.744695836662969235e-01 9.376121692952056330e-01 9.173366866412311360e-01 1.015522837785040933e+00 1.185428779308588929e+02 1.192788618488383463e+02 1.236001847123893072e+02 1.220750164987330777e+02 1.215268394239949714e+02 1.235312294078155873e+02 1.220099638941119622e+02 1.197191768927475692e+02 1.287902898305645181e+02 1.227987214863950669e+02 1.245695679715804545e+02 1.210040936558265088e+02 1.219205988842458481e+02 1.219102530388392438e+02 1.252486285220044806e+02 1.248863925627141356e+02 1.276238330389840137e+00 2.913176261923725030e-01 4.643546045379596254e-01 1.200648232104615687e+00 3.681482693077365309e-01 1.129760132138796225e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.219205988842458481e+02 1.219102530388392438e+02 1.252486285220044948e+02 1.248863925627141498e+02 3.000000000000000000e+00 5.418296481604754078e-01 1.044478951248422938e+00 2.739180345072528056e+00 8.864337153532935571e-05 8.493780153202877548e-02 5.801251313712221247e-01 6.683175962875859133e-01 4.018048542634016784e-01 6.348113883643725641e-01 1.105501727293786374e+00 1.055657931791760706e+00 1.046046103426218288e+00 1.149150479727773160e+02 1.163130901923445748e+02 1.216454030213737383e+02 1.196551474300800777e+02 1.191523668387890496e+02 1.203649341748380124e+02 1.184124521319329801e+02 1.174096319785361970e+02 1.251786838311834344e+02 1.199497216649125590e+02 1.217355421401033482e+02 1.188525635392659439e+02 1.197925445301482910e+02 1.203873889270862776e+02 1.235876798412670752e+02 1.222722658958516604e+02 1.166342406343156890e+00 4.056643180607273358e-01 3.950981133311651239e-01 1.058014234409616838e+00 4.695259237086036319e-01 1.305727803474287851e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.191523668387890496e+02 1.203649341748379982e+02 1.184124521319329659e+02 1.174096319785362112e+02 1.000000000000000000e+00 3.333839128735287538e-01 1.182952935960571939e+00 2.183814889786485747e+00 6.978331704293584225e-05 5.715605531898126923e-02 3.195625007199098810e-01 3.085325580141353718e-01 4.273640006155019488e-01 4.574019376773861278e-01 1.012041610667571812e+00 1.123264980851675476e+00 1.110256315762931933e+00 1.181608656952424354e+02 1.122792219590412230e+02 1.159771403010247610e+02 1.130987484810391948e+02 1.202403213332314351e+02 1.201052771798488124e+02 1.149713769038121001e+02 1.138294357920659507e+02 1.239223379810893277e+02 1.229601536039062495e+02 1.186115898255971217e+02 1.144408199823675716e+02 1.263293788350834319e+02 1.155886698077691221e+02 1.223536903336504622e+02 1.167475231739977062e+02 1.156062672800964419e+00 5.666450357033783192e-01 4.303671696672111691e-01 1.400976965280452902e+00 3.857957975328835110e-01 1.855912377476570230e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.181608656952424354e+02 1.122792219590412230e+02 1.159771403010247610e+02 1.130987484810391948e+02 0.000000000000000000e+00 1.294301524306264994e-01 8.579193783144006824e-01 2.100940926546852605e+00 3.527952786882772887e-05 2.943261897879523650e-02 2.045676351191000886e-01 3.812202562833490460e-01 4.995070923905844396e-01 4.467560391889494054e-01 8.534017233639750177e-01 1.041090706191468707e+00 1.135915324687242434e+00 1.226254629365245279e+02 1.036201251531091287e+02 1.088134618916747201e+02 1.025035448163653911e+02 1.178278603515153691e+02 1.116541010947270678e+02 1.142219619197680061e+02 1.082908338783939968e+02 9.872989133227869729e+01 1.064706264369447268e+02 1.166424320993309465e+02 1.052504442207826969e+02 1.019203925850397923e+02 1.388796818440990251e+02 1.284388621362205640e+02 1.118757017732933150e+02 1.531721852923230376e+00 1.444334244993574323e+00 2.573675070798405184e-01 1.216735304429641173e+00 9.507230940454629575e-01 1.068950640826814791e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.226254629365245279e+02 1.036201251531091145e+02 1.088134618916747201e+02 1.025035448163653911e+02 0.000000000000000000e+00 -4.634304644081751468e-01 1.283932447770098628e-01 1.644745826406639910e+00 5.678272513708425539e-05 1.001453353729749862e-01 1.430426078498732156e-01 3.373835055678870432e-01 2.421891530674558091e-01 7.358623938676709386e-01 7.186976654074201942e-01 7.173844005172916871e-01 7.454988472348222928e-01 1.442640863249914958e+02 9.115145921998031042e+01 9.586647240635245737e+01 8.685841720180887648e+01 1.172129733509926268e+02 1.024745616074248034e+02 1.030123380989525685e+02 9.760711108230655952e+01 1.057504873738944298e+02 1.075090105736658614e+02 1.102414573768581505e+02 9.701175710475723690e+01 1.064080194448396810e+02 1.458314775171813267e+02 1.321948494823131171e+02 1.073159607798696698e+02 1.038054838064289109e+00 2.201737273905359338e+00 4.754137537693610138e-01 1.260570306137144270e+00 7.036686374140883604e-01 1.006027744490294751e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.442640863249914958e+02 9.115145921998031042e+01 9.586647240635245737e+01 8.685841720180887648e+01 0.000000000000000000e+00 -7.455120732781919113e-01 -2.363222355528382668e-01 1.445298088996454622e+00 6.919479600688860658e-05 3.103715876699032483e-01 6.684830597735170743e-01 3.385851261744682872e-01 3.585806337963490797e-01 8.586330483828140681e-01 1.121242106672788896e+00 8.318606031485694663e-01 9.398896815040094221e-01 1.872116094065731033e+02 8.596872077147789071e+01 6.942309078593551419e+01 6.228428927229536072e+01 1.573097712238584904e+02 9.842389912460504320e+01 7.468702013240067572e+01 9.642897322116996861e+01 1.959029793283785637e+02 1.729272231530547685e+02 1.132920372427611824e+02 9.882896773773907739e+01 1.327913162567214158e+02 1.332634492229939269e+02 1.073168465495226371e+02 1.166565743909661137e+02 1.196844465291854176e+00 2.518233978957927555e+00 5.690705225360360719e-01 1.164830250852074256e+00 7.549415754114001675e-01 1.235162290683083697e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.872116094065731033e+02 8.596872077147789071e+01 6.942309078593551419e+01 6.228428927229535361e+01 0.000000000000000000e+00 -8.684212826549264630e-01 -4.900843181207832910e-01 1.453241752810930709e+00 2.338768928810596449e-05 6.071443679835590856e-01 3.731069441865762504e-01 3.378840368819328588e-01 4.136446124703984095e-01 1.008647524320229527e+00 8.571633311465129967e-01 7.750403277078520281e-01 9.249084139773058322e-01 1.870971602191435750e+02 9.602276385048780583e+01 1.006472095505897784e+02 9.836905520625724364e+01 1.472512456095176105e+02 1.230430740351249739e+02 1.089485724635207760e+02 1.043917906919275964e+02 1.541441766578208501e+02 1.321256446900506205e+02 1.346246327880298281e+02 1.082902964934083343e+02 1.607895328205132159e+02 1.452321568247976700e+02 1.415275375778334706e+02 1.303498021811743399e+02 1.208028743394699900e+00 2.958169537157620432e+00 6.684939728912006052e-01 1.240474145208300127e+00 8.868301246082197498e-01 1.224889868044110486e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.472512456095176105e+02 1.230430740351249739e+02 1.089485724635207760e+02 1.043917906919276106e+02 1.000000000000000000e+00 -5.156018629497602923e-01 4.895454947490562869e-02 1.619841724625573853e+00 5.745704486121312851e-05 2.647981802345005242e-01 4.779989868706533418e-01 2.950120292090940843e-01 3.315539875826127858e-01 6.853319686775136699e-01 1.018393024837329408e+00 9.288432785291222960e-01 8.412933258404892145e-01 1.606108338908440487e+02 1.049541477869654216e+02 1.165016583348752448e+02 9.666866306605760428e+01 1.425062798227494909e+02 1.480908872073734983e+02 1.045822373687193618e+02 1.008015597040490974e+02 1.623028416581403519e+02 1.466599562025008083e+02 1.348861251737816076e+02 1.062825106397176853e+02 1.520372970997616164e+02 1.330425200094459797e+02 1.308174549828045485e+02 1.213514749165940430e+02 2.041986808894226346e+00 7.096993807863798409e-01 3.022939282796295868e-01 1.114545483128818848e+00 7.596451735288203277e-01 2.632403063953252076e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.520372970997616164e+02 1.330425200094459797e+02 1.308174549828045485e+02 1.213514749165940430e+02 3.000000000000000000e+00 2.917519226652491859e-01 7.593100999250045335e-01 2.524193745405494127e+00 1.868009245940537586e-04 4.321886501998313257e-01 3.432369012717522150e-01 2.095071149677546207e-01 1.183112713887657652e-01 8.424596170070880463e-01 1.065052685566842960e+00 8.846466479693551044e-01 5.914820014069014364e-01 1.687263721154717757e+02 1.186216096508922959e+02 1.266470111867606221e+02 1.194321226033455190e+02 1.499756948815644648e+02 1.271870262735379669e+02 1.245447001003072103e+02 1.224819450426994649e+02 1.388219310390843475e+02 1.341995594175328677e+02 1.345439826582007470e+02 1.224373760661468964e+02 1.245932726901285292e+02 1.242983453303715748e+02 1.275427154156872120e+02 1.255605143957273242e+02 1.166066838668706973e+00 5.252998857853057313e-01 6.346028227941931110e-01 1.202592270925029405e+00 3.364437577301482851e-01 1.395077817143715038e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.245932726901285150e+02 1.242983453303715891e+02 1.275427154156872263e+02 1.255605143957273242e+02 3.000000000000000000e+00 5.255372574186898404e-01 1.051173811112095846e+00 2.699900703725283790e+00 8.136015900745323457e-05 1.131853386231014835e-01 4.911631321983868648e-01 5.755781834541269237e-01 3.914997388304296555e-01 7.541510607542235567e-01 9.665999498281665492e-01 9.389358294684759798e-01 1.023096329804887628e+00 1.189535058856407375e+02 1.185885615915925939e+02 1.239137901230907772e+02 1.200334429366258604e+02 1.223597494783319632e+02 1.236772511543766626e+02 1.215132926266004887e+02 1.176483432775500120e+02 1.293843332296997062e+02 1.231683021929663369e+02 1.253681079635055227e+02 1.191840483230923979e+02 1.205338749325110683e+02 1.206465160260976006e+02 1.238681646182994029e+02 1.228098453754587069e+02 1.283583318178009636e+00 3.112990786493736173e-01 4.980147409544443682e-01 1.162721504034980535e+00 4.054729491498954563e-01 1.166090700471059893e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.205338749325110683e+02 1.206465160260976006e+02 1.238681646182993887e+02 1.228098453754587212e+02 3.000000000000000000e+00 5.328051226609207269e-01 1.047235949356606799e+00 2.718374295965234833e+00 7.540835564959031073e-05 5.847911153817327706e-02 5.584744012732529850e-01 6.306525216956000435e-01 4.551878555935698900e-01 5.227474159492704331e-01 1.165203282616060099e+00 1.134202516398917338e+00 1.096491192609959420e+00 1.136852188506204726e+02 1.154619777011079265e+02 1.207212944431756085e+02 1.177062834365074622e+02 1.183751487614196378e+02 1.195960106177053603e+02 1.169757267655823227e+02 1.157597880445440524e+02 1.231518820745874052e+02 1.189508595715611534e+02 1.207176136872278818e+02 1.170604571171415529e+02 1.179726030828105934e+02 1.188503783513802574e+02 1.219524705383210943e+02 1.200022711919496174e+02 1.103429425187901103e+00 4.741606094344364974e-01 3.411393588723007908e-01 9.221741486394791076e-01 5.008011816442164976e-01 1.402763988310145038e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.231518820745874052e+02 1.189508595715611534e+02 1.207176136872278960e+02 1.170604571171415529e+02 2.000000000000000000e+00 3.585794935664425864e-01 9.115453356733599355e-01 2.505613651459525304e+00 5.364335511103315699e-05 2.340035819716604626e-01 3.802294610853894641e-01 3.042085749335962652e-01 4.580211719610829957e-01 6.707781036991542489e-01 1.175200486719529369e+00 1.005587156323274778e+00 1.025595929045902244e+00 1.251298642538298225e+02 1.061265489208228701e+02 1.022999850559636741e+02 1.067090154647996059e+02 1.186918865138679280e+02 1.164926271111514495e+02 1.190344529023813465e+02 1.027210704461805477e+02 1.394252316637456204e+02 1.253626485243688080e+02 1.215852737662468002e+02 1.090675652649926946e+02 1.242287439085393999e+02 1.128098479218974575e+02 1.172372632167133162e+02 1.167801601101664204e+02 1.526065982126216580e+00 9.103947201049175098e-01 5.665038846093061187e-01 4.261473392193443566e+00 1.470150571370376358e-01 1.362694548859256116e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.394252316637456204e+02 1.253626485243688080e+02 1.215852737662468002e+02 1.090675652649926946e+02 2.000000000000000000e+00 -2.755117638604431818e-02 3.167537893977450114e-01 2.328143857830166752e+00 6.069932639233023282e-05 2.720737852092647291e-01 5.220689563710296799e-01 2.094430512021969448e-01 3.247139040902551899e-01 7.748692775263745780e-01 1.055400281003326501e+00 7.893305715698005764e-01 9.529966377817562506e-01 1.499361737716152163e+02 1.106011824259766598e+02 1.152951323472877618e+02 1.019968689819240097e+02 1.485800808371966184e+02 1.303729305802280010e+02 1.240715658491866549e+02 9.794877851335216690e+01 1.469005829193523311e+02 1.280928869180480376e+02 1.401958619989001988e+02 1.040755417281138904e+02 1.401618239006800195e+02 1.205947243171037826e+02 1.244999415800147631e+02 1.147614233181506478e+02 2.455604481873660205e+00 1.112046558821712106e+00 3.900994372884462047e-01 1.979930785017498529e+00 4.620227536840881832e-01 2.445495978758396305e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
