# w_1 w_2 w_3 w_4 DS VF CB_L CB_U R_DIFF c_1 c_2 c_3 c_4 u_1 u_2 u_3 u_4 fut_util_1_1 fut_util_1_2 fut_util_1_3 fut_util_1_4 fut_util_2_1 fut_util_2_2 fut_util_2_3 fut_util_2_4 fut_util_3_1 fut_util_3_2 fut_util_3_3 fut_util_3_4 fut_util_4_1 fut_util_4_2 fut_util_4_3 fut_util_4_4 mu_2_2 mu_3_2 mu_4_2 mu_3_3 mu_4_3 mu_4_4 pen_1 pen_2 pen_3 pen_4 pen_u_1 pen_u_2 pen_u_3 pen_u_4 
1.615979038880107908e+02 1.203248216357845592e+02 1.637347869862601328e+02 9.974328116011461987e+01 2.000000000000000000e+00 -4.440143466120906046e-01 -2.337106495984758725e-01 2.045681956374294952e+00 5.951398617199310936e-06 3.230417478380080976e-01 5.658200741349752594e-01 3.482855118078990730e-01 4.633233253654339134e-01 7.781407312916652774e-01 1.128681733154497602e+00 8.070648561559355949e-01 9.601274168475824045e-01 1.510117878847646296e+02 1.186925825266207823e+02 1.441750155396392472e+02 1.051195146297163916e+02 1.693960214384127028e+02 1.520077947675909797e+02 1.337652658636774845e+02 1.039885768952979248e+02 1.595795920143988269e+02 1.367532728446139743e+02 1.795991585697063897e+02 1.021665666361109999e+02 1.572693054211976573e+02 1.343994921645296472e+02 1.391608980865880767e+02 1.187638771175057428e+02 2.660736522329851361e+00 9.087479913697070755e-01 4.690014773696097317e-01 1.441541674998232825e+00 4.682417120691209078e-01 2.686500182205867837e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.572693054211976573e+02 1.343994921645296472e+02 1.391608980865880767e+02 1.187638771175057428e+02 3.000000000000000000e+00 1.416256895457939091e-01 5.236035522379958174e-01 2.459647826853592179e+00 9.810620659649373629e-05 5.438499753804619807e-01 4.448375317376106475e-01 3.677123412085262499e-01 1.810204077036782766e-01 8.903804057508276637e-01 1.052091310402757607e+00 9.145102616092084524e-01 6.862984585697790019e-01 1.702925413406392749e+02 1.183615831467383970e+02 1.299531530122845879e+02 1.197737107256160698e+02 1.505004531903904024e+02 1.329546628728029134e+02 1.302282409631691564e+02 1.216156440869630018e+02 1.422442905343206974e+02 1.378075253403503098e+02 1.470184320890242304e+02 1.216340552749075670e+02 1.311998050824997506e+02 1.264664228407770281e+02 1.294980631640507056e+02 1.292238638134961661e+02 1.178421175569093871e+00 5.172601432617678352e-01 9.383898444316147724e-01 1.210817555576586102e+00 4.336840723843285450e-01 1.428345539879783077e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.311998050824997506e+02 1.264664228407770281e+02 1.294980631640507056e+02 1.292238638134961661e+02 3.000000000000000000e+00 5.535317433892801287e-01 1.163111250084622128e+00 2.643952236693938307e+00 9.933940971867853220e-05 1.816249581601743768e-01 2.600545520840878422e-01 4.258774696043908792e-01 3.697196549641401098e-01 8.801160938537899714e-01 7.312291942832789271e-01 7.565899858072341333e-01 1.079129229370392906e+00 1.326304908113064016e+02 1.197480260376585903e+02 1.249154673799895505e+02 1.249525288508783802e+02 1.286474118460326963e+02 1.230398121259303537e+02 1.250801623989648874e+02 1.231287650804982405e+02 1.344769999782953107e+02 1.274292068226023815e+02 1.277043957877592959e+02 1.244986531143595840e+02 1.250167574737146481e+02 1.247169935669738123e+02 1.277019263484107228e+02 1.283399887446418290e+02 1.435305072612136579e+00 2.143994667720689751e-01 5.297542414115711251e-01 1.181922356858363221e+00 1.940785250289272235e-01 1.007144460625830629e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.286474118460326963e+02 1.230398121259303537e+02 1.250801623989648874e+02 1.231287650804982405e+02 1.000000000000000000e+00 2.455305241479177614e-01 1.057588710219620864e+00 2.133472338076214836e+00 1.705600203718435825e-04 3.952313872742313494e-01 5.407135440633856760e-01 2.159440141655577516e-01 1.725564296510371243e-01 9.896665351231244134e-01 1.267641991040869387e+00 9.942820779112111484e-01 7.196660782135150258e-01 1.306295675527628930e+02 1.159082564504858937e+02 1.195183307748071826e+02 1.183699751321649813e+02 1.183818904452376444e+02 1.192993907567110767e+02 1.181101696457390489e+02 1.194910757783481898e+02 1.322246235043708680e+02 1.252912910851349721e+02 1.243287394946966629e+02 1.215909004403554832e+02 1.327204660179083930e+02 1.219755041861474609e+02 1.284163683979086557e+02 1.254040917902914316e+02 1.345386512277550350e+00 4.504893575331632150e-01 5.059182830303753375e-01 1.215006867474176744e+00 6.799221956526692034e-01 1.442467615585440122e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.183818904452376444e+02 1.192993907567110767e+02 1.181101696457390489e+02 1.194910757783481898e+02 1.000000000000000000e+00 4.078567484569570745e-01 1.301105184953887939e+00 2.214608311960026388e+00 5.701150465122726700e-05 4.919424907909741851e-02 3.106889934883600990e-01 3.207564113800458472e-01 4.316553485822449687e-01 3.970025302374649012e-01 9.855756131175683610e-01 1.130146854126040656e+00 1.156168367779335959e+00 1.185516681027403507e+02 1.138644803250964799e+02 1.155139118664165636e+02 1.160471825494199720e+02 1.167410977783081591e+02 1.174505178687441713e+02 1.155911100496887940e+02 1.176426706211484117e+02 1.195139521735185042e+02 1.197804542107942183e+02 1.169787137034190607e+02 1.176362706156087654e+02 1.226083848162402177e+02 1.181268908042799239e+02 1.224794745095231008e+02 1.202396350389788040e+02 1.030881818893550017e+00 5.380835225742974792e-01 4.139983907473870350e-01 1.441362125205321920e+00 3.079930170192007877e-01 1.757449757791158307e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.167410977783081591e+02 1.174505178687441713e+02 1.155911100496887940e+02 1.176426706211484259e+02 1.000000000000000000e+00 4.010123135389036531e-01 1.340608709722796998e+00 2.161415917355010485e+00 2.282400951349765602e-05 4.816828880362533649e-02 2.905003744078638039e-01 3.384521798270399007e-01 5.003310397383404773e-01 2.109342416893984218e-01 9.539700283844736450e-01 1.128070045542635791e+00 1.272156534632613134e+00 1.170402084193217007e+02 1.133218973104119129e+02 1.142048473425388835e+02 1.149933024855278063e+02 1.162365508092621837e+02 1.172629733042544302e+02 1.134445650069752247e+02 1.161834036217127419e+02 1.179999843179740253e+02 1.190601086720186430e+02 1.148103336169404258e+02 1.159317029212398040e+02 1.217881084247581782e+02 1.169429479721432585e+02 1.212742330760056291e+02 1.186048776610602431e+02 9.877079409165367974e-01 5.876514509939185782e-01 3.674378131349829713e-01 1.478523547708294972e+00 2.086611918992215819e-01 1.916126477537273276e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.217881084247581782e+02 1.169429479721432443e+02 1.212742330760056291e+02 1.186048776610602573e+02 3.000000000000000000e+00 4.541823221576506420e-01 9.766418115345187889e-01 2.631722832780782895e+00 3.684645594015905349e-05 7.164413634457657276e-02 3.627342797201880686e-01 4.407255220372325866e-01 5.466863116512608034e-01 5.079763068155719319e-01 1.025998338568005597e+00 1.086942545284166561e+00 1.212500968508469557e+00 1.230412237973011145e+02 1.088491441264830826e+02 1.194898357739009356e+02 1.138087481633392599e+02 1.241027287671507509e+02 1.168533264828776339e+02 1.120544988698681550e+02 1.110073514462114730e+02 1.261576127323319980e+02 1.215680530760638902e+02 1.221489632397151013e+02 1.123611964178123657e+02 1.189726766927497152e+02 1.199432146837448983e+02 1.224062465875718289e+02 1.195043811467218973e+02 1.143441849187517567e+00 6.468172490748763659e-01 3.293230863989312085e-01 7.358704689140470601e-01 3.815428054373291578e-01 1.513608189542607896e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.189726766927497152e+02 1.199432146837448983e+02 1.224062465875718289e+02 1.195043811467218831e+02 3.000000000000000000e+00 5.033984776478961365e-01 1.072377767570772633e+00 2.634419187725019817e+00 4.293304986113670088e-05 2.789653916114987614e-02 4.416703695017119013e-01 4.942597580733186780e-01 5.466525536466383395e-01 3.899956949447566101e-01 1.167526960381542134e+00 1.167587321142483425e+00 1.160116547481590876e+00 1.133095534778997688e+02 1.158138972861342921e+02 1.201563061171178788e+02 1.152159082760006896e+02 1.181684606074619950e+02 1.206653139001023476e+02 1.164580270471937808e+02 1.137202329321031442e+02 1.213314628304578378e+02 1.191478905855689305e+02 1.207601174703530376e+02 1.147007242185135141e+02 1.158819618818667152e+02 1.169187882104278060e+02 1.199376947141365974e+02 1.170801344046345775e+02 1.036069677020803992e+00 5.434882099227621444e-01 2.618418575063686804e-01 7.476972120074806272e-01 5.227908373714380552e-01 1.494097206539982903e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.213314628304578378e+02 1.191478905855689163e+02 1.207601174703530234e+02 1.147007242185134999e+02 2.000000000000000000e+00 3.054418513312091576e-01 8.660675130974307967e-01 2.444816189564987585e+00 3.833086094915183549e-05 1.803016989590607577e-01 4.143580298570179732e-01 3.217202395898098310e-01 4.602688580934797824e-01 5.464087943630093758e-01 1.186082877775534339e+00 9.732851430590324648e-01 1.028707840558140019e+00 1.218585538187583097e+02 1.032645416700345322e+02 9.704691490293583911e+01 9.935540096916032837e+01 1.167207147746388500e+02 1.193426362780938064e+02 1.203101414237668365e+02 9.315571268364000446e+01 1.505025570302206290e+02 1.288604170889935574e+02 1.248449565930822729e+02 1.026070914572925830e+02 1.273238647753207147e+02 1.088971403496080228e+02 1.137264171819357585e+02 1.127515280868302483e+02 1.444524942183151195e+00 5.957914728305199192e-01 6.198468486299495428e-01 6.855229486270303596e+00 1.672289483434998558e-01 1.324570371750778186e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.505025570302206290e+02 1.288604170889935574e+02 1.248449565930822729e+02 1.026070914572925830e+02 2.000000000000000000e+00 -2.019940986966144436e-01 1.134406466055508655e-01 2.182571156001220203e+00 3.190584349800401533e-05 3.773429239261443247e-01 5.579344314608458699e-01 2.265767809414419298e-01 3.223525258092230783e-01 8.483402702039859467e-01 1.071733171316480382e+00 7.535724882750575171e-01 8.703913896561010777e-01 1.639123152639059811e+02 1.154089938872430281e+02 1.294116989566316533e+02 1.020718973723932521e+02 1.631667985864387163e+02 1.365189962648880737e+02 1.294889917101690742e+02 1.010595776817771849e+02 1.393677366971210461e+02 1.238112699744759482e+02 1.525302843281909020e+02 1.033692824947410855e+02 1.482879967252759172e+02 1.283834323792766554e+02 1.287664901699414202e+02 1.127423541198689776e+02 2.534615146969553479e+00 1.340474119280727239e+00 4.116500165260289501e-01 1.434335506257856441e+00 4.301500482541240622e-01 2.511253288816422291e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.393677366971210461e+02 1.238112699744759624e+02 1.525302843281909020e+02 1.033692824947410855e+02 2.000000000000000000e+00 -3.964249180461026922e-01 -5.946721673610666503e-02 1.966617380643901569e+00 4.011213299676769888e-06 2.300983930947232137e-01 5.397419471164621729e-01 2.783863428236285631e-01 3.142317335006692969e-01 7.514016980228375164e-01 9.971060825082499468e-01 7.705502563427654161e-01 8.534565315581608136e-01 1.407605272080868133e+02 1.128553156684286876e+02 1.547137228973655567e+02 9.375527471148275538e+01 2.014670799788476927e+02 1.456775702405666095e+02 9.157483582522725385e+01 6.721936866076943318e+01 1.818504789623596025e+02 9.856800211981939697e+01 1.794602513127865109e+02 9.439459432098662717e+01 1.635106349019816321e+02 1.049546098571035628e+02 1.145585215206058365e+02 1.041680494773375045e+02 2.260556070200134826e+00 1.081392410128590553e+00 4.891326588412964194e-01 1.331675468153163511e+00 5.974040503765198906e-01 2.349232629322364652e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.818504789623596025e+02 9.856800211981939697e+01 1.794602513127865109e+02 9.439459432098662717e+01 2.000000000000000000e+00 -4.576093363787728796e-01 -2.572883997547242840e-01 2.042069726997178591e+00 6.006676388200769596e-06 3.888788207119071583e-01 5.658200741349752594e-01 3.634659948703815036e-01 4.796194761740542600e-01 7.781407312916652774e-01 1.128681733154497602e+00 8.070648561559355949e-01 9.601274168475824045e-01 1.506005342251096693e+02 1.195450482211961969e+02 1.419389512822262134e+02 1.064578313119802289e+02 1.671993120138587585e+02 1.550218961696100735e+02 1.384883416504330285e+02 1.084710626439899812e+02 1.575475422962701941e+02 1.412927758919371115e+02 1.793459291126158064e+02 1.036244972342814350e+02 1.567547494909806005e+02 1.384749848053712640e+02 1.427406753260878531e+02 1.211341536929370051e+02 2.660736522329851361e+00 9.087479913697070755e-01 4.690014773696097317e-01 1.441541674998232825e+00 4.682417120691209078e-01 2.686500182205867837e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.575475422962701941e+02 1.412927758919371115e+02 1.793459291126158064e+02 1.036244972342814350e+02 2.000000000000000000e+00 -4.613291870540846551e-01 -2.471680541295678823e-01 2.024509680021398861e+00 1.345783226244731859e-05 3.165085607801011447e-01 5.658200741349752594e-01 3.295030771551658577e-01 4.589467876665843105e-01 7.781407312916652774e-01 1.128681733154497602e+00 8.070648561559355949e-01 9.601274168475824045e-01 1.499571289830224430e+02 1.176727813186240326e+02 1.440760666576491360e+02 1.049446617793384604e+02 1.695336463532102300e+02 1.527866719394068298e+02 1.348452212918126065e+02 1.041930380788852659e+02 1.607576477296479993e+02 1.359843649283146476e+02 1.821345521180855371e+02 9.672469536100074095e+01 1.561688533227246012e+02 1.361786627956174698e+02 1.387497442657238480e+02 1.178207641861784651e+02 2.660736522329851361e+00 9.087479913697070755e-01 4.690014773696097317e-01 1.441541674998232825e+00 4.682417120691209078e-01 2.686500182205867837e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.607576477296479993e+02 1.359843649283146476e+02 1.821345521180855371e+02 9.672469536100074095e+01 2.000000000000000000e+00 -4.655280581623285618e-01 -2.618730824099838594e-01 2.030816966085327024e+00 9.250528752561252392e-06 3.455158169670298207e-01 5.658200741349752594e-01 3.539303222753346634e-01 4.767561548988002440e-01 7.781407312916652774e-01 1.128681733154497602e+00 8.070648561559355949e-01 9.601274168475824045e-01 1.506923290403088629e+02 1.185247082165672907e+02 1.426883301809779425e+02 1.056518188900942761e+02 1.678291380184874981e+02 1.538258801380874559e+02 1.369841729304430942e+02 1.067233546809251408e+02 1.583313512830117702e+02 1.398138956225487561e+02 1.806290695221169358e+02 1.018834620247495337e+02 1.568011983280802610e+02 1.378658903063757180e+02 1.414457916575238414e+02 1.195913513299695552e+02 2.660736522329851361e+00 9.087479913697070755e-01 4.690014773696097317e-01 1.441541674998232825e+00 4.682417120691209078e-01 2.686500182205867837e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.583313512830117702e+02 1.398138956225487561e+02 1.806290695221169358e+02 1.018834620247495337e+02 2.000000000000000000e+00 -4.606031059641301217e-01 -2.508664294809946904e-01 2.029660217552734736e+00 1.208535180535051910e-05 3.258917521575570575e-01 5.658200741349752594e-01 3.372218538056010462e-01 4.663767827067848981e-01 7.781407312916652774e-01 1.128681733154497602e+00 8.070648561559355949e-01 9.601274168475824045e-01 1.501816715445000625e+02 1.177155925750424501e+02 1.436643867287594105e+02 1.053654794236094432e+02 1.689674394666361934e+02 1.529889730243318411e+02 1.354899560071432347e+02 1.052138409437224169e+02 1.598842866077896474e+02 1.371997392745230115e+02 1.815964662290235196e+02 9.884976569011645608e+01 1.565022714719697774e+02 1.368323270838578765e+02 1.397871236355200608e+02 1.186095088160617053e+02 2.660736522329851361e+00 9.087479913697070755e-01 4.690014773696097317e-01 1.441541674998232825e+00 4.682417120691209078e-01 2.686500182205867837e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.598842866077896474e+02 1.371997392745230115e+02 1.815964662290235196e+02 9.884976569011645608e+01 2.000000000000000000e+00 -4.623391497429748531e-01 -2.569548867352767774e-01 2.032276587249327360e+00 1.022833490878012239e-05 3.381256543296338180e-01 5.658200741349752594e-01 3.482225445303727684e-01 4.737199668729015767e-01 7.781407312916652774e-01 1.128681733154497602e+00 8.070648561559355949e-01 9.601274168475824045e-01 1.505091609529789309e+02 1.181654612461814793e+02 1.430674569081795937e+02 1.056677295123767664e+02 1.681708838042310674e+02 1.534678275513115580e+02 1.363990044864430615e+02 1.062948203557310904e+02 1.588172248776045876e+02 1.389030645434257565e+02 1.808924461176827094e+02 1.010395011057304515e+02 1.567601873689359877e+02 1.374656991660218637e+02 1.409626364216220509e+02 1.193881447085619385e+02 2.660736522329851361e+00 9.087479913697070755e-01 4.690014773696097317e-01 1.441541674998232825e+00 4.682417120691209078e-01 2.686500182205867837e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.567601873689359877e+02 1.374656991660218637e+02 1.409626364216220509e+02 1.193881447085619385e+02 3.000000000000000000e+00 1.178215490999343640e-01 4.967758589967703475e-01 2.438867239203098336e+00 1.007558913324195277e-04 6.547232636277579010e-01 4.182741723495343455e-01 3.629235200223396296e-01 1.555705767028840725e-01 1.012221558520741471e+00 9.589260518709707970e-01 8.248426633263670205e-01 6.935149691326120136e-01 1.671181478211904903e+02 1.236565347279025247e+02 1.307171527298518754e+02 1.181945291433817857e+02 1.486895339248025891e+02 1.380408475600253837e+02 1.329765927883633481e+02 1.202668285506675687e+02 1.416068307950480971e+02 1.373250909802382864e+02 1.498403254139767569e+02 1.209360392991441699e+02 1.310375302565975915e+02 1.245548101099608402e+02 1.279738173951789122e+02 1.277789222614911893e+02 1.236696625307194930e+00 5.559779768577015613e-01 1.137282306539761922e+00 1.277422651349859439e+00 4.564212218616377492e-01 1.465241687776585922e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.310375302565975915e+02 1.245548101099608402e+02 1.279738173951789264e+02 1.277789222614911893e+02 3.000000000000000000e+00 5.307082957395530265e-01 1.098179163808822079e+00 2.663237427670284152e+00 1.051952139998811006e-04 1.787646431422531823e-01 2.592477382527932361e-01 4.249289567553194980e-01 3.710577116039006640e-01 8.780639766733314699e-01 7.639734754935489924e-01 7.582513087140071439e-01 1.069429694021121202e+00 1.335680848941893544e+02 1.155486600903158489e+02 1.228366289182460349e+02 1.226624475971975130e+02 1.289066195539425053e+02 1.197383155274384876e+02 1.209815257482268862e+02 1.203614044992963130e+02 1.338310049319428856e+02 1.258258435294304007e+02 1.255379589904380708e+02 1.219941094300016715e+02 1.244351467193136074e+02 1.244744373645358735e+02 1.273692020466336743e+02 1.270477582679265538e+02 1.423693950585484647e+00 2.822387273634228699e-01 5.463861353473112858e-01 1.161608140875135975e+00 2.449826679460488377e-01 1.093189794724514163e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.244351467193136216e+02 1.244744373645358735e+02 1.273692020466336601e+02 1.270477582679265538e+02 3.000000000000000000e+00 5.466114300526569991e-01 1.090670303237440741e+00 2.702552556867873434e+00 8.783405286179218657e-05 1.235510220841201101e-01 5.056647488644504529e-01 5.977135148874015425e-01 3.823076049611500160e-01 7.731252571205342594e-01 9.396652449407231211e-01 9.185421340959172287e-01 1.015373746581313519e+00 1.184874145516607911e+02 1.191917965469474296e+02 1.235379258781149190e+02 1.220711773374372626e+02 1.214666695085375068e+02 1.234232391821112031e+02 1.219133208502644408e+02 1.197100617217117104e+02 1.287092658405113070e+02 1.227239788778341989e+02 1.244748149298293214e+02 1.209966649014184128e+02 1.219289166253019800e+02 1.219277388080337943e+02 1.252657377175471396e+02 1.248950766300557120e+02 1.274122446618739968e+00 2.933448597853172135e-01 4.622147385502223815e-01 1.199469187632066225e+00 3.694829571291766701e-01 1.132935760489050647e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.219289166253019943e+02 1.219277388080337801e+02 1.252657377175471396e+02 1.248950766300556978e+02 3.000000000000000000e+00 5.417970387419979161e-01 1.044493287639259194e+00 2.739100789844736816e+00 8.863564846014218524e-05 8.503968174255592538e-02 5.802612170565512040e-01 6.682586249420534585e-01 4.015937040833738036e-01 6.354667211676795491e-01 1.105139867846608670e+00 1.055154000212854326e+00 1.045618401019623889e+00 1.149162448621730732e+02 1.163338083721403393e+02 1.216624703542929069e+02 1.196630099227899962e+02 1.191598310139718961e+02 1.203906420468792078e+02 1.184365051465871232e+02 1.174161030241504591e+02 1.251988362641895236e+02 1.199655339900735669e+02 1.217571528680948632e+02 1.188602815041139991e+02 1.197967660622360881e+02 1.203891548365352264e+02 1.235906826541599486e+02 1.222778762700241089e+02 1.166795013384151147e+00 4.048955324078374884e-01 3.955899806736997149e-01 1.059021017443441570e+00 4.694796728075593673e-01 1.304828138119491054e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.197967660622360881e+02 1.203891548365352264e+02 1.235906826541599628e+02 1.222778762700241089e+02 3.000000000000000000e+00 5.342723849141988168e-01 1.062480519741932916e+00 2.706064250086464895e+00 6.919155952958685671e-05 4.798710882217727125e-02 5.618437485333412917e-01 6.234484830426276769e-01 4.727093555687392756e-01 4.787678378202702700e-01 1.192875531468192474e+00 1.170327495119236838e+00 1.115001614156414078e+00 1.127320015849791730e+02 1.156797191000497946e+02 1.206598744733743160e+02 1.174174192213123007e+02 1.178125229244784578e+02 1.197026768743066327e+02 1.170851526186829261e+02 1.156147531489654483e+02 1.223538208807231769e+02 1.186451130667987997e+02 1.206221557957840815e+02 1.168565602319018808e+02 1.173595867426769388e+02 1.183053161129278976e+02 1.213981632841008178e+02 1.194077843451976548e+02 1.076508436463515128e+00 4.869312522993354264e-01 3.168440027095477673e-01 8.787095893082317311e-01 5.084187120959919870e-01 1.426870299592773561e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.173595867426769246e+02 1.183053161129278976e+02 1.213981632841008320e+02 1.194077843451976548e+02 3.000000000000000000e+00 5.437928030883023567e-01 1.202869112303111443e+00 2.584716493873493448e+00 2.890545693215197518e-05 1.798684679305344314e-02 4.132104073132698008e-01 5.035807001063064003e-01 5.916313180223534696e-01 3.033232724284450899e-01 1.150055003800432907e+00 1.258834330097567511e+00 1.299047295901418098e+00 1.129944281225114651e+02 1.153019088211829910e+02 1.196762863256300591e+02 1.164239224873670935e+02 1.168880000003149036e+02 1.186749564522673239e+02 1.169193998467771110e+02 1.152826593616395172e+02 1.193230586066633521e+02 1.178919046888347566e+02 1.200510075650072679e+02 1.160620469663097083e+02 1.156914082908259331e+02 1.167183302034687671e+02 1.195653037928664020e+02 1.177894211219264378e+02 1.003682535695637368e+00 6.134967775376566346e-01 1.863978583318315341e-01 5.834330395822993065e-01 3.857851264961643656e-01 1.535866874197389320e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.193230586066633521e+02 1.178919046888347566e+02 1.200510075650072679e+02 1.160620469663097083e+02 2.000000000000000000e+00 4.011082325135557625e-01 1.046816288012734075e+00 2.455400177014377405e+00 2.766287493883975632e-05 1.374091113312327639e-01 3.690050198256631386e-01 3.646413407099062254e-01 5.239787212829780660e-01 4.163527398772348675e-01 1.116126377401381431e+00 1.081279232450724548e+00 1.191789007960417424e+00 1.197239289727230016e+02 1.064081314343224847e+02 1.027235532429940008e+02 1.050303095351037683e+02 1.155779487514714674e+02 1.174687209564787054e+02 1.196887165822294747e+02 1.007818413868539409e+02 1.399228303612528066e+02 1.250395646483798089e+02 1.223973659180841622e+02 1.074038309009880692e+02 1.233993946022845449e+02 1.109459336110946595e+02 1.150566200350538679e+02 1.145757230023867947e+02 1.249010884699308432e+00 4.383795423488013321e-01 7.765882459900799173e-01 4.894681584901759308e+00 1.511551590918227272e-01 1.073364003419502222e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.399228303612528066e+02 1.250395646483798231e+02 1.223973659180841622e+02 1.074038309009880834e+02 2.000000000000000000e+00 -6.881378573437446633e-02 2.600087919665505787e-01 2.302363636564700666e+00 5.322607883820685887e-05 2.766788552093502052e-01 5.362231391726550722e-01 2.135399503269738986e-01 3.137333995348193239e-01 7.739015548559164959e-01 1.066787867516723276e+00 7.922766812058000818e-01 9.506594559696044389e-01 1.504224960727108567e+02 1.099367835896143362e+02 1.163984736309859898e+02 1.002395125129428521e+02 1.505589499275327796e+02 1.315535480209420029e+02 1.254591328734989730e+02 9.589459328657581239e+01 1.502022531484196008e+02 1.293229197523063476e+02 1.437131818781883226e+02 1.024863669953425216e+02 1.424079325515552910e+02 1.207612844698496133e+02 1.246353893783621061e+02 1.137387439747549109e+02 2.503316900654030341e+00 9.936693733365550285e-01 4.082112735523316660e-01 2.033235021534814280e+00 4.655566079271984403e-01 2.501588637531201975e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
