# w_1 w_2 w_3 w_4 DS VF CB_L CB_U R_DIFF c_1 c_2 c_3 c_4 u_1 u_2 u_3 u_4 fut_util_1_1 fut_util_1_2 fut_util_1_3 fut_util_1_4 fut_util_2_1 fut_util_2_2 fut_util_2_3 fut_util_2_4 fut_util_3_1 fut_util_3_2 fut_util_3_3 fut_util_3_4 fut_util_4_1 fut_util_4_2 fut_util_4_3 fut_util_4_4 pen_1 pen_2 pen_3 pen_4 pen_u_1 pen_u_2 pen_u_3 pen_u_4 
1.429717663898794910e+02 1.528162156224550188e+02 1.417217872627076929e+02 1.038065446977283841e+02 3.000000000000000000e+00 -4.990609841480694309e-01 1.866824842986007926e-01 1.515195547405260523e+00 3.496496166607180667e-05 5.490904117338430979e-01 5.513120922623887532e-01 5.511116090067377238e-01 4.991803705220062004e-01 7.864689955934266452e-01 9.264825702951104969e-01 7.982348056542738490e-01 1.024198454077934750e+00 1.506265194631773738e+02 1.435563333478262109e+02 1.357948048720993199e+02 8.740157434049390872e+01 1.512707982922941596e+02 1.619187141433652641e+02 1.347200855048976109e+02 8.475267126925655248e+01 1.550168535527849087e+02 1.350469077156728304e+02 1.609606757564112343e+02 8.724454965629857384e+01 1.490386062927584305e+02 1.542693527062669716e+02 1.305261099765230313e+02 9.195631918767224988e+01 2.435672326229728624e-01 1.083102550352095933e-01 1.580124427613790183e-01 4.831298246355956394e+00 3.511692007463203535e-01 1.102688623224951092e+00 1.388445067237409347e+00 4.269816764276843264e-03
1.550168535527849087e+02 1.350469077156728304e+02 1.609606757564112343e+02 8.724454965629857384e+01 2.000000000000000000e+00 -8.536088973085653731e-01 -3.984387701321068787e-01 1.391220975514976255e+00 4.535517832663940762e-07 1.965811810657533965e-01 3.475457357453002327e-01 0.000000000000000000e+00 4.701903562688504179e-01 7.157619696375804308e-01 8.872596288427043731e-01 1.073458744895239292e+00 9.729329297249932340e-01 1.518573773429676805e+02 1.331025779122367396e+02 1.617883160680323726e+02 4.990083572244991217e+01 1.484756701280761604e+02 1.540180555229883339e+02 1.627806087428284059e+02 5.152151836188243550e+01 1.312483864023454601e+02 1.136271946852809975e+02 2.055251397123498975e+02 5.612564258600283296e+01 1.395716114713217451e+02 1.272224349768795264e+02 1.635588435547424808e+02 6.526639412910388671e+01 3.740236633738887040e-01 1.704040322013667397e-01 2.927594095266537923e-10 7.662884454111420496e+00 3.312910075617967465e-01 6.917401258154730337e-02 5.496628955354708523e+00 4.528489639997250633e-03
1.395716114713217451e+02 1.272224349768795264e+02 1.635588435547424808e+02 6.526639412910388671e+01 3.000000000000000000e+00 -1.126575387339112666e+00 -4.278825700825377720e-01 8.747317954043125621e-01 2.010622985810181799e-05 2.072366569470186770e-01 3.353748937864825530e-01 1.786152785717730063e-01 4.991803705220062004e-01 7.234712910908275285e-01 8.482571552563127337e-01 7.285601430332246942e-01 9.893836853244606377e-01 1.342395267575544722e+02 1.308203533201867401e+02 1.520679396967901482e+02 3.395814311884328163e+01 1.357291234023784341e+02 1.575429298601442270e+02 1.434471504097737125e+02 3.089691703437627979e+01 1.369737580537060069e+02 1.253316985737706659e+02 2.049289022906976641e+02 3.363236467420463072e+01 1.356686866708392927e+02 1.567530019175150926e+02 1.912816495449991976e+02 3.790427353151218171e+01 2.306710455197958920e-01 1.025755374207258513e-01 1.496461329869088475e-01 5.423750842863668709e+00 3.325757976815857941e-01 1.044304419639546344e+00 1.314930880699822779e+00 4.043742308550699223e-03
1.369737580537060069e+02 1.253316985737706659e+02 2.049289022906976641e+02 3.363236467420463072e+01 2.000000000000000000e+00 -1.148587579268827152e+00 -6.330452113696332095e-01 1.035870052831979304e+00 3.786484029643501928e-08 1.476233489485654360e-01 2.552143612628436919e-01 1.824727513226381825e+00 4.737637934735631218e-01 6.206982385432985305e-01 8.298788163471968460e-01 1.483520862610639757e+00 1.086483603210963711e+00 1.290733381531035207e+02 1.334477183150912651e+02 1.864101938479627734e+02 3.468260001818114091e+01 1.413422326674323415e+02 1.571429269530480326e+02 1.874334299498180485e+02 3.582552981813129378e+01 1.299978774015636702e+02 1.219374140469511332e+02 2.453498624422040564e+02 3.217816432021182038e+01 1.408040100377646411e+02 1.332669304869997120e+02 1.879240898476207065e+02 3.896644234934611006e+01 3.205854552861336915e-01 1.460577487500905325e-01 2.793305123124846838e-10 1.550895754455133613e+01 2.839581793691312583e-01 5.929085375519492496e-02 5.038271269037011280e+00 3.881486829992318328e-03
1.299978774015636702e+02 1.219374140469511332e+02 2.453498624422040564e+02 3.217816432021182038e+01 2.000000000000000000e+00 -9.132581380993720632e-01 -5.188739643366990784e-01 1.392357688137955130e+00 7.745771120834698534e-08 2.747236103536585539e-01 3.547983750320742868e-01 2.000000000000000000e+00 5.369457146074160248e-01 7.530853832647709245e-01 9.133422811623663762e-01 1.164640362631764070e+00 9.893031416544043610e-01 1.423420696301689645e+02 1.281041180751709305e+02 1.711625629026740967e+02 7.132739873203358627e+01 1.399205118989721086e+02 1.487424230401356340e+02 1.722968835345060370e+02 7.254992781020472137e+01 1.375619631073788298e+02 1.345696883167010185e+02 2.112921989313306881e+02 6.681663737796992564e+01 1.379973127117401361e+02 1.350405052388998115e+02 1.721347286306861122e+02 7.913996877633887550e+01 3.977352457275231679e-01 1.812069562904084497e-01 3.113191679710853865e-10 8.479345045890639199e+00 3.522935129593509629e-01 7.355936424957675024e-02 6.071095722286713681e+00 4.815577505154784894e-03
1.375619631073788298e+02 1.345696883167010185e+02 2.112921989313306881e+02 6.681663737796992564e+01 2.000000000000000000e+00 -1.075603486517622498e+00 -5.992703460237105428e-01 1.148063372988465725e+00 6.782677928783280178e-08 2.106381932704775028e-01 2.835441604691184558e-01 1.640020197024601112e+00 5.385208929715482595e-01 6.630248226212679397e-01 8.598791631952611425e-01 1.347193912873527299e+00 1.211736802175638950e+00 1.258796287218062844e+02 1.352891862152551710e+02 1.851933315137506497e+02 3.780992239927210363e+01 1.380293488054837781e+02 1.609788974283653147e+02 1.862191453339544864e+02 3.882349656579051356e+01 1.168095378763487275e+02 1.214669467357016543e+02 2.397137839475719261e+02 3.422945125293829705e+01 1.351766407672824641e+02 1.326095933962084814e+02 1.859749881204574820e+02 4.201897123120125599e+01 3.499321643072460519e-01 1.594280192536692842e-01 3.269045911775565391e-10 1.077465009221698722e+01 3.099519914011938937e-01 6.471839705083502758e-02 5.380541774919151976e+00 4.236801987496073736e-03
1.168095378763487133e+02 1.214669467357016401e+02 2.397137839475718977e+02 3.422945125293829705e+01 2.000000000000000000e+00 -1.059545022937365522e+00 -5.756932888581058894e-01 1.156603242983375024e+00 4.061181337370529487e-08 3.169534477928961369e-01 2.450562348820359559e-01 2.000000000000000000e+00 6.626117608225269295e-01 7.827436200746767936e-01 8.463361105238682569e-01 1.389303380084699224e+00 1.255245430933283224e+00 1.232269952538363498e+02 1.226173676169405411e+02 1.892085172994717368e+02 4.991783035690006898e+01 1.318026359387889670e+02 1.436551318610312364e+02 1.894438781797137494e+02 5.073175081020300325e+01 1.327667059283906212e+02 1.261558235356569782e+02 2.313271209867277207e+02 4.664890336301635188e+01 1.319989452382431807e+02 1.261550154306110016e+02 1.894032708137875431e+02 5.530883863487857610e+01 3.433774914942643308e-01 1.564417304242041173e-01 2.687717422589829380e-10 1.268026922433087122e+01 3.041461978769408603e-01 6.350613943134374162e-02 8.991884879558707411e+00 4.157441266718996283e-03
1.327667059283906212e+02 1.261558235356569782e+02 2.313271209867277491e+02 4.664890336301635188e+01 2.000000000000000000e+00 -1.042648310358546215e+00 -6.239067807864617787e-01 1.238610160069369526e+00 4.201400479425862846e-08 2.839721406077015953e-01 2.999424851079941501e-01 2.000000000000000000e+00 5.117864712624439205e-01 7.526809011136238459e-01 9.125422966355127841e-01 1.167503788481342397e+00 9.927254637431356388e-01 1.321111309148926694e+02 1.285975104868747110e+02 1.801895101169704390e+02 5.558837729076121548e+01 1.374681434739043198e+02 1.506718403432898299e+02 1.808577884624560852e+02 5.667694873893946550e+01 1.342545748451407519e+02 1.297850576739037081e+02 2.243399802998264363e+02 5.211094191160594136e+01 1.366981741282480414e+02 1.336093525591158482e+02 1.794647290048123693e+02 6.170452943487250508e+01 3.970424866536232944e-01 1.808913373843863970e-01 3.111477695382981275e-10 8.524569453426821042e+00 3.516799024473673541e-01 7.343124154111189961e-02 6.086566822854507564e+00 4.807189928486850679e-03
1.342545748451407519e+02 1.297850576739037081e+02 2.243399802998264363e+02 5.211094191160594136e+01 2.000000000000000000e+00 -1.088205538021100871e+00 -6.521186888363077472e-01 1.175707612794105961e+00 3.251943457270037076e-08 2.495473108345147573e-01 2.709513869326709568e-01 2.000000000000000000e+00 5.957326488245865415e-01 7.266698368333360802e-01 9.018117252175432697e-01 1.211021380042398121e+00 1.043225332758997315e+00 1.291594802772452510e+02 1.312533940255203504e+02 1.826401111078141071e+02 4.803675497321004428e+01 1.377871087019364040e+02 1.547404507769237512e+02 1.833656758200980335e+02 4.904460404054682243e+01 1.322161187930448989e+02 1.278170278230058017e+02 2.309668007808321022e+02 4.484547802599916366e+01 1.363987289161799197e+02 1.345997927205912106e+02 1.803191997964517839e+02 5.326802737730647408e+01 3.865154570147650848e-01 1.760952550233184088e-01 3.178068329754031509e-10 9.008203038553247666e+00 3.423555986758106684e-01 7.148431425428568298e-02 5.756291034503135506e+00 4.679733984325741732e-03
1.322161187930448989e+02 1.278170278230058159e+02 2.309668007808321022e+02 4.484547802599916366e+01 2.000000000000000000e+00 -1.046346017270592732e+00 -6.261701796030954004e-01 1.233478145061910336e+00 4.008163388006079341e-08 2.750293803678411919e-01 2.942431808639640600e-01 2.000000000000000000e+00 5.219786892515222432e-01 7.517848128322780488e-01 9.126454494987950028e-01 1.167364014121679894e+00 9.925882982968313728e-01 1.322175465640309824e+02 1.289579044377668140e+02 1.801797271588640683e+02 5.513083529906343472e+01 1.377314330629421875e+02 1.511100690619707052e+02 1.808823093191793419e+02 5.620647659017480890e+01 1.343373012210547870e+02 1.297838881115816605e+02 2.247911674982396448e+02 5.168429349609794343e+01 1.367718816552511214e+02 1.339634699581333166e+02 1.793896283722562828e+02 6.117239733296289472e+01 3.970763659651252997e-01 1.809067726948703769e-01 3.115929198096816504e-10 8.512471662254611715e+00 3.517099110066101986e-01 7.343750736939301527e-02 6.060184884791198101e+00 4.807600122495582669e-03
1.343373012210547870e+02 1.297838881115816605e+02 2.247911674982396733e+02 5.168429349609794343e+01 2.000000000000000000e+00 -1.085229068363025462e+00 -6.510979507143382916e-01 1.180639813988287212e+00 3.253215493759038367e-08 2.503477456622316133e-01 2.710292387114678903e-01 2.000000000000000000e+00 5.942774148082877739e-01 7.288425261108616438e-01 9.031278971309308901e-01 1.205954571040341428e+00 1.037167346702112969e+00 1.295424364608954022e+02 1.311926026126503473e+02 1.823603969499751543e+02 4.862141797354278339e+01 1.378843543514410612e+02 1.546084535073086386e+02 1.830881703562945972e+02 4.963766520246715430e+01 1.324800481516258799e+02 1.280136235745389115e+02 2.304368816257595540e+02 4.541387841727458152e+01 1.364522932701935076e+02 1.347110257192948097e+02 1.800401419212782628e+02 5.392157001781131243e+01 3.877411911362484975e-01 1.766536957234364213e-01 3.174362778171529936e-10 8.942754007703015873e+00 3.434412911915902811e-01 7.171100832591302543e-02 5.769287930494101602e+00 4.694574552777876393e-03
1.364522932701935076e+02 1.347110257192948097e+02 1.800401419212782628e+02 5.392157001781131243e+01 3.000000000000000000e+00 -1.254481935587862251e+00 -5.236928990645178805e-01 7.147290278887937776e-01 4.061588725606645877e-05 1.522848340870580908e-01 2.695740302595540649e-01 1.496734357204011490e-01 4.991803705220062004e-01 6.345130346078039496e-01 7.335452237999342540e-01 6.333056048218330680e-01 1.101971771279591339e+00 1.301880923403568318e+02 1.302737193635429946e+02 1.576419809834743830e+02 2.755546395435862905e+01 1.352646288495295153e+02 1.569216580373276884e+02 1.496704907096548141e+02 2.555724674482106451e+01 1.373803115964817891e+02 1.238710409536384418e+02 2.153519234525763579e+02 2.699580135671092052e+01 1.321990846477075365e+02 1.614526139292376854e+02 1.790503282503465812e+02 3.082611574123548692e+01 2.028247760532096988e-01 9.019276938647753650e-02 1.315810718515764977e-01 8.597159829065251557e+00 2.924277363383474548e-01 9.182375253229383416e-01 1.156194357835705233e+00 3.555587734562323538e-03
1.373803115964817891e+02 1.238710409536384418e+02 2.153519234525763864e+02 2.699580135671092407e+01 2.000000000000000000e+00 -1.100080982060143597e+00 -6.318535839917837071e-01 1.131691619871496579e+00 3.480763056430891129e-08 1.896228105803119401e-01 2.862600767946075209e-01 2.000000000000000000e+00 4.688728649906516166e-01 6.933765296842441250e-01 8.772003005789219543e-01 1.303183270710454700e+00 9.773451121897017702e-01 1.344826459405381058e+02 1.313300074199992480e+02 1.824636545888149897e+02 4.526435850943020966e+01 1.413377680723746721e+02 1.541019052241716452e+02 1.831576455706182571e+02 4.653533619366183416e+01 1.332736004070779643e+02 1.253783657651606518e+02 2.349761495220686243e+02 4.245430134927052990e+01 1.400360783865174596e+02 1.342512503126913259e+02 1.820168738135772628e+02 5.073850512004720770e+01 3.642149434275038233e-01 1.659352095235767099e-01 2.884377482521949160e-10 1.204893994786540645e+01 3.226029457304253611e-01 6.735993346731038167e-02 5.491608756873944230e+00 4.409730615453054565e-03
1.332736004070779643e+02 1.253783657651606660e+02 2.349761495220686243e+02 4.245430134927052990e+01 2.000000000000000000e+00 -1.004503073708000960e+00 -5.949552448031740770e-01 1.285949097387172335e+00 5.004212573596905664e-08 2.793091321061760279e-01 3.127969133593146989e-01 2.000000000000000000e+00 5.074150133196341228e-01 7.532087425704977468e-01 9.129483779492595374e-01 1.165947603915713948e+00 9.909259480484361449e-01 1.357023399373111090e+02 1.284693480264436118e+02 1.771265996791996145e+02 6.077438868557969442e+01 1.384670249126895669e+02 1.500268259903939452e+02 1.779193313767128757e+02 6.192293743792742333e+01 1.354575344970890285e+02 1.314407404589134387e+02 2.198641650140612569e+02 5.699395071281917780e+01 1.373126918589742615e+02 1.342879337683852157e+02 1.770231083145401669e+02 6.745361852384293400e+01 3.974189555733134149e-01 1.810628554676497193e-01 3.110715982907377485e-10 8.504603800986970441e+00 3.520133593377128278e-01 7.350086779266905290e-02 6.088140386114474722e+00 4.811748023689156779e-03
1.373126918589742615e+02 1.342879337683852157e+02 1.770231083145401669e+02 6.745361852384293400e+01 3.000000000000000000e+00 -1.148657886241110093e+00 -4.294736000735677739e-01 8.321578275913479317e-01 2.612118132235190121e-05 2.196961334271111677e-01 4.234828897476102805e-01 9.981554942992545976e-02 4.991803705220062004e-01 7.164956451229943513e-01 8.785449851562707746e-01 7.218230853719762585e-01 9.525296791127308982e-01 1.301455431363644379e+02 1.312729003817848650e+02 1.582161893566323272e+02 3.017800549045341540e+01 1.359172261673476783e+02 1.570170768400840871e+02 1.486742276781628789e+02 2.624844002076823557e+01 1.420700597794302951e+02 1.227041033899855051e+02 2.145934311052985493e+02 3.083463307901549655e+01 1.484681583369973907e+02 1.478257325463416976e+02 2.081655819057124859e+02 3.380663150303436026e+01 2.214222310427310658e-01 9.846274505921333298e-02 1.436460330733396462e-01 5.254410632754954236e+00 3.192410861379507137e-01 1.002432767207851461e+00 1.262208391188156753e+00 3.881607439178643999e-03
1.484681583369973907e+02 1.478257325463416976e+02 2.081655819057124859e+02 3.380663150303436026e+01 3.000000000000000000e+00 -1.279493599788008140e+00 -5.554269424320026349e-01 6.964397428559867542e-01 5.854556292846670163e-05 6.097613434247601827e-01 2.704795077331324515e-01 1.729799210998566483e+00 4.991768996531001368e-01 1.147319840002292368e+00 8.332337961388149861e-01 1.217748556924418857e+00 8.127050282352195065e-01 1.444426120852082818e+02 1.448412522029040872e+02 1.658314730417434077e+02 4.229923668663263925e+01 1.635013873878446589e+02 1.745106669091881031e+02 1.365098540057047103e+02 4.169589271176331380e+01 2.112260096102745877e+02 1.099624556998576850e+02 2.240840471897188593e+02 4.003328909519043322e+01 1.187878056443608870e+02 2.066391507244812544e+02 1.336587545385147848e+02 4.801514138387957331e+01 1.979548700675736184e-01 8.802720395347958526e-02 1.284217563462673739e-01 1.516247814433544150e+01 2.854064266233614089e-01 8.961902665836748438e-01 1.801872970334361668e+00 3.470216472442885520e-03
1.635013873878446589e+02 1.745106669091881031e+02 1.365098540057047103e+02 4.169589271176331380e+01 1.000000000000000000e+00 -9.053325436797805548e-01 -6.541478559000653004e-01 1.543482768540504368e+00 1.392050159599106849e-07 2.459641662481689139e-01 3.950013204875164607e-01 4.152428633873315178e-01 4.105303526131658942e-01 5.534379819962210734e-01 7.649752167874902531e-01 8.660777982954068754e-01 8.772920520451608084e-01 1.371225616593933125e+02 1.568905136845135075e+02 1.312801188211412580e+02 6.812337645372970485e+01 1.416296779917620086e+02 1.937857597506164780e+02 1.339506426080317283e+02 6.574650473297653264e+01 1.415937432911600808e+02 1.609463542288402778e+02 1.699950322294264140e+02 6.968638621251315612e+01 1.412454254919665004e+02 1.615931568187220648e+02 1.369262449655897456e+02 7.902350494059474784e+01 1.238227407028200444e+00 3.343788901004139391e-01 8.022985861927100712e-03 4.790363795281890269e+00 3.068992539714185952e-01 2.799382304670183341e+00 6.696072837853074278e-01 4.739527880100070402e-03
1.416296779917620086e+02 1.937857597506164780e+02 1.339506426080317283e+02 6.574650473297653264e+01 1.000000000000000000e+00 -9.058481653107934850e-01 -6.190381181274273725e-01 1.507341787505840580e+00 1.673429770143784779e-07 2.446644562577274251e-01 4.033265139625795692e-01 4.341154331826033719e-01 4.201564148253962849e-01 5.397905712635556741e-01 7.321475854181839216e-01 9.205510615182350698e-01 8.889798553261085701e-01 1.245380827514171216e+02 1.720815009989127020e+02 1.253820234488797354e+02 4.978739183034755911e+01 1.409726070114496395e+02 2.131340846577929256e+02 1.332739462890692153e+02 4.626406470688642969e+01 1.344805327252138341e+02 1.645625868775256322e+02 1.680247829845087040e+02 5.116287391384886263e+01 1.349392130739478830e+02 1.678860730987794625e+02 1.316593317851849463e+02 6.278470650374298856e+01 1.185094507085362237e+00 3.200305401851579745e-01 7.678715897762955142e-03 4.583651839960949381e+00 2.937300677127074877e-01 2.679259539617868224e+00 6.408741313704774401e-01 4.536152587968523588e-03
1.245380827514171074e+02 1.720815009989127020e+02 1.253820234488797354e+02 4.978739183034755911e+01 0.000000000000000000e+00 -9.129638548959324584e-01 -6.524510012386801616e-01 1.526523291446815422e+00 1.431567774239299591e-07 4.396502654496813878e-01 2.591632546249451052e-01 2.937002037786616282e-01 8.687790492979324819e-01 7.325111280462291985e-01 5.400940326604820596e-01 7.766395319679190168e-01 1.260504201085784315e+00 1.413921715189853501e+02 1.229999219888516251e+02 1.062021137758040368e+02 6.613538403831472579e+01 1.355946471344985866e+02 1.742243459634701139e+02 1.230170508295137495e+02 6.613402930742900310e+01 1.486076080665363008e+02 1.395265405218670196e+02 1.593884166425207241e+02 5.790570170190076738e+01 1.399849091723623360e+02 1.415981191211848795e+02 1.278426671400344787e+02 7.421982197024480854e+01 1.139124558967195971e-01 2.759591027179595812e+00 9.790334397050088483e-03 3.462396739060395578e+00 4.470150948981880035e+00 1.180500870251861706e-01 9.592260390253568580e-01 4.620570102432985764e-03
1.355946471344985866e+02 1.742243459634701139e+02 1.230170508295137495e+02 6.613402930742900310e+01 1.000000000000000000e+00 -9.475537764372181648e-01 -6.636064073000222940e-01 1.468498854425586142e+00 1.673354459064863574e-07 2.457637329657842984e-01 3.952699152218126510e-01 3.573633940004170562e-01 4.182965919725405990e-01 5.441209804882120027e-01 7.488184590294219012e-01 8.562138604435722833e-01 8.677517822473452824e-01 1.156273048238486041e+02 1.674810652549152792e+02 1.269407399480233636e+02 5.325344253934835592e+01 1.230593358390562173e+02 2.122328857627958882e+02 1.261023360456552496e+02 5.205945550230673291e+01 1.341300306760147691e+02 1.676329062821208709e+02 1.597801816542117024e+02 5.448726351595731643e+01 1.355900508437499070e+02 1.694984980787112647e+02 1.306886167049717926e+02 6.112014091212630262e+01 1.212077872820226387e+00 3.273173017560733200e-01 7.853552248953487788e-03 4.710590170440510427e+00 3.004179949598819732e-01 2.740263484555521156e+00 6.554661668354847537e-01 4.639436050654061928e-03
1.156273048238486041e+02 1.674810652549152792e+02 1.269407399480233778e+02 5.325344253934835592e+01 0.000000000000000000e+00 -9.025938786865943531e-01 -6.583936007113566635e-01 1.553205843338168135e+00 1.348410674136190932e-07 4.396502654496813878e-01 2.591632546249451052e-01 3.127859859747078031e-01 8.049846287206745554e-01 7.560044344329995836e-01 5.517870077935328466e-01 8.015324990597686439e-01 1.211429039836803057e+00 1.489213366521038608e+02 1.231492608695118349e+02 1.140902343515072630e+02 7.364044118582418719e+01 1.437709240653655911e+02 1.638475544017240111e+02 1.273201560566345449e+02 7.408543784631815754e+01 1.521773888021679682e+02 1.400569655123246378e+02 1.600903162617098587e+02 6.815697124392411865e+01 1.466207097031920625e+02 1.415251470814948220e+02 1.330543328854738832e+02 8.365596284121038195e+01 1.175658887597165053e-01 2.848097419810429187e+00 1.010433280174057383e-02 3.562775579060002418e+00 4.613518908622635806e+00 1.218362231770462462e-01 9.899906108751399536e-01 4.768762348181152487e-03
1.437709240653655911e+02 1.638475544017240111e+02 1.273201560566345307e+02 7.408543784631815754e+01 1.000000000000000000e+00 -9.303596662783990556e-01 -6.370769051777551706e-01 1.476357572620957237e+00 1.973870950145314786e-07 2.457387017655894845e-01 3.866201841792755722e-01 3.369941758167454005e-01 3.909459215201916416e-01 5.285005768482361477e-01 7.303774889344948340e-01 8.415002855156692441e-01 8.547844703272184930e-01 1.299114037246062594e+02 1.637235900085259175e+02 1.305923934657670884e+02 5.900142584128744971e+01 1.385691369532102613e+02 1.990922206691047052e+02 1.327086635444051410e+02 5.718628900693087047e+01 1.400273184168082423e+02 1.636641567260525392e+02 1.618613784855986353e+02 5.985421727588808238e+01 1.391385539699559786e+02 1.656504655387680600e+02 1.331736732546340818e+02 6.681634438090220840e+01 1.182296008129848586e+00 3.192748155344329319e-01 7.660583269275466831e-03 4.631360744774823068e+00 2.930364493702155571e-01 2.672932698190146450e+00 6.393607621188871493e-01 4.525440852994112341e-03
1.385691369532102613e+02 1.990922206691047052e+02 1.327086635444051410e+02 5.718628900693087047e+01 1.000000000000000000e+00 -9.156491364241181596e-01 -6.575541706229055539e-01 1.526255897774669412e+00 1.418993623769089442e-07 2.459584559398280690e-01 3.952699262717458417e-01 4.113476145821182151e-01 4.279140766187415346e-01 5.531224088010066042e-01 7.641807258282943272e-01 8.674738814267786147e-01 8.775490035328568084e-01 1.255013413136677656e+02 1.531662167560250509e+02 1.174614336175770717e+02 5.949261461214298663e+01 1.270106208149034757e+02 2.080244979416350475e+02 1.208281909395087155e+02 5.641240628694323078e+01 1.267872286386778882e+02 1.545542926636043148e+02 1.665269003699079917e+02 6.092817549824130197e+01 1.284302814062495486e+02 1.555447320785918066e+02 1.245262763652877283e+02 7.077308352302814853e+01 1.236942542479961160e+00 3.340319170168495888e-01 8.014660694799868521e-03 4.785023525138440981e+00 3.065807955290749121e-01 2.796477485200193680e+00 6.689124561185090245e-01 4.734609840559012885e-03
1.270106208149034899e+02 2.080244979416350475e+02 1.208281909395087155e+02 5.641240628694323078e+01 1.000000000000000000e+00 -8.949584074098535513e-01 -6.414428157165767974e-01 1.551526000896869872e+00 1.535018022279439413e-07 2.457649507174229364e-01 4.033358901276807851e-01 3.878806640769063563e-01 4.095976423597523230e-01 5.533653693458094880e-01 7.647757673599725470e-01 8.659234668054529571e-01 8.770623500399148398e-01 1.244942525744304049e+02 1.482574189154587430e+02 1.166452983016820752e+02 7.418822441799899536e+01 1.207567496627253405e+02 2.003748041598194618e+02 1.149358705213837766e+02 7.161477673252450415e+01 1.291861579488096936e+02 1.568806145173876985e+02 1.574246961676070953e+02 7.564848262200374052e+01 1.314761781120520254e+02 1.562514016088114488e+02 1.250612827519481556e+02 8.367814233740413954e+01 1.237905531626803279e+00 3.342919687975385856e-01 8.020900298499588840e-03 4.788799772518344433e+00 3.068194759597231425e-01 2.798654609339018773e+00 6.694332203523424285e-01 4.738295846767160736e-03
1.207567496627253405e+02 2.003748041598194618e+02 1.149358705213837766e+02 7.161477673252450415e+01 1.000000000000000000e+00 -9.131177165532018414e-01 -5.766127096913626904e-01 1.450377276584959185e+00 1.948245204736502677e-07 2.155102050710669404e-01 3.951904897015992013e-01 2.652867131505902698e-01 3.462823175541276943e-01 5.115682988014899069e-01 6.684583632340957982e-01 8.032342234866223230e-01 8.027367760405139663e-01 1.064007658059037880e+02 1.639851884128914890e+02 1.178766088181578624e+02 6.449431696805380909e+01 1.178624691949845698e+02 2.190394119745121770e+02 1.145625358028408982e+02 6.326289350126922528e+01 1.285568015324910220e+02 1.694158252963293307e+02 1.479282953522229889e+02 6.568315194801337498e+01 1.306506811223931095e+02 1.692575365842110671e+02 1.236702613239365149e+02 7.156384479359398654e+01 1.081998169308586055e+00 2.921897422805082023e-01 7.010712221291048526e-03 4.188267726233092070e+00 2.681772581309291859e-01 2.446179523773730047e+00 5.851218048471019673e-01 4.141533663965580626e-03
1.178624691949845555e+02 2.190394119745121486e+02 1.145625358028408840e+02 6.326289350126922528e+01 1.000000000000000000e+00 -8.717549769111168079e-01 -6.238700467452793497e-01 1.580360092923045912e+00 1.606267479365720673e-07 2.459554638080110878e-01 3.952699262717458417e-01 3.845307677239775401e-01 4.118201631141867325e-01 5.534693320923792514e-01 7.650177851492644399e-01 8.660792549720635058e-01 8.772528589399053445e-01 1.290121595698664976e+02 1.481140026227633939e+02 1.201490006352693030e+02 8.305967821832395259e+01 1.290938757028685870e+02 1.921580457451212283e+02 1.196107979332579703e+02 8.019427574219339760e+01 1.338594321483607246e+02 1.581397408865412899e+02 1.560552702738804385e+02 8.449519048340582117e+01 1.356619912199257669e+02 1.572187012371978483e+02 1.290089085148822790e+02 9.315448737950610791e+01 1.238297281865821331e+00 3.343977595508196843e-01 8.023438609807731145e-03 4.790318852021740348e+00 3.069165727090057416e-01 2.799540277577955205e+00 6.696450706247426554e-01 4.739795338031539164e-03
1.356619912199257669e+02 1.572187012371978483e+02 1.290089085148822790e+02 9.315448737950610791e+01 3.000000000000000000e+00 -6.348149752388461131e-01 -1.341576873289618277e-03 1.431711626395597570e+00 1.836696448900112646e-05 2.168786115936171266e-01 3.885840480631644889e-01 2.981052742105468334e-01 4.991803705220062004e-01 7.788327610833377657e-01 8.858328398563164452e-01 7.793387283493586892e-01 1.025515611167056251e+00 1.554042821560988443e+02 1.364685153398974933e+02 1.230562255768740840e+02 8.924081517523754314e+01 1.452606092917442879e+02 1.597882195148217761e+02 1.203409212312852787e+02 8.492516243912490381e+01 1.423869874497038666e+02 1.345247597657806296e+02 1.497654076828466430e+02 8.762842180319964314e+01 1.376134777035732668e+02 1.411295522288850464e+02 1.191473821320984428e+02 9.751758744453189820e+01 2.496418294324243559e-01 1.110115261486942090e-01 1.619532881525525825e-01 4.951871344157964927e+00 3.599274039062983488e-01 1.130189813431330625e+00 1.423073060704606263e+00 4.376306520832051912e-03
