# w_1 w_2 w_3 w_4 DS VF CB_L CB_U R_DIFF c_1 c_2 c_3 c_4 u_1 u_2 u_3 u_4 fut_util_1_1 fut_util_1_2 fut_util_1_3 fut_util_1_4 fut_util_2_1 fut_util_2_2 fut_util_2_3 fut_util_2_4 fut_util_3_1 fut_util_3_2 fut_util_3_3 fut_util_3_4 fut_util_4_1 fut_util_4_2 fut_util_4_3 fut_util_4_4 pen_1 pen_2 pen_3 pen_4 pen_u_1 pen_u_2 pen_u_3 pen_u_4 
1.485237897110504832e+02 9.553575388000949431e+01 1.590228942040855316e+02 5.600414963493916787e+01 0.000000000000000000e+00 -8.738353894054149418e-01 -6.466674959777738430e-01 1.598996717166944137e+00 1.248029065854526154e-07 4.396502654496813878e-01 2.591632546249451052e-01 3.781110011824078687e-01 5.838846844265324076e-01 7.645936248663564028e-01 5.560576233341202324e-01 8.106317479729582276e-01 1.193547846908070698e+00 1.783074413580603448e+02 1.080924540000823271e+02 1.260365790897064926e+02 9.142721695607434640e+01 1.597031994899818983e+02 1.321826993434415840e+02 1.295479003590677110e+02 9.333679442242568314e+01 1.591378713251307317e+02 1.296386019355411179e+02 1.591534025981817422e+02 9.346499247858471904e+01 1.596873535173614869e+02 1.295753615505400376e+02 1.385930711434148463e+02 1.064301200511639962e+02 1.189015896644419618e-01 2.880455498675978276e+00 1.021913112128121706e-02 3.598342003437537517e+00 4.665934464233385981e+00 1.232204406166681615e-01 1.001238187604795105e+00 4.822941670517568412e-03
1.591378713251307317e+02 1.296386019355411179e+02 1.591534025981817422e+02 9.346499247858471904e+01 2.000000000000000000e+00 -8.325284990647048300e-01 -4.087279246768165120e-01 1.443670926547407030e+00 5.422059079725368776e-07 2.434918787654083427e-01 3.788319927181605373e-01 0.000000000000000000e+00 4.707205283025589493e-01 7.497068105302621133e-01 9.176910848071848648e-01 1.144610284161107217e+00 9.696474752801843566e-01 1.609280349656953604e+02 1.270705316303345711e+02 1.594706568507926931e+02 6.456356842733531209e+01 1.508837934521963007e+02 1.445501937918908766e+02 1.601417044329667192e+02 6.582691312240025638e+01 1.368471832806174291e+02 1.201968100564615298e+02 1.979110493997701212e+02 6.937399957579322063e+01 1.437955154690378379e+02 1.268532216873721836e+02 1.596592490194754248e+02 7.816013310582006568e+01 3.988000913629776711e-01 1.816920966911957369e-01 3.121526542200077574e-10 8.170496467014302766e+00 3.532366986933244135e-01 7.375630271255771697e-02 5.860741830597845592e+00 4.828470118378187965e-03
1.437955154690378379e+02 1.268532216873721836e+02 1.596592490194754248e+02 7.816013310582006568e+01 3.000000000000000000e+00 -9.609017596550889495e-01 -2.993880320940329742e-01 1.077584512783855253e+00 2.859799332166136020e-06 4.520863784014201303e-01 4.470673846029763476e-01 3.969024930318874600e-01 4.991803705220062004e-01 7.712869388513207136e-01 8.806495806694749628e-01 7.627617303630680468e-01 1.012474030963639970e+00 1.418777430860922664e+02 1.321809937571351554e+02 1.442390106859183732e+02 5.226163498905469851e+01 1.401572834228092574e+02 1.580221900545782319e+02 1.377759600879981008e+02 4.859735535849548427e+01 1.419092718675751996e+02 1.280482403980352615e+02 1.906382449056538633e+02 5.172034328794600100e+01 1.483795532137604880e+02 1.537899385270836490e+02 1.824761950767119174e+02 5.746956456950120895e+01 2.455414492579465202e-01 1.091881560200350237e-01 1.592931972924681305e-01 4.934309523000976583e+00 3.540155773522364879e-01 1.111626386160396995e+00 1.399699010645722552e+00 4.304425500819717039e-03
1.483795532137604880e+02 1.537899385270836490e+02 1.824761950767119174e+02 5.746956456950121606e+01 3.000000000000000000e+00 -1.276038777381586886e+00 -6.043751763682350120e-01 7.522976216050616394e-01 6.698242574828610306e-05 3.383604793088521023e-01 3.416019230763197578e-01 3.991623358721890225e-01 4.991803705220062004e-01 7.315665707365798243e-01 8.540797151276124932e-01 7.421920936242161204e-01 9.649095493075547925e-01 1.472132106087271950e+02 1.379327455533625368e+02 1.465632445471083827e+02 4.707423361651308369e+01 1.441939131231403621e+02 1.680061997959812743e+02 1.361047258868863992e+02 4.583214646560607974e+01 1.439731981181990079e+02 1.291779950944247162e+02 1.973133679013476183e+02 4.521593042967540299e+01 1.199948501131851657e+02 1.858383854975355405e+02 1.892232009340515901e+02 5.238968748927887731e+01 2.351868418410462125e-01 1.045836361619987970e-01 1.525757224216489349e-01 4.840356786311858173e+00 3.390865609159455230e-01 1.064748537519635496e+00 1.340675879064537668e+00 4.122905774745719461e-03
1.439731981181990079e+02 1.291779950944247162e+02 1.973133679013476183e+02 4.521593042967540299e+01 2.000000000000000000e+00 -1.118537971474580894e+00 -6.111183166628919583e-01 1.074042373713730347e+00 6.774563350002568618e-08 1.331321278099197869e-01 2.526039436473004329e-01 1.410425468680262640e+00 6.095948392668898430e-01 6.189747325785713850e-01 8.301724302846071879e-01 1.476596327131681097e+00 1.169638900545998617e+00 1.281575272008836350e+02 1.352444155426879036e+02 1.844095117234353154e+02 3.126620943750398851e+01 1.415306956199060266e+02 1.598729516760170668e+02 1.861432940603571637e+02 3.238510147571991382e+01 1.238292975031313432e+02 1.203403771193237048e+02 2.464325527721650246e+02 2.806025771358842036e+01 1.416536925562603813e+02 1.318910231869535039e+02 1.908877409228213935e+02 3.491619124453011835e+01 3.212362490000143511e-01 1.463542483765450375e-01 2.970210546460593103e-10 1.447721548483839626e+01 2.845346191162310134e-01 5.941121517132784413e-02 5.061971876474160581e+00 3.889366328613867458e-03
1.238292975031313432e+02 1.203403771193237048e+02 2.464325527721649962e+02 2.806025771358841681e+01 2.000000000000000000e+00 -9.256907388427981775e-01 -5.202402525984579640e-01 1.368858774912861787e+00 7.352007636721155687e-08 2.693852376593874887e-01 3.449316164746878410e-01 2.000000000000000000e+00 5.675153565674698752e-01 7.555534941641143254e-01 9.054612639352548342e-01 1.190794988275833965e+00 1.021771435189644528e+00 1.395328131794349247e+02 1.269284774653538506e+02 1.739907120292378409e+02 6.867700369047251741e+01 1.385170154523561905e+02 1.474735381968584988e+02 1.748276242606996220e+02 6.981289665240431930e+01 1.371955108093968931e+02 1.332747617997115697e+02 2.140672948516953511e+02 6.428653549764965192e+01 1.368507908752899027e+02 1.333116956356631135e+02 1.744301762701863652e+02 7.616645812505781521e+01 3.914070715182502713e-01 1.783238595579582086e-01 3.063659184143252886e-10 8.984709504534649227e+00 3.466883403055494028e-01 7.238899658240348367e-02 6.412116777173423543e+00 4.738959167458441264e-03
1.371955108093968931e+02 1.332747617997115697e+02 2.140672948516953511e+02 6.428653549764965192e+01 2.000000000000000000e+00 -1.088591434905620714e+00 -6.171632496960177683e-01 1.139980379884776518e+00 5.431499145169422313e-08 2.143295247423389061e-01 2.857902707540622700e-01 1.780932605169670557e+00 5.685331400553231829e-01 6.682698743530267604e-01 8.656105901171642358e-01 1.346460668809616568e+00 1.208246505078808930e+00 1.263725112555232499e+02 1.347333713358030707e+02 1.850699544335794826e+02 3.966447577859131712e+01 1.379805091319938128e+02 1.601543426121158404e+02 1.859429019346294467e+02 4.065395836030122467e+01 1.213960708916133768e+02 1.234079452699600239e+02 2.384860777959065103e+02 3.613988728934912587e+01 1.353886754335902367e+02 1.338192601799580075e+02 1.840086475489003703e+02 4.393803055543960312e+01 3.532044959910703996e-01 1.609188835167628118e-01 3.277584096013577916e-10 1.074251478865848242e+01 3.128504552330202415e-01 6.532360023639159630e-02 5.421448383460756304e+00 4.276421725360167632e-03
1.213960708916133768e+02 1.234079452699600239e+02 2.384860777959065103e+02 3.613988728934912587e+01 2.000000000000000000e+00 -1.045107322836898112e+00 -5.781629477547329810e-01 1.187948302080937157e+00 4.481381554692181286e-08 3.081571816455783708e-01 2.740046234370270284e-01 2.000000000000000000e+00 5.906444494706276638e-01 7.727531697008410694e-01 8.656123894606153613e-01 1.324287385307737264e+00 1.180439315980019721e+00 1.267216655151105016e+02 1.241142676701906424e+02 1.863125236278435750e+02 5.284150414179059396e+01 1.336119157176140106e+02 1.451915270192489515e+02 1.866409291599546236e+02 5.372313372617202987e+01 1.336139332942724707e+02 1.272855719635728207e+02 2.283960126375980053e+02 4.942877839653538530e+01 1.336123430676576334e+02 1.287167371334761583e+02 1.865427948432629535e+02 5.854809725272135523e+01 3.591082668812629608e-01 1.636086233726835037e-01 2.810846865042477545e-10 1.148785804338582750e+01 3.180797131542352219e-01 6.641547635597087884e-02 8.148044647329012236e+00 4.347901551307768904e-03
1.336123430676576334e+02 1.287167371334761583e+02 1.865427948432629535e+02 5.854809725272135523e+01 3.000000000000000000e+00 -1.158775524650466515e+00 -4.629906930023051648e-01 8.454396437013724785e-01 5.354695908302795364e-05 1.659826228241347013e-01 4.143360962330590036e-01 3.303684387054409144e-01 4.991803705220062004e-01 7.068897208229244500e-01 8.586591644303769311e-01 6.945544820712306056e-01 1.039591599684298595e+00 1.303397594631995275e+02 1.279063155777893996e+02 1.545176334408309629e+02 3.663351169963061693e+01 1.357838895774781918e+02 1.521429278051635947e+02 1.460070762081568319e+02 3.286585872316444323e+01 1.455687515736770195e+02 1.220369872525293999e+02 2.119870933104011499e+02 3.610853384362260243e+01 1.520214888012891663e+02 1.338604581874622284e+02 1.796193429434023869e+02 4.114426440378129968e+01 2.159978308570956740e-01 9.605060542368921983e-02 1.401269935925718302e-01 6.837437133461307326e+00 3.114203203861841129e-01 9.778751768625414398e-01 1.231286819587371184e+00 3.786515791887931377e-03
1.520214888012891663e+02 1.338604581874622284e+02 1.796193429434023869e+02 4.114426440378129968e+01 3.000000000000000000e+00 -1.256929793118272354e+00 -6.139561721858374232e-01 8.000965859492928933e-01 8.684140744344544195e-05 4.472216729721251727e-01 3.029579600241515402e-01 2.449558454757268522e-01 4.992695271839855953e-01 7.642396719003708982e-01 8.654302775704232342e-01 7.540623750891368715e-01 1.043823276010476642e+00 1.472057157740296702e+02 1.322414233514489013e+02 1.417289508350321228e+02 5.502633178930682334e+01 1.410867485846408158e+02 1.609151350348822689e+02 1.337803186725527667e+02 5.425710115602426953e+01 1.420451093882002453e+02 1.275738972271649914e+02 1.906422444717067322e+02 5.208277359079377078e+01 1.301406339938361043e+02 1.685498702463484904e+02 1.568073532271859563e+02 6.094493128694849560e+01 2.454571939355049137e-01 1.091506890840528571e-01 1.592385372694838652e-01 5.492861819891558639e+00 3.538941001241163176e-01 1.111244941707029588e+00 1.399218716703973797e+00 4.302948458434982699e-03
1.301406339938361043e+02 1.685498702463484904e+02 1.568073532271859563e+02 6.094493128694848849e+01 3.000000000000000000e+00 -1.072384150527946556e+00 -5.045066622918115140e-01 1.059738361235918580e+00 1.331458558428639312e-04 2.830908614840545456e-01 3.868973726589454154e-01 3.253038372108237319e-01 4.991803705220062004e-01 7.853547743173493467e-01 8.873410734620248430e-01 7.733082794415908623e-01 1.035463031289763913e+00 1.595897107451604029e+02 1.318704366651167845e+02 1.268528294552998830e+02 8.353576973445277076e+01 1.430509169581213769e+02 1.604654536465642423e+02 1.223323470554681762e+02 8.260918730736460702e+01 1.385299400321812584e+02 1.344128872252809401e+02 1.646044559953317332e+02 7.879582987546521622e+01 1.351780851903562279e+02 1.631495278772306108e+02 1.571624342260137723e+02 9.282019922274929513e+01 2.522208675443991521e-01 1.121583810578948431e-01 1.636264204390972254e-01 5.011328643448038633e+00 3.636457971486287133e-01 1.141865751730664291e+00 1.437774762184179878e+00 4.421517945474848395e-03
1.385299400321812584e+02 1.344128872252809401e+02 1.646044559953317332e+02 7.879582987546521622e+01 2.000000000000000000e+00 -8.166664877052143279e-01 -3.594731801451690467e-01 1.426140204734740458e+00 3.222889436373705214e-07 1.866285905904390141e-01 2.683290371590094647e-01 0.000000000000000000e+00 4.208816236237876707e-01 7.263805120609919674e-01 9.073581260858833986e-01 1.080904275265676340e+00 9.300805653672511442e-01 1.379817819402838666e+02 1.321205466655660814e+02 1.632565509813529729e+02 4.130817345441000299e+01 1.428018964403614177e+02 1.544819396253024593e+02 1.656305473321830277e+02 4.292585358511535532e+01 1.076275636515107834e+02 9.908402171128081193e+01 2.137000158820536910e+02 4.782942851104620985e+01 1.303449769617484151e+02 1.155815442505668216e+02 1.736855751907364436e+02 5.808796483580743342e+01 3.766302784086745792e-01 1.715915980048719480e-01 2.947990881888648721e-10 7.716247511964425598e+00 3.335998136769280364e-01 6.965609443590024819e-02 5.534932936199140840e+00 4.560049218537841516e-03
1.303449769617484151e+02 1.155815442505668216e+02 1.736855751907364436e+02 5.808796483580743342e+01 3.000000000000000000e+00 -1.090630920923109759e+00 -4.003838390287942084e-01 9.191219971825750346e-01 4.873857158468795995e-05 1.532254679308608092e-01 4.006674692618276135e-01 5.719741815212067010e-02 4.991803705220062004e-01 7.074398721293150283e-01 8.692932241781610170e-01 6.948745558816153967e-01 1.029649663012952354e+00 1.298734404922143426e+02 1.263703832889568446e+02 1.528648812050690537e+02 3.964171443834493402e+01 1.353383407810460426e+02 1.498214053642113868e+02 1.450709686531063198e+02 3.574419036780212622e+01 1.460488421120294618e+02 1.222259314851115164e+02 2.097333090595688248e+02 3.885553873868368413e+01 1.553346758558751901e+02 1.275084862849369358e+02 1.691807152797329650e+02 4.454838317600952990e+01 2.143406006661593421e-01 9.531366300767037114e-02 1.390518777753101121e-01 6.751212844308426497e+00 3.090309669614733079e-01 9.703724891799384578e-01 1.221839846524449769e+00 3.757463978963423729e-03
1.553346758558751901e+02 1.275084862849369358e+02 1.691807152797329650e+02 4.454838317600952990e+01 3.000000000000000000e+00 -1.229856229559576075e+00 -6.079431492138194226e-01 8.482306900946676720e-01 9.529525194031541330e-05 3.783608191366091833e-01 3.150720012888067467e-01 1.394807631047049190e-01 4.995229201366878091e-01 7.753178912550559021e-01 8.781128017825821086e-01 7.651022156227469395e-01 1.034605955689576584e+00 1.517751181904610007e+02 1.308036809792951942e+02 1.359412854081761850e+02 6.159652138806017518e+01 1.407578092625614659e+02 1.588471350771742436e+02 1.305078635998838195e+02 6.075208296418310994e+01 1.367916674766800327e+02 1.310078165898065095e+02 1.805778784395751302e+02 5.825757945587181297e+01 1.345691056517908919e+02 1.641426869862357023e+02 1.566083413584703408e+02 6.808820516499072539e+01 2.490165173879830829e-01 1.107334604021528862e-01 1.615476220041337230e-01 5.166688368898448402e+00 3.590258444863757004e-01 1.127358872312173466e+00 1.419508494824473388e+00 4.365344606307356053e-03
1.345691056517908919e+02 1.641426869862357023e+02 1.566083413584703408e+02 6.808820516499072539e+01 3.000000000000000000e+00 -1.100612149847901566e+00 -4.861884058158635891e-01 9.849641061200606895e-01 9.343086396887551862e-05 2.620851854130489267e-01 3.818689946177272754e-01 3.411609866786314282e-01 4.991803705220062004e-01 7.603992618954192872e-01 8.719117852220674703e-01 7.588721189376466114e-01 1.002739169127862207e+00 1.554597894951066053e+02 1.343391977704497720e+02 1.335479660097949761e+02 7.162621579003416628e+01 1.430001173215002268e+02 1.631025840824624993e+02 1.284125113400552323e+02 7.049165348349896476e+01 1.372124857141227778e+02 1.348450185244419686e+02 1.729919685148988435e+02 6.765847437611742521e+01 1.294679521084741509e+02 1.754736991247147841e+02 1.730948283682782289e+02 7.959395403843103622e+01 2.443214177428395528e-01 1.086456285173772046e-01 1.585017108853371270e-01 4.931960961238857521e+00 3.522565661375132717e-01 1.106103004092177988e+00 1.392744270710526422e+00 4.283037947043208567e-03
1.294679521084741509e+02 1.754736991247147841e+02 1.730948283682782289e+02 7.959395403843103622e+01 3.000000000000000000e+00 -9.782671437567120876e-01 -4.333696594889391851e-01 1.176835371975515354e+00 1.081309344717495567e-04 3.138924208565977980e-01 4.679318185017026233e-01 2.297441666464728471e-01 4.991803705220062004e-01 7.880333946935730305e-01 8.889971887591758826e-01 7.748577965593499428e-01 1.038975473851296849e+00 1.614193465959355649e+02 1.314600925927461219e+02 1.240179178112556144e+02 9.111750079766309796e+01 1.450374760509818657e+02 1.591873503353485830e+02 1.220395123818472030e+02 8.978992354006615528e+01 1.436770709277484741e+02 1.358436491897412566e+02 1.610959748621953906e+02 8.626794259724854896e+01 1.452538341848311632e+02 1.565952882164189930e+02 1.441219729288090718e+02 1.012836234823925565e+02 2.530687614622493808e-01 1.125354252304434227e-01 1.641764853386199208e-01 5.019847638657765287e+00 3.648682695924002073e-01 1.145704375555114174e+00 1.442608146887852882e+00 4.436381809587383769e-03
1.452538341848311632e+02 1.565952882164189930e+02 1.441219729288090718e+02 1.012836234823925423e+02 3.000000000000000000e+00 -5.994825350143988540e-01 7.766585860684760423e-02 1.423369071364354976e+00 3.075117367829390523e-05 7.582706022151934899e-01 6.146816711776775799e-01 6.247977728560641930e-01 4.991803705220062004e-01 8.212529867560794949e-01 9.175448079006869317e-01 7.800016298239924595e-01 1.048713507502425424e+00 1.525116385415505249e+02 1.448291662675925124e+02 1.380405857183787646e+02 8.276179385183652926e+01 1.535760142319679176e+02 1.643046737442564336e+02 1.373973742693895019e+02 8.056899623572883229e+01 1.576189215620005086e+02 1.388743473040061076e+02 1.656348223234167278e+02 8.055030526323847084e+01 1.536054449956970700e+02 1.662015861487198833e+02 1.388541538748173991e+02 8.821843638837475510e+01 2.460392191562207342e-01 1.094095059030969069e-01 1.596161226395907684e-01 4.880234746840031335e+00 3.547332496776725574e-01 1.113879912782552273e+00 1.402536527116563292e+00 4.313151532301715170e-03
1.536054449956970700e+02 1.662015861487198833e+02 1.388541538748173991e+02 8.821843638837475510e+01 3.000000000000000000e+00 -8.123796470167271577e-01 -1.747276230339255276e-01 1.249968329000471279e+00 6.312131836326952136e-06 5.803277777672790627e-01 6.303763907363563179e-01 4.314006325789797036e-01 4.991803705220062004e-01 7.828130496076509681e-01 9.017476479978883130e-01 7.772494495084005806e-01 1.032054820219974411e+00 1.613191442245152416e+02 1.442560389414537383e+02 1.326170924662846744e+02 7.899799721926319762e+01 1.554732061580909317e+02 1.669033344045770946e+02 1.301494658454894306e+02 7.826310851349018094e+01 1.579705376125836835e+02 1.471679229029591056e+02 1.626139271608512047e+02 7.083913375430657311e+01 1.517605550478057523e+02 1.770815981125526548e+02 1.444726819731625653e+02 8.802419096728436898e+01 2.513834458183701881e-01 1.117859936864794151e-01 1.630831492928873361e-01 4.986417879463246550e+00 3.624384232567770536e-01 1.138074538129801416e+00 1.433001073838088502e+00 4.406837650827053095e-03
1.517605550478057523e+02 1.770815981125526548e+02 1.444726819731625653e+02 8.802419096728436898e+01 3.000000000000000000e+00 -8.510011962767853877e-01 -2.377235844536413900e-01 1.235721191900070792e+00 3.275110895200837715e-05 5.932904723291170246e-01 7.018691402722853079e-01 4.671063599080436668e-01 4.991803705220062004e-01 7.753845067271957214e-01 9.198066526003312315e-01 7.806318836621608526e-01 1.022298826680162032e+00 1.625109523142118917e+02 1.426129780073121935e+02 1.316538219197937849e+02 8.140434518657980334e+01 1.555042684842157428e+02 1.667437897675425802e+02 1.293526525666622433e+02 8.115348996680967275e+01 1.595653637822966004e+02 1.501699085403163849e+02 1.640705465737428597e+02 7.088952721770604626e+01 1.516353526760284751e+02 1.793843400764735350e+02 1.462055285629441812e+02 9.217249251915944797e+01 2.490068602545292831e-01 1.107291660263681338e-01 1.615413570034483770e-01 4.939276156550462815e+00 3.590119210792373505e-01 1.127315152168280710e+00 1.419453444820508281e+00 4.365175294306131333e-03
1.516353526760284751e+02 1.793843400764735350e+02 1.462055285629441812e+02 9.217249251915944797e+01 3.000000000000000000e+00 -8.058082650660358670e-01 -1.895278244673512802e-01 1.277911294335279724e+00 2.160923931825614979e-05 6.097940799049312854e-01 7.367801520900879586e-01 4.672596657427419697e-01 4.991799125655636549e-01 7.715469367753883256e-01 9.291539938830115641e-01 7.823836948272040459e-01 1.017239267274545833e+00 1.624927176220016918e+02 1.432185119558245958e+02 1.319277114922534508e+02 8.212235842515192985e+01 1.562055707583478465e+02 1.673907543270800033e+02 1.299035361384106295e+02 8.194770968539791056e+01 1.614673570933412350e+02 1.515485992263700723e+02 1.642892216612160325e+02 7.114500355729811076e+01 1.527348542721546494e+02 1.808066680704359612e+02 1.445846855433498774e+02 9.318431929929300850e+01 2.477745123941169081e-01 1.101811616432838009e-01 1.607418804530130474e-01 4.914831422789674775e+00 3.572351524699193814e-01 1.121736011037926195e+00 1.412428496134669587e+00 4.343571815475175298e-03
1.527348542721546494e+02 1.808066680704359612e+02 1.445846855433498774e+02 9.318431929929300850e+01 3.000000000000000000e+00 -7.810456974916248907e-01 -1.672706478074260650e-01 1.305179252824176572e+00 1.579531061625700987e-05 5.559809360764158548e-01 7.222609194351300443e-01 4.562287960430338463e-01 4.991803705220062004e-01 7.723440974118839231e-01 9.272123139605585873e-01 7.820197992055257785e-01 1.018290266121946397e+00 1.631573366461907426e+02 1.431128364213290922e+02 1.310511384459262842e+02 8.355012225747125854e+01 1.561958760859635618e+02 1.671648306055473086e+02 1.289450174287811137e+02 8.342268505833868630e+01 1.612960108004988626e+02 1.516036080824276837e+02 1.628359216281889132e+02 7.252722866510490007e+01 1.527058218964870377e+02 1.790246901042889647e+02 1.428027444910305519e+02 9.471193608281481602e+01 2.480305023088583138e-01 1.102949960562871895e-01 1.609079520149144515e-01 4.919909214144226439e+00 3.576042323859319194e-01 1.122894940191118129e+00 1.413887756196647416e+00 4.348059406099388964e-03
1.527058218964870377e+02 1.790246901042889647e+02 1.428027444910305519e+02 9.471193608281481602e+01 3.000000000000000000e+00 -7.506569874960193900e-01 -1.321427244365346310e-01 1.330828749444496140e+00 3.411768427025045092e-06 5.626828044245224536e-01 7.053166787933290438e-01 4.567771785510411076e-01 4.991781508073576679e-01 7.741902151889906714e-01 9.227156420751316812e-01 7.811770654509553324e-01 1.020724239360307317e+00 1.631042074712470367e+02 1.436093534597088990e+02 1.310978067231245348e+02 8.380156596250870393e+01 1.564207636345808510e+02 1.672412740954097217e+02 1.290957695156315026e+02 8.361193208642595209e+01 1.613971926083843584e+02 1.512612565107875184e+02 1.620971465835368974e+02 7.324879195317706149e+01 1.532845279601996538e+02 1.781082338674668506e+02 1.416357366660015202e+02 9.459571567209803789e+01 2.486233408293976876e-01 1.105586213833168047e-01 1.612925516158810468e-01 4.931668702080330036e+00 3.584589722751523877e-01 1.125578865631199355e+00 1.417267207989073796e+00 4.358452067814430793e-03
1.532845279601996538e+02 1.781082338674668506e+02 1.416357366660015202e+02 9.459571567209803789e+01 3.000000000000000000e+00 -7.440543359885009034e-01 -1.221908013876108479e-01 1.334082129410609330e+00 4.464115575957466161e-07 5.439736484241828318e-01 6.981516649973876776e-01 4.521525182776485186e-01 4.991402972653909420e-01 7.740912687392139668e-01 9.229566503815316292e-01 7.812222334863614392e-01 1.020593785597400549e+00 1.632930710455384258e+02 1.439528454205228343e+02 1.310372327161790906e+02 8.365217931796635753e+01 1.566617548025184874e+02 1.673320038334047695e+02 1.290234418013774871e+02 8.346782142901605539e+01 1.615427744286776317e+02 1.512571169686614780e+02 1.615859225582459828e+02 7.320696454266638398e+01 1.535604234262931698e+02 1.779961678373146867e+02 1.411294892056129981e+02 9.430014067052360360e+01 2.485915664390397350e-01 1.105444918459135978e-01 1.612719382153851855e-01 4.931038428325948075e+00 3.584131607464520752e-01 1.125435015169942821e+00 1.417086079373550689e+00 4.357895051900759383e-03
1.535604234262931698e+02 1.779961678373146867e+02 1.411294892056129981e+02 9.430014067052360360e+01 3.000000000000000000e+00 -7.446503428362650778e-01 -1.227580799383779508e-01 1.333457394265848084e+00 6.952748052899212902e-07 5.315253142978053624e-01 6.928548251236487099e-01 4.482997335130223804e-01 4.991505447691662600e-01 7.744044742853161134e-01 9.221937615826802936e-01 7.810792583798482625e-01 1.021006724537036670e+00 1.634390514069511653e+02 1.439282189850673319e+02 1.308406423233835483e+02 8.373136071956858473e+01 1.566329791122020083e+02 1.672701408140071635e+02 1.287941240725271541e+02 8.355027373203296293e+01 1.613944000697488548e+02 1.511644146239121369e+02 1.612743358712762927e+02 7.331781358354331246e+01 1.535446611367243861e+02 1.777017511279516100e+02 1.408901258413763742e+02 9.436010797390599691e+01 2.486921452400643884e-01 1.105892175484364942e-01 1.613371879678894005e-01 4.933033499759957863e+00 3.585581727695775212e-01 1.125890360079994101e+00 1.417659424724167394e+00 4.359658232629679171e-03
1.535446611367243861e+02 1.777017511279516100e+02 1.408901258413763742e+02 9.436010797390599691e+01 3.000000000000000000e+00 -7.421877904540247206e-01 -1.197777608963379592e-01 1.335402179988288696e+00 2.511200649732265183e-07 5.325950885739907381e-01 6.896326808812670572e-01 4.471393142322288017e-01 4.991332383272831241e-01 7.748467727123996562e-01 9.211164354625924755e-01 7.808773537025190947e-01 1.021589863136446619e+00 1.634317987818386086e+02 1.439591591698626587e+02 1.308039703380669323e+02 8.376309566975069743e+01 1.566215620129393642e+02 1.672516554841096195e+02 1.287631581627760511e+02 8.356957943020199764e+01 1.613307167250982559e+02 1.510489320082650124e+02 1.611385002713923598e+02 7.343620908747087128e+01 1.535975172057457314e+02 1.774991157124709105e+02 1.407171858524179413e+02 9.433296653212556748e+01 2.488341792686633025e-01 1.106523776939750264e-01 1.614293314923568035e-01 4.935850873105195546e+00 3.587629539126034328e-01 1.126533382976619313e+00 1.418469083907741179e+00 4.362148137654561948e-03
1.634317987818386086e+02 1.439591591698626587e+02 1.308039703380669323e+02 8.376309566975069743e+01 0.000000000000000000e+00 -8.787438922680463893e-01 -5.818541702968007545e-01 1.524366385760708154e+00 2.363596463954293837e-07 4.388972056885702133e-01 2.435202701138320103e-01 2.125973280010081401e-01 3.539508097619742943e-01 6.665618828183664801e-01 5.126052703358213725e-01 7.603426635505733389e-01 1.051623390159975857e+00 1.781792383941088076e+02 1.170473898107475890e+02 1.307587833084866418e+02 7.307599490332785308e+01 1.617788644013720898e+02 1.375622565132441366e+02 1.336027155091641987e+02 7.272272392905277627e+01 1.618619941141924983e+02 1.332866265255628946e+02 1.590105126748021291e+02 7.284982613077355040e+01 1.609291066054592250e+02 1.342005078960661137e+02 1.373568820667294688e+02 8.021964754664024611e+01 1.038277326605597656e-01 2.515283137098457189e+00 8.923591493419220227e-03 3.142158928308318888e+00 4.074406385409345077e+00 1.075990573613834350e-01 8.743053071498505524e-01 4.211508860539103609e-03
1.618619941141924983e+02 1.332866265255628946e+02 1.590105126748021291e+02 7.284982613077355040e+01 2.000000000000000000e+00 -8.530564338475838948e-01 -4.183559968446882160e-01 1.412243129149520549e+00 3.200282122515682164e-07 2.306408086615843178e-01 3.000023036826739986e-01 2.473762204760863656e-02 4.835247028817181159e-01 7.253515259296449136e-01 8.843060580015489336e-01 1.104477787797593535e+00 9.879799961756542404e-01 1.593511623008809295e+02 1.271076170735719728e+02 1.562024496737543018e+02 5.895585436896173803e+01 1.449917303154417709e+02 1.512637136680008894e+02 1.575750044312623004e+02 6.009544725222112760e+01 1.435432013509254432e+02 1.289700671663580067e+02 2.035311940365816668e+02 5.560621176891825002e+01 1.422672747321792883e+02 1.317810752331234880e+02 1.613976911994607519e+02 6.677433112972518359e+01 3.848141637203552623e-01 1.753201510156741638e-01 3.012054540295388901e-10 7.883956982901352717e+00 3.408486801957497647e-01 7.116966761576302980e-02 5.655205490578396166e+00 4.659135569157442543e-03
